"GeneID"	"N4wkGK1"	"N4wkGK2"	"N4wkGK3"	"N4wkGK4"	"N4wkGK5"	"N8wkGK1"	"N8wkGK2"	"N8wkGK3"	"N8wkGK4"	"N8wkGK5"	"N12wkGK1"	"N12wkGK2"	"N12wkGK3"	"N12wkGK4"	"N12wkGK5"	"N16wkGK1"	"N16wkGK2"	"N16wkGK3"	"N16wkGK4"	"N16wkGK5"	"N20wkGK1"	"N20wkGK2"	"N20wkGK3"	"N20wkGK4"	"N20wkGK5"
308449	36.9835	44.3361	16.1013	18.0351	29.2788	14.2059	22.8619	18.417	35.0966	1.5363	36.614	23.818	38.421	28.7829	32.8388	29.7565	1.10713	35.2601	31.031	18.0188	24.3646	18.2325	12.547	23.8174	29.7072
89825	394.763	316.313	362.391	354.895	320.019	338.35	358.172	309.883	390.639	378.26	374.519	394.903	389.756	394.644	393.498	359.294	353.936	360.927	333.197	392.182	338.254	386.286	401.722	331.228	360.045
313108	54.534	57.7568	80.17695	54.2247	65.9724	42.6611	37.9525	29.4577	42.92555	32.37395	32.07515	35.4155	46.47985	32.9502	27.5934	31.2288	32.17605	37.41585	25.07515	35.75095	30.5322	38.15495	35.08785	37.844	40.46135
366517	1.5832	2.20255	3.03951	5.40017	3.20131	2.15528	1.60545	3.47595	3.12629	2.72899	1.3258	2.28796	14.5686	3.12153	2.49469	4.19765	2.26749	2.94044	4.44808	1.91252	14.1798	3.55289	3.91347	1.79191	5.53277
293524	175.854	183.029	191.597	200.156	174.639	336.469	288.318	359.367	385.528	325.338	340.096	227.284	310.84	381.654	341.232	364.642	368.356	412.93	305.687	340.309	338.578	295.693	254.121	298.076	285.444
289318	152.863	146.564	143.238	121.325	121.632	109.782	136.58	94.7385	133.727	108	118.348	146.79	149.853	131.841	139.228	156.834	170.09	163.553	142.675	131.134	151.801	150.673	135.23	113.738	127.542
311391	71.4407	67.4496	63.726	91.7176	71.0385	130.555	62.4196	95.7071	83.2583	115.038	103.589	117.335	129.175	107.439	76.4784	95.8653	121.935	102.148	80.8801	115.088	150.118	100.676	79.1102	90.3146	89.9509
94168	8066.43	7083.32	6741.99	7789.21	6257.19	6592.45	6912.84	7192.97	6591.96	6766.06	6162.53	6176.83	5509.72	5839.89	6092.35	6989.61	6134.61	5754.64	6407.61	6238.53	7043.34	7921.18	6958.33	7624.58	7259.31
316290	30.36	19.2534	24.9641	36.3572	23.6741	28.3359	28.0033	29.0057	52.0323	40.3747	49.1002	50.5072	40.7549	57.1112	32.7115	4.8037	36.4275	34.8232	58.0422	21.2438	56.626	52.3538	49.3566	56.558	55.8047
292100	60.80735	93.37025	82.7005	68.5694	82.951	77.4248	68.62985	67.1054	74.81555	82.367	79.41645	74.21985	65.4164	71.74845	58.68765	79.61415	84.3868	81.92345	73.47575	72.6987	92.4038	78.17655	91.3745	83.12395	84.41235
310306	23.96053333	30.7859	28.48706667	27.35333333	47.38605333	26.38042667	20.27863	22.10642667	33.62752	22.93253	40.65176667	19.23131333	36.03168333	36.87163	21.9101	17.53586333	33.37683333	47.9216	54.11684333	38.1832	35.18926667	69.22912333	47.75703	20.85960333	40.01159
24772	1863.0775	2008.8295	1867.768	1964.7065	1741.0195	1385.1365	1398.9325	1202.055	1261.1505	1532.691	1246.172	1200.596	1241.487	1314.1745	1443.0325	1534.511	1198.91	1168.093	1117.883	1193.0805	1468.2525	1206.1685	1192.326	1511.337	1252.083
315646	53.4505	53.7842	52.9964	69.0841	57.8634	65.6898	74.2963	58.35	42.2589	71.3847	59.2394	76.3832	78.9714	77.38	57.7825	70.8762	75.4074	84.4572	67.5557	73.9073	68.3897	61.5793	66.7948	79.2007	59.2025
310838	144.642	148.602	148.123	135.682	129.762	85.9526	89.1737	132.919	76.8922	111.903	102.78	125.195	113.889	78.3544	97.3096	96.9231	109.998	76.0119	131.799	134.189	88.2876	79.9336	103.142	109.803	83.1747
499751	387.853	437.717	440.349	434.554	448.238	424.009	444.657	533.338	495.118	445.216	442.557	446.642	421.915	450.792	402.763	373.238	387.222	379.702	412.786	401.936	434.101	328.203	373.535	401.417	363.01
24584	174.683	358.456	663.679	238.813	868.926	289.145	316.897	195.569	1115.48	244.55	114.094	23.4931	543.053	156.723	32.2216	3.89974	4.85147	149.299	612.531	158.26	165.969	1312.04	634.442	170.164	232.323
315524	7.86634	7.90605	9.24877	13.4914	3.14719	1.33675	14.7121	6.7949	8.78943	4.0317	6.8102	4.76368	5.44418	4.44988	8.28724	3.55605	5.96599	6.99707	7.35787	17.8737	8.79997	29.143	8.62474	3.70795	16.7198
293504	1142.42	1288.65	1246.48	1214.4	1115.71	1426.69	1298.33	1499.36	1285.31	1289.52	1208.33	1061.82	1057.44	1092.88	1278.66	1227.73	1261.23	1164.98	1105.99	1257.92	1198.84	1281.61	1196.96	1279.35	1333.85
291689	51.438	66.3337	59.9684	56.39405	66.26575	56.9753	47.6125	33.3126	50.43165	33.31095	42.9217	41.2134	40.962	48.35655	48.2337	40.82055	43.4733	42.5979	38.87035	35.26845	43.04355	52.5838	51.7954	51.27355	38.22685
691431	89.6855	108.157	124.576	110.141	117.715	95.6106	106.802	90.6046	95.0283	96.1776	94.7785	101.363	89.5872	106.201	102.831	72.3071	91.3826	126.187	101.159	104.805	105.362	115.881	102.189	109.386	103.577
297428	589.536	644.836	637.958	590.08	652.523	653.437	573.745	508.428	671.55	649.466	461.551	497.141	442.698	509.586	518.648	531.374	464.649	526.356	490.634	470.076	572.705	386.988	454.04	662.033	452.035
307514	9.22896	18.4965	22.5869	17.1104	28.9766	25.1394	17.5732	14.4355	23.8112	23.0495	25.8167	24.274	22.4614	21.9056	24.3717	15.0598	14.3044	13.6514	24.7508	23.6073	12.708	19.7077	9.98626	23.0019	6.58365
295674	59.29405	63.11185	69.0015	48.80405	60.6546	79.91155	77.5048	69.28465	59.5848	76.5599	81.20765	93.8305	87.83705	90.0486	81.798	91.624	100.66555	73.7886	74.2802	71.9206	60.658	64.14405	71.5802	52.3189	68.7579
117240	42.3238	15.8993	30.734	41.0316	35.5044	26.9472	23.1832	12.2856	4.04953	30.5916	23.4432	12.2345	20.819	26.3519	10.334	19.3399	22.927	15.4127	13.564	15.2153	9.34309	17.3457	32.9817	14.1987	9.46827
294322	14.4375	14.1003	20.6034	10.6979	1.48215	21.6435	11.7738	6.43257	7.31827	17.957	20.0597	0.530248	5.06314	13.3968	7.33072	7.25218	13.9277	3.55902	6.9494	8.2337	16.0447	10.0376	21.0115	18.3291	12.4384
24701	24.74423333	58.46913333	68.66776667	22.43393667	88.63353333	59.2924	68.94593333	51.63706667	177.2136667	57.80486667	43.1907	16.48130333	99.27446667	57.7019	16.77700667	11.43595333	16.81183	58.91966667	132.1616667	42.42623333	49.78543333	151.7036667	88.38773333	49.5547	59.77273333
24777	7553	8360.34	7121.12	9207.45	6666.42	5291.1	5932.84	6703.66	5747.87	6551.48	5599	5732.22	5192.73	5107.91	5715.84	6430.82	5549.31	5135.02	5630.37	5537.74	6188.34	6378.02	6516.27	6691.35	6909.87
64194	4368.02	4278.56	3846.02	4093.75	4218.56	3705.59	4570.39	5160.88	4611.07	3947	4634.87	5181.18	3409.77	2813.59	3041.76	3076.03	3601.16	3790.1	4347.23	4193.08	3706.32	3170.38	3845.39	4080.45	3086.1
170667	2188.17	2382.71	2348.69	2416.27	2233.03	2665.64	2732.8	2981.44	2481.79	2778.24	2404.79	2218.35	2220.79	2225.37	2533.22	2684.87	2536.56	2501.08	2621.68	2418.33	2483.22	2596.05	2096.3	2451.63	2269.69
64053	1.43309	16.9723	10.9078	18.3183	6.45348	7.44689	12.9749	7.83067	16.7565	18.294	27.3785	15.249	12.6475	3.70259	11.8558	2.83468	3.41626	26.0834	17.3568	2.96058	3.57966	38.2116	4.35168	1.94236	6.84556
360967	153.458	122.077	132.936	129.133	163.353	182.439	198.696	188.442	183.163	183.33	187.039	201.51	208.03	189.235	163.829	208.488	172.348	141.172	139.582	202.076	150.599	118.917	180.621	139.631	143.163
296360	194.25185	195.658	181.59535	179.0107	242.093	211.948	237.318	202.29925	236.049	208.198	167.6075	159.9875	201.42565	175.5014	172.01325	193.1983	181.6462	160.40745	199.529	159.54085	201.092	184.206	150.7877	191.7852	154.3359
24590	42.9734	47.772	30.4298	34.0484	26.5636	33.7074	45.0988	53.9806	58.8524	49.3669	50.6598	47.699	47.388	41.4708	40.3507	58.3148	41.7894	35.255	54.5359	53.1474	45.8538	48.1287	75.4739	57.3581	57.9014
25676	164.57	152.406	161.906	170.248	176.447	155.085	192.736	149.822	163.795	139.816	177.209	166.545	174.503	166.163	175.608	164.367	184.048	188.155	175.409	153.438	187.214	133.364	160.528	188.144	138.874
288665	33.1035	22.9758	28.7861	33.2799	16.7979	6.04977	6.95451	12.7154	17.1731	3.86582	18.065	4.75475	2.25648	3.61094	10.1281	11.1597	11.0933	11.4213	12.0736	12.1542	2.72613	12.1685	2.68501	19.2495	13.2454
287678	24.3483	20.9039	28.5437	17.6336	18.1918	22.3792	14.0443	24.9203	10.8734	16.5722	32.4252	27.8063	37.2224	25.8893	23.9238	23.6468	4.3351	15.4809	39.6418	17.46	29.7327	3.71114	24.6384	17.6423	33.3826
24314	1451.29	1292.32	1426.31	1453.64	1381.7	663.779	773.571	661.928	659.131	639.483	536.392	555.353	632.362	545.371	650.286	585.654	560.394	612.975	525.195	666.397	521.696	516.866	554.448	558.322	558.243
252962	147.867	146.463	137.173	137.913	123.277	166.147	171.733	182.333	193.702	149.819	165.759	158.68	131.418	175.928	169.177	152.832	140.523	143.052	171.116	154.501	159.033	141.422	114.328	157.217	150.604
116455	109.72775	96.5373	114.321	97.4355	122.40395	123.64575	105.08435	112.5948	121.86835	115.64835	119.3032	102.3814	135.3053	120.3729	136.86985	113.3905	125.89195	115.8963	105.5473	117.55445	69.75285	98.6541	89.82325	72.57805	83.0718
25415	36.711	33.9962	32.1242	28.9506	35.0586	28.5168	25.6828	30.6412	19.7427	24.7208	24.7179	29.3652	33.0547	29.8548	23.3713	13.7952	40.1737	44.4703	36.1231	23.7911	37.9731	38.7074	51.3585	21.025	51.202
24797	30.5009	17.347	3.7864	0.644385	4.19115	3.74951	4.81128	14.2567	23.8324	3.70612	21.5223	23.1135	9.27211	25.4127	15.4757	31.0388	28.1731	28.4295	5.62309	3.27295	31.6881	2.55502	20.6957	17.5042	35.2676
81707	573.295	459.128	516.254	449.798	448.322	433.492	487.655	404.521	423.034	404.859	344.755	326.241	371.446	326.932	361.237	415.22	417.812	455.01	353.074	470.81	378.66	352.114	364.636	422.546	360.475
315500	95.7961	89.7915	114.566	98.3907	117.263	117.974	117.773	75.2269	89.9945	81.4071	86.2786	82.118	78.8518	79.853	107.479	82.9964	83.2069	87.7636	76.9225	109.008	81.1737	98.0045	75.7959	90.4075	79.1389
313200	445.81	460.663	489.515	523.702	454.104	345.751	408.022	305.573	561.983	371.922	482.291	456.442	362.396	487.066	476.142	415.009	405.839	472.303	384.1	371.1	587.609	624.395	485.208	636.623	510.858
84018	20.6968	23.6165	37.8232	29.5715	25.6543	27.1062	17.0484	5.71667	21.1023	33.2536	3.1935	27.3587	17.9839	12.0366	11.7288	27.8589	23.8515	5.36214	21.1765	24.7912	11.7157	3.10061	4.31825	11.5508	6.43498
113936	4469.27	4474.54	4036.5	4740.24	4046.55	4302.46	4370.68	4983.78	4158.83	4089.59	4212.37	4621.07	4221.48	4148.61	4149.2	4781.15	4222.76	4000.8	4180.23	4338.12	4643.47	5242.12	4856.07	4781.96	5044.57
191575	676.932	687.128	610.119	688.12	670.233	399.661	522.799	348.361	489.006	476.498	326.867	417.783	365.147	325.351	309.659	300.903	367.064	314.757	302.598	370.981	376.8	345.941	435.296	406.5	408.779
50645	30.41826667	29.22560667	43.34903333	25.67933333	33.32836667	35.07983333	36.1466	24.98353333	33.34293333	34.81866667	37.36606667	20.57540667	34.06576667	30.85333333	27.34663	30.3604	28.95916667	34.09133333	35.3674	28.49016333	43.57706667	38.53453333	33.01266667	43.30423333	30.75593333
60332	18.3052	30.4091	15.309	16.0234	25.8548	14.9257	15.5633	21.1721	23.2991	33.2038	23.4748	10.8497	29.5309	10.3004	13.7436	23.3824	13.7285	45.2488	23.2672	18.2332	16.7505	32.8932	22.8793	14.2931	19.7926
298012	1315.5165	1247.717	1251.689	1305.425	1242.0435	1272.782	1315.6945	1356.47615	1334.617	1345.1505	1199.9421	1206.0732	1123.37055	1106.73705	1155.6979	1173.31205	1120.41065	1107.9409	1147.72675	1212.08885	1300.365	1090.1885	1253.0705	1307.28	1194.3065
310791	139.311	129.487	127.802	123.891	112.193	91.7407	102.93	88.6994	79.0182	80.2081	81.0176	81.242	99.7507	78.197	81.5165	62.994	72.0953	66.4076	79.9997	73.011	79.8001	71.3824	100.327	75.3017	95.771
83576	56.858	58.608	55.53475	63.08025	78.56965	57.2449	55.31125	60.73735	54.51225	65.75635	61.1419	57.01148	66.8672	69.2243	63.50965	47.01895	76.67345	58.3228	78.26975	61.71215	71.84525	63.1297	69.199	56.605	60.4275
291555	76.4937	60.4916	114.409	73.5967	85.7385	70.8901	58.0162	48.6288	62.6955	57.662	63.4834	64.2979	64.7743	58.0467	73.8624	38.8455	78.3321	106.632	56.7159	117.36	72.1679	83.1544	65.2681	66.5224	81.1549
171148	1.22428	14.7121	1.27666	1.14227	1.49283	2.90828	1.06399	7.30076	5.93456	2.83655	2.73982	0.990527	1.29426	2.14228	1.51841	1.54328	1.31722	3.12794	9.22551	3.06452	2.64292	3.49308	1.86104	1.65061	2.4194
64313	3785.15	4152.27	2468.85	3869.66	3551.53	2206.98	3234.73	2828.27	2583.45	3385.59	3002.01	2806.2	2401.24	2841.88	2953.6	2010.94	2323.03	2876.04	2769.79	2856.57	2978.8	2838.42	3068.74	3192.86	2787.36
365355	260.0025	239.2375	221.9705	214.0535	227.91	241.6735	198.5615	237.0585	218.137	201.5905	215.5475	270.362	230.7235	244.5855	236.607	250.7145	218.896	245.345	230.8875	253.978	238.24	232.5485	242.323	231.8295	240.3355
363478	83.5961	121.017	140.002	98.9996	102.36	95.3751	109.912	120.025	116.288	131.918	109.834	60.4192	115.838	91.7854	87.4582	61.6737	98.4189	92.3496	88.6569	107.334	92.9349	85.3867	82.7124	91.4715	108.436
78947	434.641	441.245	477.84	452.181	536.42	449.525	408.825	432.181	450.966	429.147	376.494	355.707	364.415	388.47	364.056	371.11	380.284	381.14	365.436	445.612	428.11	329.027	345.36	407.788	307.339
315763	238.6	239.516	268.05	270.002	224.192	248.939	214	208.559	234.235	199.492	215.954	203.885	182.498	218.524	203.857	214.339	223.497	220.536	207.526	243.106	240.625	264.405	236.878	232.961	263.714
288587	34.36415	30.3315	52.7119	23.94765	52.751	45.3548	38.54475	30.88105	58.9264	41.88945	31.31845	33.49765	35.45745	32.90845	43.30975	25.0724	47.2706	42.8512	36.05565	31.4221	48.65485	23.60295	32.0713	38.13755	36.3764
314046	124.718	100.901	106.166	126.303	117.555	85.2788	74.7448	96.1992	81.6942	73.5959	89.1686	79.0975	82.2885	103.269	91.6005	84.0439	87.932	73.3893	108.439	98.5614	78.3033	83.1458	97.1753	99.222	74.8781
290660	103.6727	93.4919	105.5173	90.16145	83.5377	85.71435	70.2536	79.64005	101.23525	80.4134	79.79685	74.21815	79.2749	75.96665	63.33565	74.25695	93.31825	85.42615	68.361	65.97115	82.13485	77.21875	74.6299	95.422	74.8917
83537	70.4726	77.3308	83.2148	59.0417	52.5335	62.0476	65.7363	81.2564	61.2744	62.6293	57.384	47.3212	57.0989	48.3801	44.4364	63.8705	59.8761	76.2775	84.8024	61.3737	58.3135	61.9442	65.6903	52.6912	58.8719
310946	420.426	383.078	407.056	411.961	387.685	349.358	338.873	320.392	357.878	359.833	286.505	322.343	306.233	377.316	341.862	286.086	299.032	282.836	303.11	308.723	334.4	313.345	353.782	315.436	317.099
312688	393.813	314.34	388.035	239.312	228.227	414.342	294.094	332.622	317.921	403.5	334.373	243.165	307.485	269.138	343.374	253.215	282.908	449.941	336.205	326.628	287.702	219.227	313.918	331.037	298.842
313929	160.3008933	145.4750867	147.07124	163.5823433	158.34441	153.8274	139.1614	144.30686	135.18295	145.8217933	217.4067333	193.7121567	186.4197667	208.1152533	183.2637533	216.2416033	195.4701333	206.9327367	215.35401	186.1099167	164.84871	138.44283	152.3002033	169.3148533	149.4743167
25326	41.3275	69.7442	30.2639	32.4297	40.1868	43.1711	45.4238	70.5015	46.8917	52.019	54.2239	28.3458	56.1646	33.8331	45.0677	57.2557	59.7447	59.812	74.5778	27.409	54.5081	8.21741	39.229	45.6565	51.6533
363684	11.3065	16.5237	1.99805	9.43171	12.3553	0.866155	1.53223	11.1064	8.88943	2.50097	1.40043	5.24893	1.88571	1.43566	7.49435	1.43328	1.34163	4.05452	3.26623	4.82949	1.04368	2.50733	10.3207	1.06211	2.83426
316102	135.481	133.316	105.117	148.621	122.142	94.5536	111.142	108.335	103.375	105.916	103.979	135.536	113.123	98.0165	107.367	99.9896	97.6266	114.899	98.5324	96.2432	101.198	115.785	102.447	101.664	117.797
170635	32.3055	40.66	9.87566	27.6792	9.44693	25.8342	43.9125	4.9563	8.59462	23.6768	16.9702	8.26199	37.7937	29.1102	38.3209	29.0547	42.0045	48.2816	38.4533	15.2014	45.8739	12.9835	10.1747	6.13881	17.4154
300756	127.10835	110.020375	129.562025	113.914575	138.305375	134.321075	124.1426	102.2875	147.0085	123.08315	103.809875	121.855225	121.19805	108.934425	96.41075	94.26485	109.776625	111.706975	115.566675	97.539325	145.482	119.536925	147.92715	141.4595	129.772325
25637	7.0002845	2.628395	1.49103	12.9350125	8.28722	11.24646	11.807655	7.70743	11.38725	1.57345	5.85037	3.73808	15.71885	7.317105	8.31394	1.3327945	9.20965	8.68863	12.668525	5.912365	13.23085	7.6166	4.23909	12.26857	16.3527
680794	24.4135	31.1033	21.2029	20.1122	22.4968	26.539	23.5181	18.0472	29.9897	23.9949	49.5375	25.0996	21.452	26.725	11.9431	18.1888	52.1778	44.6297	28.5699	8.33939	29.0487	18.4561	32.4883	57.3667	18.3227
689414	125.116	120.318	132.682	117.791	120.913	171.806	172.315	158.446	179.16	156.224	178.218	172.41	133.57	141.351	123.13	136.124	145.431	159.122	145.649	147.563	136.815	144.43	85.2429	136.361	91.2957
360389	252.9379	209.9374	238.34635	200.0252	196.67935	221.3146	209.0837	207.306	196.7111	221.63665	246.82205	239.0815	244.1185	255.1695	213.66525	269.7047	224.1953	201.4648	164.61715	216.96205	235.8115	248.552	289.60815	214.6116	256.76165
296706	87.6612	85.158	97.0769	96.0669	58.028	54.6281	60.772	71.1968	63.9947	70.463	87.9315	80.0393	70.9967	82.3299	82.8737	66.5339	64.6917	88.7295	73.6991	82.1555	60.2656	73.3454	86.4021	61.3737	47.6319
304077	29.807	27.292269	31.30855633	32.378143	28.89008667	26.19722567	25.26809333	32.65449733	26.70492267	26.2756	40.71159	39.84733	37.39803633	46.71371767	31.20366233	33.26768567	26.09023333	31.91928	47.23978	39.28553667	31.81349667	32.05864667	34.47076333	33.19324833	32.38977667
116555	39.4227	29.0258	46.0536	50.5754	30.7794	6.80419	6.2562	27.1037	21.4722	24.6577	35.0951	23.6506	5.39037	27.822	40.5914	25.6439	30.2554	45.2867	12.1698	33.6674	19.5202	29.1242	27.8354	34.8311	33.3931
289196	1486.72	1600.88	1243.95	1664.48	1624.29	1542.2	1620.77	1675.71	1484.79	1610.54	1327.94	1189.99	1461.66	1340.67	1555.22	1519.51	1543.5	1468.63	1425.97	1504.18	1574.57	1748.7	1805.29	1638.66	1778.56
289036	905.423	820.029	925.659	876.267	873.333	941.274	896.205	1018.3	975.097	944.513	974.609	1009.73	917.244	1025.9	1083.32	979.251	953.791	926.35	955.51	929.782	866.159	895.116	818.99	949.945	844.878
690442	11.1627	6.12187	22.5405	4.94354	12.7026	16.332	7.44144	11.5082	6.43044	11.7491	10.8326	18.8864	13.2496	2.55336	12.9318	11.5646	16.6185	19.9026	18.2249	6.00731	18.1418	7.74874	13.4786	17.5132	14.6797
288734	123.50375	118.5107	112.386	114.71505	169.467	196.0685	196.5669	170.4458	179.2203	182.73185	149.32305	166.6439	177.8756	195.4139	158.2302	142.8769	152.5897	167.86515	138.29735	161.3767	162.60705	163.5261	157.14465	169.438	152.13005
298201	49.8706	53.3373	28.5185	54.5664	63.9915	41.0569	54.0469	71.946	21.8142	76.9639	52.0664	28.6571	36.7207	26.9083	48.5611	41.0088	41.6354	54.4496	29.6996	38.0307	43.8804	53.6456	30.3546	47.4721	38.443
81644	1.00024	24.6755	0.889112	11.3012	4.58932	10.7425	2.59787	1.63884	3.92859	0.880696	2.26566	5.00776	3.13114	2.63257	1.45161	14.9894	15.761	17.7716	5.82539	1.74686	11.4591	31.1221	3.98669	1.13793	2.94563
313264	133.122	114.576	118.094	129.89	139.461	169.125	137.38	146.279	175.845	161.923	175.87	144.629	159.781	177.351	167.643	147.427	168.054	152.901	128.553	146.315	166.944	179.962	159.713	169.992	165.135
293847	14.5693	2.84141	10.5076	7.91883	14.5637	9.76433	1.72202	8.06852	7.98913	2.31499	15.0643	6.78122	2.44921	6.43363	6.44125	8.17808	11.9944	5.26399	19.2089	2.08923	11.186	2.73799	14.3694	1.72753	18.6764
295238	282.221	309.001	295.249	310.308	245.125	217.216	225.92	262.305	224.986	227.902	253.47	241.291	241.663	262.756	263.573	236.399	228.465	232.353	288.618	240.702	231.485	225.47	205.392	245.566	218.649
362256	9.497663333	20.90369333	9.390326667	3.368086667	7.827286667	14.41156	6.292915	8.902233333	12.29573333	18.35028	12.16221667	6.53435	6.547423333	11.34068	10.84239667	13.58885	20.04778667	12.24571	6.209826667	13.30414	10.33939333	15.54782	8.13165	15.85354667	6.182993333
56646	155.955	134.446	135.644	134.167	166.504	101.063	112.622	87.1705	96.4104	100.727	71.5075	51.6455	86.9285	97.642	63.5072	45.8285	80.2933	76.285	99.5371	86.9067	97.2614	97.7758	85.0471	79.4366	81.9934
192255	6269.14	6063.47	5473.7	6265.21	5075.22	5583.44	6059.24	6294.5	5573.58	6267.61	5642.74	5481.81	5170.31	4914.01	5302.94	5726.02	5274.07	5087.68	5469.68	5262.52	5832.15	6635.28	5589.51	6100.92	6336.97
289900	175.277	167.579	157.22	148.812	159.95	159.112	164.124	144.426	178.223	174.219	161.73	158.995	157.921	142.19	132.304	141.763	172.556	124.845	149.84	141.977	171.766	155.747	121.828	160.978	152.944
305367	71.1441	61.6868	66.9303	64.3772	59.197	62.8526	49.2157	56.7112	59.2225	59.5379	40.4166	49.0308	52.8384	52.1422	47.2051	22.8143	37.6205	40.6563	56.5751	35.9002	40.4913	37.8424	48.1593	45.2293	43.9683
266809	70.9133	68.4983	78.6908	111.276	55.4509	73.2291	66.4397	68.8953	64.3029	80.6097	89.2034	77.7007	105.729	70.9437	69.1218	81.5366	69.2101	104.669	57.0889	72.1067	70.0035	91.1613	86.9513	89.0052	70.791
296995	1002.64	923.403	988.921	936.049	880.579	863.965	794.535	781.715	791.759	831.2	761.397	735.359	864.303	875.619	967.422	789.45	926.024	758.099	819.218	857.517	837.849	886.933	894.583	1009.8	950.279
287730	1.02945	2.72477	3.29563	2.6344	2.61461	1.49879	2.12606	2.29949	1.95561	4.71185	2.18978	2.08399	1.89823	1.9209	2.04473	3.09738	1.54525	3.97638	1.96126	2.31142	4.82955	4.71363	3.53379	2.56623	3.63657
366508	50.9734	35.3327	50.3478	40.14065	46.11305	36.63375	49.9063	44.3626	55.002	53.4901	63.93655	54.27095	46.7709	60.69265	61.57295	51.13395	58.69485	61.1327	47.39125	52.5352	52.1942	45.49165	18.2975	44.8425	36.69
362591	111.60315	123.6136	133.7255	111.07715	127.25445	140.9329	110.27335	136.31595	124.31745	123.54575	180.515	168.36405	163.29045	202.68025	177.2385	174.408495	173.4197	173.89715	150.70245	169.73175	111.64804	128.10855	136.8615	110.071	144.80575
50719	63.6529	60.8018	114.933	84.0753	69.1906	42.931	72.0498	22.1808	40.2728	60.6132	25.5966	19.9668	24.1697	29.2348	32.3994	34.7656	48.0379	22.6524	19.706	36.0741	39.5885	43.9943	42.259	6.889	34.3562
140908	82.1042	105.29	129.451	87.546	99.4759	105.942	105.503	136.371	109.031	123.308	84.2369	108.488	88.0798	114.905	102.228	78.7683	102.176	84.9471	103.678	146.181	102.843	87.636	119.959	94.543	146.451
360230	76.763	42.4294	78.0276	87.7508	60.3708	91.3729	73.0986	57.7651	50.3069	58.0614	69.7443	78.0236	65.3	72.239	66.9193	69.1	44.4839	68.0696	45.8143	61.7218	83.3608	51.7381	34.1174	54.6927	45.8076
315617	758.739	811.414	707.283	775.965	737.605	867.946	949.374	1142.54	951.455	960.848	924.804	920.191	916.18	864.784	897.509	1024.68	907.042	961.965	940.304	930.648	691.886	694.892	623.614	733.045	661.048
361201	240.7531767	255.3252	261.9663167	256.7384533	265.0441533	276.9575667	280.9281167	317.77252	262.7617633	298.82301	316.52595	275.19558	277.8549233	276.94369	305.39502	277.9687667	296.9565	284.1638967	287.6340667	309.59516	288.1851667	311.06627	296.05213	281.26576	262.55181
100361890	120.09	95.6212	84.019	104.792	187.64	134.342	173.556	75.9727	172.201	181.436	56.7369	68.9323	58.6806	67.6978	50.1743	48.763	72.1189	85.7247	73.3129	62.6069	99.4657	91.0252	85.3039	80.4894	97.8361
80841	1867.6	1496.67	1862.87	1963.21	1469.25	997.507	1210.25	865.21	958.574	884.674	308.443	662.395	551.223	506.488	459.066	382.458	374.047	387.132	279.518	312.259	303.539	384.469	497.229	333.588	318.343
64366	730.239	665.373	814.787	694.548	718.002	671.895	668.488	668.33	674.153	599.808	488.057	621.869	522.754	501.65	530.176	469.325	525.836	591.444	522.729	599.679	504.937	532.815	558.32	527.714	568.869
362156	77.613425	72.8161	93.2927	78.6282675	91.775055	96.324405	100.150985	75.477835	113.93975	98.331435	65.34727	75.086495	61.247345	65.4961	56.4286	76.269995	74.02327	77.852805	69.679915	68.4774	115.4735	83.299125	70.708285	95.09034	70.604175
25276	0.897098	1.58442	1.3283	9.80824	0.658234	9.35178	4.04579	8.34165	9.16154	1.55746	14.1807	1.35302	0.148909	0.697007	7.23237	5.27192	1.24572	13.3842	5.63845	1.24082	1.83761	6.7652	0.781781	0.633578	6.74958
100360777	5.48986	9.73745	4.76005	19.212	20.1224	13.2819	20.0236	3.10959	4.23053	3.45728	5.28257	9.44847	11.1347	41.5913	3.0145	3.59523	14.0963	5.99782	29.0244	13.2053	24.4451	4.53037	15.1026	9.03199	3.0779
364386	88.1147	103.945	79.4891	76.9801	91.5237	94.8132	98.7578	59.1352	83.2567	82.5296	89.4573	108.696	93.6311	85.6816	93.6672	110.511	110.325	130.123	155.021	113.065	102.905	110.594	89.0051	68.6403	106.367
294862	69.2013	75.1479	83.9111	75.9502	121.695	82.3811	104.939	66.319	90.5517	83.5415	63.3259	61.8031	63.1605	58.8088	51.5187	44.2047	45.5546	67.6088	70.3786	58.2788	94.6167	59.5793	76.0558	75.7703	78.9257
25540	1.73697	0.787237	16.402	1.6455	16.0939	12.6262	0.874817	6.7357	5.31914	12.5472	7.35085	11.6325	8.76062	9.43924	7.39914	7.4202	5.77597	21.5375	8.66613	5.04808	16.4815	16.6883	20.507	1.58219	11.931
501097	27.0189	37.7148	27.1763	35.4479	25.827	28.6744	35.7623	30.3795	39.5538	39.4234	27.4452	33.7838	40.3296	25.4471	33.4369	21.2297	39.1128	41.0169	29.2834	25.1885	33.8328	27.4634	53.5984	41.8921	41.1903
293067	1914.64	1768.28	1878.64	1930.83	1802.17	1582.99	1688.91	1477.88	1557.82	1580.51	1512.87	1660.94	1574.57	1592.53	1637.2	1587.01	1565.62	1550.56	1500.12	1669.74	1604.7	1679.73	1897.17	1582.81	1770.69
