"GeneID"	"N4wkGK1"	"N4wkGK2"	"N4wkGK3"	"N4wkGK4"	"N4wkGK5"	"N8wkGK1"	"N8wkGK2"	"N8wkGK3"	"N8wkGK4"	"N8wkGK5"	"N12wkGK1"	"N12wkGK2"	"N12wkGK3"	"N12wkGK4"	"N12wkGK5"	"N16wkGK1"	"N16wkGK2"	"N16wkGK3"	"N16wkGK4"	"N16wkGK5"	"N20wkGK1"	"N20wkGK2"	"N20wkGK3"	"N20wkGK4"	"N20wkGK5"
170913	75.29575	136.3575	96.813	101.41515	73.8605	34.01155	46.05765	24.58505	34.9904	25.4661	27.6155	26.0532	16.371	27.87655	40.2296	20.86675	20.58205	30.37785	28.94275	24.94825	25.30795	44.1845	19.1796	22.71195	37.65855
29648	668.075	705.852	763.772	761.277	697.798	714.616	654.934	659.549	627.04	709.947	676.292	671.299	687.006	673.169	684.375	748.35	686.197	729.588	713.432	709.09	618.566	662.649	611.6	696.449	602.665
304667	21.5176	4.5121	6.47477	27.5528	18.4558	22.6474	3.26146	26.9092	30.3492	6.8026	36.358	31.3276	16.0637	32.626	16.9357	6.55944	33.0543	31.59	24.7973	38.797	27.1428	27.3635	35.4568	21.0822	33.1918
306840	411.213	431.126	406.669	392.907	389.155	508.749	444.878	463.249	403.702	470.326	485.736	494.642	520.15	499.283	557.109	490.434	550.804	467.899	515.004	518.771	472.351	555.727	537.077	496.264	598.947
60350	1817.48	1931.19	1633.01	1910.43	1699.31	1062.39	1324.77	1423.66	1215.43	1630.21	1462.95	1325.17	1481	1353.94	1589.47	1606.28	1601.85	1301.95	1396.26	1555.08	1717.13	1993.18	1905.48	1751.42	1676.36
282585	2692.33	2506.53	2752.75	2786.14	2817.25	2495.99	2289	2255.9	2220.09	2251.23	2416.84	2801.8	2295.37	2547.21	2527.39	2056.61	2035.09	2087.79	2064.25	2187.88	2443.08	2228.13	2139.37	2578.14	2154.73
64576	4.15379	13.3259	15.3099	12.7295	6.3977	19.8975	5.14865	5.40307	8.54767	16.8278	7.83386	7.45553	17.7735	4.9387	4.24841	3.7437	4.23767	8.45249	7.93108	4.11635	3.67052	15.3564	5.82887	37.1409	31.1686
362506	64.032	88.5562	86.7259	69.6629	59.169	56.7093	70.2207	97.9018	79.3479	93.5671	64.7003	81.2934	62.3201	65.8153	67.8447	73.3908	64.334	124.95	76.4411	47.7259	37.3415	58.7263	97.9342	29.8387	61.8037
314013	325.278	355.122	302.29	307.53	318.377	316.429	354.491	343.689	339.032	335.912	311.204	326.878	358.307	338.566	342.362	309.212	315.584	371.795	327.11	347.607	320.56	308.828	322.953	350.03	310.357
64023	108.837	122.474	122.459	150.699	179.66	132.399	178.704	68.5285	192.666	166.592	88.7424	76.8707	14.2373	63.4145	99.1193	80.9618	77.1287	49.1202	57.4438	55.411	136.561	92.8755	86.2962	209.565	35.5483
315097	85.5604	72.5565	80.1238	73.64766667	87.71086667	78.32396667	86.04496667	97.95076667	89.208	89.7104	100.2621333	83.6679	95.25123333	86.34706667	98.05343333	95.06483333	91.87663333	91.26936667	108.1879667	96.49206667	97.95393333	100.7596333	80.76993333	95.84156667	69.0301
304181	2.36376	2.69486	4.81103	15.449	16.5911	7.67277	20.2801	2.77343	3.21948	4.32223	3.51075	4.42612	6.16234	4.58399	8.49796	4.12644	12.9064	27.2769	1.66677	6.2667	2.9156	4.94219	3.28109	3.75708	8.25318
291840	47.4851	50.7302	53.6056	57.0265	48.5926	55.6696	51.513	46.7245	54.7632	45.5197	55.3963	52.5102	64.3108	44.8286	47.4336	57.8831	60.1297	60.5962	53.8971	38.6802	54.1425	61.8027	46.2934	46.209	45.7314
290556	536.592	423.33	498.106	486.268	387.869	536.062	404.973	433.434	516.683	366.773	391.46	517.84	433.591	561.132	346.037	488.951	410.787	508.387	434.568	435.783	523.142	377.876	643.214	569.036	555.312
304966	169.329	219.149	196.189	208.243	200.794	158.309	129.498	153.186	159.918	171.86	158.716	97.7054	121.973	111.028	141.929	122.925	150.067	172.21	143.03	157.696	131.486	121.608	159.503	135.592	180.944
100359484	50.4482	35.6334	57.5565	55.6217	59.3553	65.1901	63.4046	64.3981	63.3452	69.207	65.861	79.2355	76.66	76.8707	56.1376	71.023	76.9956	76.1063	88.941	75.1437	96.6891	96.7756	40.5981	66.7932	76.6946
114115	3.905153333	6.938236667	1.241029	2.286656	1.516532	4.671981667	5.557178	3.312726667	2.82111	3.101525667	8.047323333	3.21383	3.11587	1.501357	1.837817667	2.121595	5.492713333	3.627103333	4.892086667	4.779087333	2.679499333	2.144959	1.074642	2.834473333	5.588725667
300208	223.45	262.351	264.666	260.752	240.79	255.076	288.163	256.94	257.348	243.749	292.741	305.224	265.232	338.515	238.246	253.964	218.584	273.396	239.517	262.466	314.585	274.065	281.977	246.184	268.306
315423	114.011	120.014	104.897	103.189	98.5913	89.413	78.2167	91.7947	77.5556	90.9354	98.7466	81.992	89.2087	103.143	107.887	99.7596	102.926	111.397	89.3614	107.937	93.3919	93.3492	102.762	80.8282	92.4537
367313	22.3138	41.1804	38.5958	18.2141	59.0597	27.889	36.2436	25.7775	36.3838	41.4244	47.7164	26.8774	34.7314	28.4182	27.2459	13.0993	34.3525	45.3503	15.0192	11.6542	25.7005	27.3769	20.0688	30.4646	36.0477
499586	19.5626	15.3979	27.99	21.931	22.1527	5.39766	21.3958	10.5969	4.27235	24.7692	25.1898	25.31	9.94336	21.7496	7.35427	18.9076	27.6908	26.9891	17.7705	9.65375	24.2186	35.5547	19.6199	29.9114	25.5932
306338	29.11576667	33.5522	29.82254333	27.4826	25.6831	33.48720667	38.8574	29.94232667	32.42382333	31.28	33.55233333	29.5343	33.74245333	43.5599	27.72789667	34.8511	32.47193333	22.40286667	32.42453333	39.45126667	32.0949	31.7137	28.81195667	41.09125333	18.55528333
362657	40.3788	30.5039	9.0555	1.85281	18.2892	11.922	5.73575	5.00095	26.531	28.5811	3.84328	2.47476	4.15692	13.6542	10.7141	12.0351	3.00402	19.0494	2.56302	7.65705	15.5576	7.43475	7.03705	9.24522	22.5755
114596	11.0493	5.48214	5.36552	4.28673	5.63108	15.4632	4.17805	4.73929	4.41902	32.993	5.1578	5.18124	5.51476	5.19909	14.2833	19.8701	7.12474	7.00875	34.1372	18.3532	5.19765	26.4917	7.23342	11.144	28.0447
360746	274.24	358.78	320.646	335.744	315.996	306.592	266.636	320.416	296.112	278.46	218.851	181.718	223.004	205.497	251.475	246.855	231.506	279.232	226.639	239.044	257.866	268.169	188.437	250.244	250.343
305311	23.7582	24.2086	10.1073	27.9425	23.7941	16.6614	17.2957	2.0851	15.3957	18.8695	3.62888	22.4162	29.015	21.1873	24.1861	31.2996	29.8658	36.7284	20.8137	25.5227	14.8247	17.8702	31.3603	30.8822	21.483
305835	85.88891	59.174075	73.848945	71.99773	79.329295	78.4351	85.394305	85.762795	71.404695	87.82215	87.95086	116.82732	83.15964	101.14335	80.875745	70.910345	78.713095	50.805245	68.65288	57.25877	81.752295	61.36983	72.427525	78.6459	63.25162
24783	41.3185	41.8052	50.3181	13.3941	54.3757	30.8397	36.3042	44.7395	47.0623	72.36	66.7264	26.7101	106.407	37.2559	21.2193	22.1205	8.2642	53.0824	59.2264	45.4453	60.6258	79.1106	23.376	40.3707	46.7483
310982	16.8303	39.7667	26.4091	21.5013	28.9892	18.2572	31.4892	12.8085	48.0799	22.6639	26.9876	20.8313	27.1463	26.4781	35.3907	16.9477	21.9365	41.756	35.7174	39.4044	7.38962	27.1876	23.1231	2.83242	32.4611
303637	59.131205	70.3059	62.28815	69.44485	46.97729	35.374925	28.53805	31.31433	25.95107	29.88105	31.0008	32.22516	32.45046	22.6699755	31.4722355	32.025395	33.9401	35.6662	38.4963	33.097095	46.1926	27.80825	48.49305	39.9237	26.5384
50689	88.8367	152.387	97.2637	117.934	128.382	168.027	150.838	110.002	177.238	162.555	131.827	170.924	160.087	186.913	129.089	73.2461	145.097	193.92	215.06	178.008	188.687	117.551	118.673	91.1855	93.0315
29393	268.958	287.332	276.962	299.059	275.571	144.297	195.452	232.271	173.465	167.7	95.0982	79.2922	110.419	116.733	86.5706	90.629	97.1455	91.1864	112.228	98.177	59.7884	98.0223	70.4818	70.4332	47.7782
171087	4046.43	4215.83	3332.49	4129.31	3675.69	3847.85	3780.29	4327.92	3604.41	4274.46	4059.97	3827.17	4045.61	3703.12	4003.62	4493.04	4181.67	3650.73	4324.96	3837.22	4454.15	4360.43	4671.04	4565.16	4656.45
362883	121.093	96.30155	131.49675	131.6213	128.3328	104.0444	100.2617	118.93635	114.7821	103.5152	98.59495	144.89235	111.53345	123.3799	160.42735	117.78065	124.45865	130.86315	117.73445	121.754	128.37445	110.2845	141.3621	121.88065	113.17615
246238	25.5525	20.4605	13.9593	6.78706	30.001	14.0654	17.7079	10.1317	12.2065	20.5151	20.5732	29.9247	22.882	19.203	2.73548	23.1784	21.4386	7.03558	26.9172	12.408	21.997	29.7104	28.0887	11.1169	31.7193
24616	7188.1	7100.85	6256.74	7406.4	5767.86	6096.66	6904.44	7785.26	6074.82	7149.74	7531.73	7654.94	6573.49	6586.16	7092.77	7731.9	7071.32	6825.6	7446.85	6520.98	7608.34	8911.13	7783.95	7971.48	8151.68
100363253	237.458	256.956	257.056	246.172	260.232	203.73	215.747	180.736	193.543	199.475	81.8121	76.3058	126.514	87.2238	108.74	85.0033	122.482	132.113	107.936	128.492	163.888	174.964	140.206	154.294	168.436
79224	6312.21	6544.75	5797.33	6625.14	5082.43	4970.12	5180.68	5242.43	4993.33	5132.73	4357.4	4311.09	4262.74	4024.88	3898.55	4547.56	4303.61	3865.35	4743.04	4452.89	4674.18	5256.85	4768.66	5431.33	5026.62
50659	22.4566	25.4255	13.9881	12.1945	15.1535	18.879	13.9862	10.3239	10.6167	4.10998	3.17958	11.7453	6.66213	4.69249	11.9328	1.77518	2.80424	5.2039	15.9851	10.3158	5.38321	10.4132	3.24677	8.42395	11.672
361321	193.7546667	190.4433333	189.8321667	187.361	207.7656667	220.0823333	231.117	189.5618	238.5393333	223.912	208.9755333	217.1511667	194.8453333	221.9900667	191.9283333	202.8673333	191.5973	208.4913333	185.4429667	193.7554	217.7266667	250.6753333	254.2736667	255.5836667	246.9073333
366532	31.1074	23.341	66.7982	57.3746	71.1162	58.0989	61.0789	49.9264	49.6173	38.5527	51.7958	35.3447	45.8749	44.8091	64.2577	48.7767	63.444	34.3208	44.0497	36.7435	54.6399	13.0349	60.4978	32.5722	64.7926
308069	31.6669	31.7386	26.9258	31.7126	45.524	50.6855	46.8871	11.1321	45.6168	18.4611	8.90961	46.9189	25.9087	35.0589	24.7119	11.9999	36.8209	14.3018	15.4177	6.1077	26.6682	34.4005	36.9079	7.5667	39.3232
679629	41.1711	33.9751	26.024	6.77527	22.5447	26.6883	27.7722	5.6072	23.2365	15.7163	5.53418	7.43608	18.5876	30.9621	15.9569	23.9577	33.5329	13.7809	16.2455	5.20805	17.7148	30.7117	23.7544	20.0396	10.5199
362599	576.211	514.703	550.068	498.213	567.327	517.015	517.258	413.175	527.952	491.713	497.934	488.584	501.958	518.474	508.964	431.809	475.137	443.676	449.915	516.772	606.303	565.34	536.755	524.404	519.429
311193	104.1293333	87.3459	90.56323333	85.1622	120.2758667	126.7311333	117.8556	92.96566667	120.4153	103.7389	91.8728	79.72943333	79.78153333	89.60803333	71.76863333	97.09626667	97.71754333	111.7655	80.88163333	67.83241667	103.9344667	89.98233333	103.0492	103.4837333	85.60506667
680875	130.485	149.688	104.294	178.791	148.51	152.755	162.394	271.123	208.901	156.179	165.722	198.802	191.689	168.965	166.99	215.157	202.548	156.418	209.586	292.926	166.274	286.047	194.08	252.265	189.798
192183	5.40927	5.43358	3.49552	6.33814	3.31	1.8665	2.65704	28.7988	4.65421	3.16883	5.76197	5.43622	6.77383	5.28677	2.46382	2.75624	3.7208	3.74957	4.06003	3.21628	2.7232	4.37706	3.2393	6.05467	3.70302
500036	1.3374	11.2219	14.6769	10.0589	5.39876	9.11607	0.788927	18.8437	15.1659	6.03722	2.08296	2.48103	29.8033	14.0498	3.63448	8.8005	1.78097	3.21064	28.0832	8.56588	1.35456	48.9048	29.5006	4.12189	23.3477
313061	131.188	137.139	107.847	115.087	126.296	154.675	114.223	100.408	125.029	140.799	116.64	100.758	138.263	137.485	123.192	127.626	104.825	162.2	100.791	104.455	106.065	117.887	134.883	115.013	123.449
303348	25.3863	12.8004	20.7694	25.9564	17.7813	18.2388	6.23787	13.3817	26.1644	12.5599	14.1664	17.9788	18.1268	16.9176	12.9757	13.3433	14.8537	16.798	12.8109	7.42276	8.51054	35.3075	12.9331	10.6905	16.9051
305055	42.786905	42.69455	58.787815	49.168055	55.29025	55.92625	41.105215	42.86352	55.6885	50.25775	62.57825	51.03737	64.130845	53.77115	44.644815	57.83513	52.76965	50.396935	49.8244	52.09889	48.566535	28.594015	52.34705	54.54845	46.0399
56611	233.487	230.873	294.022	250.668	323.169	303.561	292.228	192.288	312.967	232.258	240.766	214.609	184.012	235.265	217.61	205.441	214.873	272.435	212.911	250.906	213.591	198.447	181.806	217.057	337.204
252920	7.17131	0.920108	0.639924	0.48799	1.00773	0.476578	4.94765	0.651774	1.08436	0.386958	2.66944	10.7316	0.586504	0.31234	0.507365	0.829976	0.790408	1.63968	0.784801	0.699839	0.561251	0.869075	1.0185	0.513982	1.43882
117044	811.05	798.104	786.967	653.482	664.127	776.44	666.964	664.361	789.38	736.674	714.653	859.438	728.79	876.824	820.566	831.329	727.447	685.073	600.02	741.338	862.438	807.299	954.715	776.22	898.898
360829	4.07753	12.9426	12.3245	10.6705	8.50467	7.29015	2.05651	6.03141	15.0551	12.6775	5.69163	8.09148	6.30976	2.13828	16.4	3.97553	11.3289	6.39064	4.45659	3.12081	13.6461	4.42948	3.70022	2.46585	4.03581
313183	22.1149	28.7824	37.308	12.2239	22.339	20.0923	34.9441	23.3724	25.2103	7.8543	35.8181	37.7273	36.8381	26.7504	31.9339	7.47399	32.4338	52.7547	38.5586	9.60409	33.6275	11.2111	32.9935	4.69554	29.3351
303067	86.9671	98.3522	117.322	94.4755	94.6598	118.821	116.175	91.2786	109.469	100.961	106.497	100.489	108.974	111.743	90.564	83.9145	96.3181	105.776	92.8502	108.139	101.348	97.6764	76.0596	60.685	107.976
85423	52.9048	68.1118	51.2098	53.6356	46.4882	52.0119	42.5351	46.5565	60.8706	33.6393	42.7542	41.588	34.3477	69.8528	58.1267	65.2499	53.4875	72.9609	48.5383	47.6252	51.7544	63.0513	51.2723	43.3582	72.5406
171064	83.1363	88.9875	95.5021	102.597	83.8764	64.7609	47.751	57.0511	88.6687	87.8873	57.6277	63.1358	65.5907	78.0446	78.3531	65.6889	53.0643	66.148	67.1915	72.6807	68.7905	53.9179	38.0463	64.0282	78.1977
58935	245.611	212.274	315.836	226.456	220.447	273.502	259.136	244.847	262.792	259.41	252.488	271.558	314.164	277.076	253.798	261.372	275.526	245.472	233.551	271.128	243.972	255.473	261.847	242.804	269.503
315863	47.3799	42.1298	48.8978	22.4533	37.577	38.1157	41.6648	31.9779	43.8042	35.8894	37.3514	49.7737	49.1043	25.9063	32.7383	36.3612	43.8413	53.8375	36.6083	25.933	36.1599	45.0848	27.3408	22.9737	42.3959
25747	20.8463	37.0316	25.6003	7.23276	26.0726	11.2017	29.6321	14.5005	28.3225	3.91238	27.502	8.01678	19.4073	3.26695	32.4906	6.59776	12.8058	4.5621	8.34048	15.7563	6.03345	7.85164	6.76414	30.5946	31.1613
310643	29.2964	15.1708	5.37596	5.02731	2.22692	41.5855	2.48742	31.7917	17.5295	5.24867	11.5748	5.23709	4.2401	2.6361	34.2129	19.46	12.4646	5.75567	5.03446	27.0406	10.7146	17.7921	29.0993	1.99962	5.96224
301010	63.2032	92.3671	84.7897	79.3347	92.3141	85.265	65.7598	72.298	85.5187	82.5541	63.6638	86.2441	84.9551	71.7536	57.2085	72.8596	97.3437	119.721	107.673	73.3825	85.4376	92.6081	80.6236	69.0904	80.5714
308410	2.18211	6.51052	4.15559	2.29482	3.36683	4.43809	5.44684	4.92246	56.0178	2.88326	4.48615	3.64734	4.39864	14.0878	1.9854	2.39149	4.52762	7.49359	15.8376	2.79627	3.48869	36.5569	4.09559	5.28112	2.99238
300266	121.571	81.2218	104.54	95.1992	117.704	95.7966	90.7866	80.7786	91.7684	107.831	91.5972	72.909	100.302	81.4715	91.0018	93.0932	100.422	81.8907	96.9406	104.606	94.3976	82.3927	65.5691	84.172	61.1104
305549	464.772	428.814	452.512	465.922	470.759	478.385	470.903	494.42	413.329	510.821	603.678	771.151	568.373	674.428	688.585	570.81	685.113	634.538	584.012	644.86	521.239	636.719	703.906	573.59	580.293
306322	254.08	234.0225	266.332	254.78	273.283	257.8415	279.3055	236.6967	301.084	281.456	256.175	274.522	235.438	271.76	265.0675	241.7705	253.766	253.0845	237.937	281.2385	307.7665	259.696	227.7395	298.2915	256.9485
64626	25.22284	18.676495	18.279675	19.50415	28.44405	12.406305	12.25068	7.589655	19.234865	20.95793	15.03765	16.90655	6.10885	5.577255	17.89265	11.784095	18.23273	19.18725	16.85055	16.97535	23.960675	20.64141	9.089135	8.891055	10.56179
292095	316.511	326.024	310.1515	296.194	302.341	321.242	326.409	289.457	349.726	329.26	278.9745	254.8055	285.4715	270.4645	298.736	262.4275	267.96	275.9015	279.2515	336.299	292.673	259.7795	258.797	282.6525	274.369
29191	6.56885	1.69126	4.42063	1.03661	1.7638	1.88919	2.02998	1.8764	3.01389	2.08981	4.85805	3.35887	8.17576	3.04408	1.49663	1.61004	1.85597	2.23001	3.29728	3.78594	9.93638	2.60905	2.84841	10.7155	2.14162
290635	581.935	683.726	589.06	583.779	582.51	592.527	587.138	612.915	613.589	631.927	596.08	436.012	546.201	502.53	623.425	543.214	576.248	575.699	657.081	573.965	610.417	502.46	504.474	634.724	568.883
171302	5.2492	15.4935	19.846	7.72854	17.5336	5.35317	14.8234	5.30292	21.5937	16.5219	10.6952	11.8486	17.2741	14.966	12.3144	1.54359	10.8595	7.63376	5.027	24.1933	14.0959	2.66373	6.60784	20.6427	21.7128
305476	35.0851	44.2929	42.5512	49.2535	24.5056	20.7775	23.7863	13.5337	27.9949	43.4782	32.5476	43.9219	37.8834	28.0357	23.5444	23.3488	45.3117	46.1937	48.3582	28.9314	29.1659	49.4044	23.0034	29.7705	23.5333
59305	1.87181	1.2218	2.49974	1.73442	3.28171	0.999606	10.0237	4.53982	11.2674	2.25766	3.21844	10.3066	2.54385	4.01644	1.80941	1.57461	3.91216	5.62643	1.09991	6.16001	15.872	2.10597	6.98697	1.31304	27.156
117539	17.9752	1.6266	14.9628	33.5524	22.5422	13.3163	17.8467	4.13724	26.475	15.7751	7.68547	25.5166	30.8224	2.47474	22.4057	3.93314	24.3683	16.2522	19.2954	23.3222	15.5859	3.21953	24.821	20.5872	20.3898
362161	16.1095	26.155615	23.5864	25.87835	16.64115	19.02495	10.864755	18.81038	16.570105	15.04934	10.00866	18.14125	18.9065	26.85755	27.2836	23.99065	17.63125	30.0142	15.11773	25.89815	16.327405	11.727945	18.96225	9.016665	23.3379
171113	138.13405	131.494	121.3223	131.7101	147.41495	176.442	179.4225	188.5124	209.752	175.7055	160.28005	156.3382	167.1554	164.0418	149.748	160.78235	160.9956	172.56815	166.82175	170.05375	191.0945	193.08565	166.024	204.001	170.5153
291541	55.7635	80.3547	84.9808	114.689	80.6954	62.9237	58.3549	54.8877	77.2957	88.3983	100.676	48.9451	82.1916	71.3987	88.8364	58.6952	131.103	97.7217	110.834	92.7569	114.602	87.8896	73.8238	120.639	113.951
291355	127.543	120.509	147.822	118.642	115.829	149.744	146.066	150.53	167.366	145.609	110.071	143.889	132.416	132.168	111.377	77.2962	99.8252	119.37	93.9149	121.534	104.878	74.3881	89.1507	112.918	95.6269
287938	15.06935	17.6758	5.595295	2.924235	8.50244	5.638795	9.61157	10.760525	6.38771	12.58325	18.27055	4.345065	6.48052	7.275355	6.575025	12.89756	4.962135	14.344795	9.708165	7.426915	13.05215	9.075165	8.83246	3.24544	11.55226
171562	46.9618	10.7199	45.6499	40.7341	52.3556	54.8834	69.1926	61.7058	54.1906	51.6504	87.172	67.7689	92.0992	75.182	97.3486	75.3683	83.6986	94.1285	59.5928	64.4188	67.9003	58.259	31.8156	41.253	44.1308
691538	147.3287	145.9891	121.6682	158.49925	132.9201	123.95375	130.0405	152.92375	120.8685	129.3995	124.07055	139.66995	158.17765	154.5464	129.00935	115.1567	98.5074	102.17765	105.28185	123.74025	131.89105	125.00635	158.96335	149.3144	151.37705
310326	146.207	106.337	112.424	92.4414	83.0364	89.4943	122.867	109.443	92.8978	79.2918	88.9872	76.3379	110.152	100.431	101.53	86.9732	97.9846	88.7854	117.066	87.7737	84.6388	95.4272	99.2586	101.653	112.432
309399	6.09291	0.809612	3.32295	6.75783	13.716	5.925	1.44614	3.91866	1.76364	2.79308	1.41103	1.36902	3.96307	0.86121	1.36104	1.21493	1.04215	2.11665	0.908517	0.743783	2.7835	1.25183	2.09485	12.36	11.4994
301575	326.386	346.478	330.619	334.945	343.754	292.902	304.45	299.173	292.458	292.709	264.805	255.147	294.604	257.204	267.074	234.108	287.893	321.157	270.942	300.126	315.879	305.122	266.059	266.633	240.213
678705	1049.69	1143.69	1105.96	1257.6	1091.51	1100.31	994.554	990.464	854.619	1025.2	722.668	569.924	822.717	632.211	923.47	1046.71	1018.3	965.491	1041.42	1217.31	677.467	1120.24	1250.98	754.639	1070.28
360842	41.3037	34.44325	38.9485	54.25545	56.73315	47.61295	48.70995	42.17275	52.1046	57.90235	50.74195	47.6425	49.34425	64.77545	42.3283	57.01615	61.3809	54.15995	47.4171	66.14515	60.02975	83.266	70.83435	41.0405	59.21265
171100	53.9803	53.1133	53.8959	73.6985	74.7587	79.9203	74.2589	67.2645	74.5294	68.8405	29.6544	52.1258	48.4876	40.605	63.3326	40.2699	78.4725	37.3896	75.4851	45.9231	57.05	48.9774	51.8282	33.6539	25.3553
361614	23.222535	23.0002575	25.2105	18.4484275	26.6809625	26.7940075	21.6805075	18.707995	26.01026	26.2499325	19.1461525	24.527175	25.277125	24.4860975	21.201565	19.1640725	24.5038775	29.8748	23.285525	19.3801075	37.895575	32.006225	25.0672	30.4961775	28.2330525
64026	181.9779667	211.4445	176.066	194.0759667	198.2670667	155.3003333	164.1975333	131.1336	174.8798333	170.1906333	153.9401333	160.6824	146.9774	147.1044333	143.4152	129.4060333	145.9098	140.2178	157.9326333	131.5164	159.3807333	152.0215667	148.8885	142.3328	128.89
171442	5.65253	20.8697	5.75336	22.2183	13.1217	13.2498	7.99352	4.93868	16.1202	22.2676	17.9151	33.1854	5.14031	4.62421	3.33705	2.85227	4.26456	31.6785	5.06372	20.1226	10.0689	26.9246	5.19525	18.011	37.5004
363252	301.097	293.37	263.593	308.585	324.558	258.492	287.978	278.35	281.674	287.998	289.757	331.956	304.466	311.231	254.457	244.297	262.229	254.849	253.528	253.491	277.439	263.786	227.809	248.135	254.438
266997	5.99142	13.2017	3.95558	3.46789	19.7908	8.46234	6.73665	1.46139	4.36761	4.21521	7.2539	4.25354	11.6016	9.244	3.03597	12.1895	8.96096	6.02095	4.32753	2.8803	7.64807	8.19374	20.7784	4.38649	29.1695
308060	26.16184333	37.6643	44.11052	39.13326667	52.25803333	47.73980667	51.1405	32.74253	51.2371	46.67313333	47.81198667	41.50491	48.50868333	52.31955333	44.77743333	39.61336667	36.7703	40.24239667	48.879	37.68696667	55.76213333	49.68863	53.0342	43.4669	59.3047
298074	115.042	133.261	101.264	88.331	78.4453	115.999	95.1821	135.029	85.8493	125.327	53.1407	95.6059	105.662	93.5323	104.12	106.122	85.9761	100.794	88.8055	98.5437	92.3819	112.327	87.2919	113.313	101.781
294103	358.3375	429.032	344.341	418.0755	469.324	492.8755	600.879	499.4035	486.9405	537.352	367.273	334.9365	341.9845	469.692	452.965	325.409	490.6085	443.8195	483.036	416.3625	527.603	570.5	452.312	510.422	506.433
307799	43.961	47.0654	65.0778	43.6169	65.5847	60.3184	56.8347	61.0179	48.8446	68.8333	70.8938	64.0595	65.6129	87.5156	39.781	48.0839	73.7356	71.4946	71.2793	39.0586	53.2597	90.3871	76.8117	58.606	70.4111
362398	5.26568	24.58905	12.56224	6.863535	35.12765	30.36085	13.284795	26.4138	23.32345	11.39811	9.373145	15.014545	9.96703	16.55015	16.9369	3.696335	14.47543	23.89975	13.201365	16.9066	4.41964	8.4268	13.334475	5.59768	18.6872
24629	67.5792	102.15075	74.38875	52.93279	73.5049	76.99415	68.343	86.0391	81.88275	68.424275	64.560075	41.39637	60.32295	59.974055	60.18676	53.226115	89.20055	71.32599	94.1944	79.79035	55.81735	69.2958	75.76015	57.7766	45.145705
100360406	560.078	575.808	524.453	569.833	531.693	587.295	525.052	496.203	529.211	459.186	538.439	687.429	527.547	591.128	582.752	562.553	541.089	544.352	506.408	605.407	595.508	608.374	564.597	617.752	640.943
100190936	25.3752	33.387125	14.7279	29.37127	24.01767	27.60948	32.13524	28.575745	13.00696	24.56595	26.99465	29.553825	27.535555	20.992925	6.255325	25.064005	32.119185	38.711775	27.37425	11.481215	41.867265	29.3801	39.5529	22.38548	23.7261
689988	12.7167	4.75429	12.6827	4.52124	4.0947	9.53573	13.7498	4.72552	25.18	12.3215	3.30451	13.2821	16.7876	8.19339	3.3519	2.42815	3.47739	4.61524	8.32678	1.81639	15.2521	33.7586	6.2127	1.74734	23.3
361315	1412.54	1395.41	1481.86	1368.16	1216.45	1340.72	1215.55	1455.74	1185.96	1268.67	1188.24	1266.82	1361.9	1223.65	1479.14	1471.44	1203.01	1329.21	1215.45	1428.68	1366.89	1293.55	1452.57	1411.98	1610.34
296608	20.17035	15.67748	12.711625	11.030775	22.58969	14.512165	14.84516	23.72495	10.59601	15.98173	17.907395	16.848245	20.638	13.346835	16.47846	8.705675	25.51535	29.46595	22.60857	6.818895	10.05445	27.0411	16.914885	16.054145	21.127215
362326	1152.71	1214.38	1182.16	1180.18	1088.7	1117.19	1089.32	1159.62	979.697	1140.51	898.779	1103.42	1023.65	931.752	1021.79	1044.1	997.96	926.827	955.684	1005.85	936.151	959.364	1167.26	955.017	1065.68
207122	246.428	220.5065	212.676	236.8245	247.8815	241.653	265.2165	220.6132	235.7575	221.427	287.5945	310.216	259.71865	275.897	235.95285	254.4111	241.4476	257.45815	243.9475	257.2684	257.0845	262.304	270.887	270.6325	299.7265
29187	5.33446	4.17308	5.39217	3.20829	4.98678	3.16039	2.80995	17.5498	16.3053	5.26156	24.7857	6.0715	4.61906	5.49963	5.21425	4.07626	6.25728	7.21021	7.36778	3.91311	5.19209	5.20915	5.28117	9.54937	5.11494
680987	218.394	207.339	231.883	192.375	173.066	167.248	145.753	149.128	154.666	151.558	153.365	177.724	165.458	148.1	173.782	134.591	149.94	150.945	132.291	161.223	188.072	149.314	149.998	190.902	132.485
170512	8116.28	8244.07	7232.79	8443.54	6754.37	7016.13	7581.24	7744.83	7146.63	7608.1	6727.22	6713.46	6140.98	5923.2	6346.45	7137.11	6449.13	6779.74	7394.25	6437.59	8224.62	7688.92	6677.72	7937	7551.47
309478	117.375	114.775	85.647	94.0708	102.316	117.534	86.3727	89.8818	80.3638	76.4327	113.366	106.712	120.269	143.665	150.335	128.297	124.372	141.962	116.793	142.388	84.8701	101.497	132.206	113.026	123.13
29363	14.7923	37.3025	30.8365	20.165	30.0849	28.836	35.9112	24.4346	34.2714	26.6658	39.9327	61.8202	31.6088	35.4727	30.2472	37.4336	39.5662	42.5535	37.0558	25.3524	43.4337	53.7468	33.3776	38.8287	44.181
