"GeneID"	"N4wkWT1"	"N4wkWT2"	"N4wkWT3"	"N4wkWT4"	"N4wkWT5"	"N8wkWT1"	"N8wkWT2"	"N8wkWT3"	"N8wkWT4"	"N8wkWT5"	"N12wkWT1"	"N12wkWT2"	"N12wkWT3"	"N12wkWT4"	"N12wkWT5"	"N16wkWT1"	"N16wkWT2"	"N16wkWT3"	"N16wkWT4"	"N16wkWT5"	"N20wkWT1"	"N20wkWT2"	"N20wkWT3"	"N20wkWT4"	"N20wkWT5"
299757	22.6329	39.295	9.92314	6.23045	4.35882	2.20461	13.0071	6.09479	2.07282	2.83408	4.74052	7.81029	2.06	4.69133	3.342	5.99001	4.12029	6.41937	8.16739	5.41581	3.35932	1.76522	5.83188	3.16053	7.35252
299211	47.9258	17.8713	40.48	14.3065	40.493	39.0627	21.1986	48.842	28.4289	32.366	47.2017	23.8517	7.20788	22.7229	42.6068	26.7516	36.6046	33.9882	40.6383	32.7964	18.6629	25.5721	51.436	2.78183	21.3264
58961	355.0765	365.5135	316.978	330.553	290.797	329.726	357.5705	329.399	365.1045	388.959	243.117	291.9455	268.7195	340.7465	238.8715	283.403	282.228	320.7195	266.985	239.073	286.6555	300.3295	348.2775	277.5795	251.38
312559	105.859	96.2129	101.154	79.0764	86.6998	90.7839	131.105	96.5894	126.82	107.131	68.6844	78.9273	79.9946	87.0259	53.2209	115.688	106.575	123.253	81.4094	97.9827	103.418	102.071	118.663	53.5529	38.529
59073	54.2332	38.4867	25.8047	46.8256	50.5331	39.7139	17.842	18.9348	43.2356	50.3611	30.9783	20.482	33.9646	30.444	47.2559	44.5831	25.7838	37.2108	17.6797	33.4779	29.2642	37.514	37.6952	29.4192	38.97
308478	86.2359	72.9756	64.3241	70.2412	80.7274	134.695	69.408	61.2541	89.5532	75.1839	80.1821	69.4965	48.1713	90.3012	75.3665	89.6522	82.7722	107.336	59.4676	68.1868	96.6162	56.1856	74.8046	71.6186	106.552
685001	4.83716	3.17009	1.73429	2.80871	4.21776	2.10838	2.11823	2.49364	6.64339	3.79216	3.47876	4.56985	2.79978	2.18262	2.31638	3.35531	4.96011	2.86888	3.90626	3.55042	5.47235	2.19767	3.07086	2.47322	5.77701
115771	141.979	125.909	205.769	202.055	179.202	79.3797	74.4344	83.4897	88.3871	77.2913	222.937	83.0837	175.559	204.312	183.365	175.646	167.402	160.632	191.037	105.505	81.2639	92.9521	85.6552	138.568	197.321
316219	10.5008	0.787206	6.76434	21.2841	9.94912	7.1682	16.7119	2.55201	24.0171	3.97851	3.77974	1.40399	3.20207	4.21067	17.4859	1.95325	10.1652	6.97132	13.5456	3.37294	7.21258	2.04537	2.60729	5.45537	2.14344
25495	20.4152	2.87887	11.1116	1.88939	10.0449	8.27373	3.59054	9.18339	24.7899	2.26319	5.96207	3.70237	4.35505	1.7175	19.2902	9.03484	11.6075	16.833	7.53136	5.7031	2.76933	16.8294	24.3429	2.65721	19.0941
81640	194.551	300.808	266.758	255.394	255.464	167.375	271.023	228.433	184.004	184.619	206.22	203.54	228.203	289.509	306.264	283.536	338.524	299.1	282.618	246.612	243.313	231.677	250.288	283.471	269.627
296086	137.973	92.9949	122.167	142.251	90.3313	125.633	112.647	95.6507	98.969	66.8402	127.423	113.293	78.0944	110.247	138.533	115.153	83.7708	107.231	108.963	92.9962	119.94	69.8087	93.189	97.3549	82.2974
366602	172.829	146.254	208.505	210.9	182.81	124.058	149.544	141.314	160.166	173.23	200.337	163.059	171.327	175.62	173.598	164.892	133.803	132.489	134.929	152.409	165.425	108.799	139.416	188.078	140.023
296374	325.611	215.285	235.356	297.331	320.78	185.864	191.869	182.655	184.628	244.48	269.793	276.173	233.675	204.252	211.824	301.548	186.478	236.381	264.005	247.578	249.729	210.989	190.251	198.67	218.54
300027	38.9754	13.7713	44.9233	56.6833	50.5919	58.9358	36.7534	51.047	17.7562	81.2015	3.57995	35.6412	31.2849	47.0663	68.6614	44.9207	58.3152	45.6626	63.8672	55.6287	46.2215	34.0478	7.98171	8.87214	21.0085
315215	61.2613	69.1903	53.7454	36.7391	23.8102	87.0854	101.672	358.51	176.588	540.725	560.569	15.3333	11.9125	317.232	11.4733	17.5373	841.504	28.2975	375.653	306.38	300.393	265.573	279.337	23.2426	635.211
298566	1569.47	1170.25	1708.44	1540.02	1102.64	1167.54	1444.23	1122.04	1532.45	1172.21	1440.61	1279.17	1401.07	1267.41	1303.23	1186.39	1196.63	910.881	1375.19	1174.32	1380.8	1101.1	1016.94	1401	1295.3
287150	271.245	271.628	241.876	288.625	305.767	238.525	266.54	241.497	204.572	235.735	203.51	268.544	197.146	217.414	191.262	163.807	243.99	217.226	292.776	311.916	248.325	325.451	237.377	195.256	188.404
171516	66.676	159.621	72.7045	75.4758	126.446	151.065	234.201	211.187	222.642	240.369	322.311	329.203	367.109	290.535	355.731	286.343	267.278	460.152	314.12	389.81	348.918	313.822	347.473	436.311	403.86
293852	1014.45	1034.09	1101.15	1024.65	1183.58	1311.27	1417.17	1500.06	1386.32	1291.66	1396.53	1388.44	1554.11	1444.73	1428.67	1414.87	1467.32	1525.09	1513.22	1574.2	1534.68	1625.18	1335.8	1476.41	1458.49
311783	36.7768	15.3339	2.35281	30.5644	21.0294	18.0309	4.88774	17.8046	11.2846	17.5289	50.993	37.38	1.69927	6.07321	31.7894	15.0146	13.0873	17.3157	10.1978	2.91748	17.7117	5.76932	3.37394	30.0179	27.6763
312706	129.64	88.421	88.1605	77.2503	63.1337	49.835	40.347	73.8901	61.4819	7.17588	37.0934	84.0203	33.2415	9.02463	52.6429	31.2903	34.3251	52.2325	60.0955	57.7577	67.5038	76.1627	47.0323	37.9687	48.4809
310769	355.327	367.212	463.08	456.352	288.166	285.975	341.338	380.885	350.644	317.197	283.418	353.011	286.469	367.925	262.6	268.322	317.96	386.596	264.896	329.98	286.113	317.115	364.791	296.09	314.423
311059	20.4018	19.1039	20.686	23.0935	15.825	34.8244	14.7952	31.6158	38.8008	19.4134	36.3669	28.1411	24.2596	23.4591	26.6202	44.637	6.41563	48.3564	24.7969	25.5382	33.3468	41.1576	24.9212	29.836	36.6688
117560	334.5933	324.77305	536.2545	544.574	573.1502	286.7837	252.4447	277.7796	341.28225	241.1424	690.8377	489.62105	530.0447	306.37805	280.3324	407.90006	359.5805	311.44144	444.25862	370.45815	339.8116	389.27855	281.33935	379.66825	336.4748
309112	98.2302	98.1554	99.4577	117.069	111.778	109.146	116.638	111.475	140.169	111.771	86.9493	107.439	155.416	101.994	68.119	185.375	102.7	114.205	112.002	127.68	145.498	165.814	111.311	142.855	217.856
29691	4.6644	7.15385	5.80025	5.37472	3.12623	5.79386	6.94622	14.4236	9.64278	6.54417	7.56269	11.8728	13.4747	5.90267	4.26191	4.03453	4.70115	12.6687	9.15894	6.93237	10.2201	9.83163	7.83523	5.82208	6.78568
291733	16.56698333	26.8027	15.61704667	19.26853333	16.52823667	26.9538	18.57488667	24.58464667	23.66423	29.34684	21.64287667	16.87990333	22.26171667	19.39892	23.45852	28.17005667	20.4861	19.90094333	17.5727	21.5943	20.24027667	17.05918667	18.66184	18.74951333	22.44955333
296753	82.65396667	73.09826667	87.6075	74.58842	97.20893333	89.3467	94.91046667	97.90466667	100.3240667	102.3996333	110.9832667	90.07026667	95.5561	108.6668667	97.85756667	100.4721333	114.2659	92.07723333	101.7220667	112.6194	96.28943333	87.49863333	93.91636667	81.87526667	91.7934
364183	305.064	362.044	311.923	310.886	357.129	419.275	343.367	346.561	347.138	384.789	318.725	349.062	332.849	351.138	304.803	350.751	328.724	387.388	291.096	322.895	377.784	333.885	380.712	364.038	332.044
117034	17.4021	36.8239	17.8352	12.4861	17.7949	12.937	1.88836	21.5392	32.2168	21.736	19.0562	1.27686	1.08122	14.5925	19.1974	15.8027	15.7757	8.29489	6.63251	5.22248	25.8937	19.7063	14.7307	28.3016	6.47588
192178	195.000175	159.00895	167.1629	178.05575	172.670275	120.346175	117.0528	141.1379	138.700225	121.83885	154.759225	127.6201	138.311075	131.909125	134.2567	167.4169	181.9018	144.9139	176.6846	161.0583	140.9369	141.742775	117.9309	127.071	153.738975
305291	198.455	129.832	171.704	144.332	153.948	127.434	106.787	132.866	117.529	132.098	157.467	154.538	126.741	120.458	136.588	160.734	138.308	151.928	118.281	116.485	141.852	111.042	117.174	137.536	144.959
362269	84.4493	67.53775	66.826	87.3701	70.69325	52.8599	59.45295	47.53085	68.5725	43.52385	57.2608	45.4924	64.71145	51.21455	40.81075	47.3756	58.5801	41.59755	60.74835	59.54905	61.41355	52.78765	56.93945	66.5732	59.4883
60442	37.0493	41.3909	48.8617	38.1355	30.0976	106.805	95.8365	63.7194	66.8794	52.9303	30.5399	30.1356	28.1861	36.7314	28.0264	41.2476	25.9886	42.6996	34.1204	40.8929	69.7765	54.8935	70.9003	74.712	50.032
362638	7.96541	4.41785	4.97625	8.38388	17.6439	34.4266	17.5148	6.95605	21.3793	52.6608	9.60921	27.3608	6.10118	5.12441	30.9397	2.97091	31.586	12.7304	42.0254	21.0296	9.70296	24.3275	22.8246	47.6645	27.2848
303660	12.61404	8.04206	4.742205	8.849895	12.63892	7.187805	4.336175	4.66772	10.44355	6.99065	11.357245	10.018905	3.84267	4.48225	9.78889	20.99535	24.08403	6.400935	12.026805	9.00821	9.004995	13.9619	24.1787	6.074155	14.180345
79451	19.5058	56.6455	53.9007	40.2352	52.0451	91.8136	61.0598	72.7357	197.797	105.923	33.4887	45.6379	161.119	94.0932	14.6551	25.9658	31.6099	64.5265	52.072	51.8044	37.2179	51.8721	6.68297	34.9656	29.428
368002	4.47011	4.25375	2.91975	3.80403	3.81427	5.81111	1.74056	1.75718	4.8732	2.59422	5.20786	4.12855	3.88985	2.56656	1.93435	2.64474	6.0769	4.83114	1.69525	3.69429	3.35624	4.23503	5.33528	5.17535	7.36164
83819	0.751617	1.82797	4.82359	1.8149	4.46975	2.28662	11.9862	16.9711	8.93501	18.5498	2.13408	7.41684	6.32519	9.99617	0.687057	2.96783	4.90859	9.56933	0.671586	3.33911	6.35392	18.5226	9.5566	3.43243	7.51005
311166	81.48415	66.9445	104.4438	85.9795	95.44725	87.68475	77.6842	90.7809	103.82475	103.49285	88.2797	76.3681	87.30125	66.96525	77.1839	93.34555	76.8501	85.7989	82.87535	86.1401	94.24175	84.79365	101.87545	91.64545	82.87
500331	12.1685	7.83672	23.9977	12.3756	12.5046	29.435	12.9433	7.48584	21.7693	28.5365	15.8744	15.6226	22.1391	9.37966	12.8219	10.9555	26.3313	9.09446	9.09481	14.9335	10.2746	22.5229	10.2453	5.58135	11.3844
171385	67.3524	56.3241	53.8114	51.0819	30.9455	130.908	136.144	77.1197	110.407	104.162	244.541	131.146	416.821	83.522	215.191	178.509	124.704	206.452	128.09	236.412	128.206	178.853	208.51	89.5353	205.907
64512	44.0011	23.0149	25.5184	39.0486	12.4528	44.9254	23.7178	21.5748	20.1047	33.8265	33.5145	28.6033	20.306	14.0641	35.3283	42.7524	4.66939	27.5609	26.7188	48.9059	26.9272	20.9963	16.6661	51.6137	29.2155
289934	265.537	179.115	238.145	204.739	149.808	188.574	118.687	265.236	196.105	119.457	230.848	259.161	236.746	119.583	117.925	133.329	114.399	101.635	108.847	163.106	258.314	176.918	111.357	199.541	292.956
79425	19.2102	21.5223	15.4087	28.0826	33.7347	26.0899	17.6898	10.604	12.2662	17.1128	17.9033	23.24	15.5184	12.7996	10.9122	27.3085	16.0391	21.3022	19.4556	13.2558	31.1679	24.1778	11.2629	11.9099	30.9192
316312	54.1769	57.9862	63.03285	74.46085	82.85075	61.5702	72.24565	67.0536	71.37995	88.5972	86.64625	82.17755	89.05815	67.06995	77.5936	78.84185	80.2647	88.59565	80.2944	68.07015	70.00355	52.3637	47.19725	56.1998	59.56795
288718	86.2552	128.964	122.014	109.879	105.248	117.729	108.548	68.5739	134.859	117.896	82.2723	110.583	113.169	102.655	135.02	92.3195	115.555	110.839	101.802	115.089	122.522	128.978	109.752	77.7887	118.033
100151767	130.386	183.312	160.026	158.861	157.783	149.512	124.41	154.731	154.501	144.201	115.55	130.425	140.052	145.031	147.45	157.835	139.413	143.663	136.671	112.321	133.954	129.691	128.801	132.381	117.937
25114	177.097	238.306	245.811	252.403	291.413	170.056	217.528	162.888	187.082	213.528	222.39	203.968	224.604	236.913	236.996	247.49	237.787	224.826	251.174	223.408	262.666	248.013	233.196	223.041	255.015
293656	2435.56	3457.95	3126.4	3370.05	3000.07	2481.03	4167.91	3755.72	2547.29	2566.95	3889.91	3522.39	4343.59	3568.08	3867.02	2040.8	3622.09	2725.81	3706.63	3621.4	3002.88	4037.48	3208.72	3779.91	3859.68
170840	698.7946667	673.9673333	808.0543333	772.5863333	604.11	588.3286667	488.0306667	486.4956667	623.3333333	545.37	594.5416667	487.285	614.3893333	572.3503333	509.5653333	659.1583333	473.1653333	486.1796667	521.6936667	477.357	570.9293333	534.7394667	509.9863333	616.434	537.9293333
365381	6.74795	1.81338	17.4339	19.1081	22.2592	2.52452	9.75234	2.80472	8.06295	15.8251	1.69755	5.49403	1.89642	10.5319	19.9666	1.63376	2.42672	2.70425	14.9473	2.87671	14.4385	3.37943	4.0112	2.45667	1.92807
288256	28.6402	43.03255	39.28305	42.8784	42.15385	58.6175	45.49955	62.3553	61.49505	58.20085	59.6515	51.7918	36.47115	47.2594	58.18105	52.3743	55.0304	47.00885	59.8113	50.59295	58.7333	61.50265	41.0697	47.37415	66.4702
501157	434.886	414.106	463.148	427.406	462.693	543.861	363.402	586.323	473.84	560.234	491.483	582.478	472.191	589.836	551.794	462.413	513.694	556.11	437.402	504.751	544.745	500.215	549.859	319.175	513.344
29463	1109.88	1097.23	1097.46	946.606	1060.32	2986.97	2124.41	1297.37	1338.67	1010.67	2790.3	1015.68	1052.77	1128.52	1736.12	1262.18	1555.77	1320.83	2699.39	1878.85	1981.85	1885.59	2287.17	2166	3247.52
114634	6.83669	1.09057	15.5268	10.7337	9.43975	22.3677	25.7458	9.84575	17.7689	39.609	27.6539	21.7333	19.9168	15.7299	16.8724	16.361	8.60863	21.799	25.6837	6.72004	4.28097	16.9237	5.95554	19.1078	8.70064
294009	156.656	119.633	152.721	157.766	125.947	90.3902	81.2984	108.725	130.375	85.7364	143.583	112.454	95.7909	109.045	106.317	59.1855	119.654	102.031	110.084	145.51	92.01	100.891	95.3549	123.744	116.391
60568	56.6247	19.0506	11.2329	14.8277	45.8769	39.2486	9.59345	8.19895	6.23507	33.4474	40.7381	31.7214	7.92305	12.6376	43.8762	15.2603	11.3955	35.2152	39.7527	7.17495	18.2674	12.4228	12.91	36.99	12.433
499798	48.3039	26.2369	19.3307	25.0026	22.8524	43.3921	18.8315	30.5687	22.0591	37.4077	16.6699	29.1241	16.3164	30.815	34.7656	47.8626	28.7023	18.1534	11.9139	15.5605	25.6873	10.0668	17.6786	16.4623	37.7961
56266	6136.05	6494.49	6180.36	6004.67	7346.85	6730.14	6847.95	7468.34	6712.38	7126.6	6964.69	6236.55	6915.99	5920.99	6104.85	7144.6	5967.85	6346.12	6832.07	6544.09	6518.59	6726.26	6121.56	7483.74	7614.42
308839	79.71995	63.0305	74.57255	87.2698	104.9476	91.04235	77.3531	116.1343	94.49875	90.71955	104.00335	83.8443	85.94515	73.2224	75.32605	109.4587	83.46825	70.62105	97.80845	76.62095	112.78435	77.20825	90.7094	81.09125	85.3743
362860	196.875	227.167	222.466	168.647	211.505	165.985	173.316	172.588	180.354	199.011	182.088	235.57	229.856	195.283	199.322	237.871	198.982	244.664	207.027	168.468	177.191	212.292	228.889	249.337	219.358
363767	113.77	105.828	142.08	126.553	134.284	125.497	130.317	121.531	142.307	164.108	173.567	97.9275	144.656	128.425	124.87	164.329	131.063	134.097	164.572	145.573	90.5496	85.2371	85.244	101.936	117.338
362733	22.39426667	20.14	20.02788667	22.5933	29.66363333	15.49857333	19.89776667	19.588306	15.2032	22.62273333	22.24227233	23.46256667	18.91431667	10.19374667	17.51003333	24.93773	18.49930333	23.56407333	17.26984667	24.6503	12.15601333	12.18443333	21.19472667	29.04529333	23.61721933
291135	433.394	444.806	345.222	365.131	345.774	283.745	287.464	250.741	246.774	336.347	320.014	415.216	378.13	330.373	281.734	443.041	377.859	361.007	359.903	327.943	378.216	366.812	377.742	353.865	270.434
366568	119.772	37.4716	49.2204	70.6692	80.6244	90.5229	76.4596	95.398	96.2202	102.618	87.6103	52.8111	61.4677	63.2446	94.576	90.8591	76.0451	64.3083	48.5492	79.5132	124.156	100.917	75.8268	69.046	101.565
316205	1.06526	14.0945	1.59488	4.93224	3.94775	1.53361	1.08482	20.4304	1.3526	3.22653	19.3279	2.00913	4.61149	1.89501	0.937891	2.32935	2.00655	7.07668	4.51278	2.22764	2.45233	1.69339	5.46424	2.90597	1.78041
316062	10.5724	8.93354	4.6215	25.7615	17.2003	19.2723	27.9677	16.0216	16.6327	33.3219	2.15633	8.20511	10.5346	14.6227	2.01245	4.18219	2.1768	29.4146	14.6946	13.2339	5.77685	10.8632	6.35903	22.1042	26.5106
296259	28.0111	20.4381	37.3889	27.6563	17.2612	24.9582	33.8231	20.5254	27.0194	43.556	39.3065	30.3263	19.5098	27.0556	28.7088	36.7287	30.1777	33.3998	29.8349	25.9579	39.6776	21.3907	10.3806	37.8615	30.1435
24303	1993.71	3087.83	1844.52	1827.15	2035.22	2542.71	2650.99	4344.48	4072.08	5286.66	2921.41	4137.84	4668.52	4258.33	4943.27	4547.04	4036.65	3984.1	4324.55	4629.43	4846.47	3347.56	4520.67	3192.57	5207.49
116683	16.0404	26.4552	17.0694	28.905	10.7676	50.9423	46.6826	18.0632	5.5685	28.4046	5.47793	27.9644	14.6117	33.5431	18.5686	4.17987	2.86295	4.55952	29.6502	25.4834	32.1613	37.5216	41.81	23.7703	14.3506
362279	76.6903	105.505	89.0464	101.869	115.536	129.564	121.73	110.798	119.519	123.199	94.0436	117.243	131.449	139.292	172.015	182.415	120.092	143.872	107.228	112.555	164.726	127.49	154.014	153.606	124.732
309003	37.8592	31.0433	39.4623	53.5845	46.195	20.3409	27.5304	14.1199	38.6073	20.6169	10.5874	29.6433	36.8306	19.217	47.099	26.5423	34.8111	34.6773	28.3307	27.7129	32.3986	39.4344	28.752	25.3557	35.0209
309109	73.9062	70.1873	58.8557	35.5526	72.3221	78.2496	49.7024	87.555	55.5711	72.2641	66.1178	69.8142	46.024	47.3126	69.29	61.1403	76.4728	89.8283	48.3235	65.7053	64.0976	84.6851	72.8197	40.537	65.1491
246233	363.025	344.753	315.362	295.796	419.046	334.609	303.588	360.017	280.501	303.35	318.649	467.743	390.062	311.181	400.885	289.547	404.253	405.699	502.783	389.016	386.103	481.479	335.339	381.964	383.109
29501	56.4978	52.2712	46.4502	82.2463	46.6708	70.1558	66.2022	68.0335	57.4921	56.2992	53.2168	55.4624	44.599	47.4807	42.918	61.9677	56.6281	40.9647	70.9563	54.1449	55.1876	51.6905	49.2896	73.7937	41.192
691307	1.44771	1.19659	0.853433	2.46654	1.71214	3.78316	3.06476	2.13867	2.93542	2.03273	1.95524	1.66222	1.26772	2.33334	1.1364	1.9636	2.01287	2.06052	1.58194	2.49678	2.12674	1.13609	2.95677	1.43042	3.8776
29234	9.24733	1.69223	14.5909	1.93876	6.71962	5.51944	2.72282	3.24011	21.1164	14.9617	2.78928	3.05354	26.3994	2.62095	15.6393	7.11683	26.0123	3.24615	9.73474	4.55902	24.4669	3.51363	4.9496	1.81822	4.7416
29430	69.642	80.184	64.2568	69.4947	50.0452	10.831	42.183	64.0569	60.4895	64.1795	60.3944	48.0132	10.6391	48.0056	42.8885	8.61743	87.9366	26.7101	64.4494	57.235	46.9696	17.5262	49.1799	11.0512	34.5915
310074	38.5009	33.2709	24.989	3.56718	16.6302	17.8902	16.0991	14.9856	14.0038	22.0483	4.35773	10.555	4.58128	4.20462	10.363	11.9073	7.05891	13.829	3.68859	11.8574	6.3368	4.76369	9.16512	4.23075	1.91866
294018	63.9973	76.8209	83.0114	109.774	95.701	83.4296	64.0597	78.3793	62.9191	65.2548	97.6331	96.1627	87.3359	68.255	79.1589	85.2961	94.566	96.6231	99.1383	92.5471	82.1786	69.9197	82.2041	95.5894	86.7739
60465	194.75605	164.7473	196.1069	186.191	205.56005	212.72725	220.1075	171.493	180.054	214.28305	146.40685	168.34985	198.19255	161.1339	160.4894	168.0802	172.96795	186.08455	190.96545	174.8894	217.951	221.25425	204.54675	162.00825	198.4907
304608	407.779	309.758	222.309	235.738	199.54	151.909	130.917	88.918	136.061	101.617	114.854	109.768	131.77	139.274	171.986	102.44	123.904	139.813	107.08	121.288	95.5823	85.9776	126.615	109.336	112.57
685079	266.071	244.06095	247.148	245.798	277.325	265.4081	291.233	257.04715	260.75245	204.354	257.1922	289.0365	230.867	260.4532	277.551	177.78935	228.0566	220.75425	224.00095	243.10785	244.9075	234.05275	222.3835	242.82245	233.2675
25451	8.33028	32.0263	29.7052	27.4166	12.5282	34.1591	9.65967	18.5932	43.9003	24.1526	29.4257	1.70401	15.6092	11.1317	31.4223	7.69911	14.917	48.8161	33.8482	4.78015	35.5548	14.2001	9.22837	3.75288	10.5567
25394	22.755	25.2265	28.9716	20.5288	8.73417	10.1489	14.3505	19.2648	16.1156	27.8163	9.98725	1.01079	6.56758	13.1095	2.6832	13.248	9.85541	3.53664	2.66909	1.63331	15.8821	30.2132	7.83305	4.0133	27.906
57305	0.788944	0.734367	0.85196	1.00274	1.15894	2.85437	1.05107	2.62357	1.29752	1.09727	0.832082	1.6354	1.15449	0.856084	0.684774	0.979791	1.80699	1.09235	1.8036	4.07656	1.05848	1.53157	1.31491	1.28508	1.41954
292898	138.468	126.602	178.337	150.503	128.094	110.836	85.8356	107.279	121.217	119.58	148.872	137.973	87.6582	113.804	100.88	97.7691	132.091	124.138	124.121	120.502	152.054	121.303	103.255	117.994	88.2718
362110	169.609185	183.950425	223.48373	202.74132	192.109755	178.73775	208.238	224.91837	246.15115	250.66645	224.68012	242.233485	233.91925	220.007525	196.612025	266.29105	199.876055	217.9202	212.84015	208.7014	225.64435	210.599675	244.7745	179.24726	232.6496
313048	1419.415	1331.458	1477.055	1428.489	1318.6975	1000.501	980.3025	1285.63	1161.8255	1182.994	1500.467	1146.506	1254.026	1664.24	1226.233	1834.81	1312.8105	1303.51	1441.327	1326.1005	1130.11	1027.1455	1120.667	1403.2705	1685.35
113901	5.05383	5.29973	14.0582	5.83957	8.41216	16.2229	10.6745	5.47372	9.90377	3.01051	15.9548	16.321	7.48736	5.35817	7.16422	3.82768	15.8403	14.1326	10.6512	6.73252	1.31498	1.79871	2.22377	2.73359	26.1531
313755	3.45301	13.4004	7.88452	15.6691	26.7183	17.0424	28.0936	20.6262	7.53119	33.6996	15.9441	27.4657	19.4178	19.0973	8.68973	26.8336	22.3349	8.9413	16.8958	20.1392	31.0397	21.1169	17.637	15.3377	29.4236
689959	288.265	289.561	313.178	291.69	289.883	372.976	317.548	276.09	384.102	276.96	249.473	278.049	278.368	285.832	257.836	256.22	231.849	284.826	309.829	336.892	391.428	420.701	366.929	264.253	320.475
689746	45.78	21.0636	3.62683	7.05677	29.1302	31.0404	7.23364	14.7995	34.3686	29.7864	13.5126	15.5959	11.5663	5.85179	20.095	23.6039	30.9503	21.1411	5.59493	9.17532	9.92104	7.80374	17.0492	20.9775	37.2971
287173	60.2467	89.3036	84.8678	110.136	91.3245	80.1748	103.895	101.828	78.73	76.6235	60.4752	86.7936	110.838	99.3876	92.9672	82.9943	91.5869	126.485	94.1531	91.1843	95.4866	96.6387	112.236	67.4777	63.1501
290279	81.4693	94.3846	94.1105	87.5629	105.735	71.2133	77.9969	118.773	98.7625	62.775	80.4002	122.751	79.1681	84.3391	78.7258	82.008	75.0781	112.788	87.6337	72.2105	88.8513	65.6839	72.3592	93.4155	105.146
362893	50.1198	71.2623	60.5808	90.4041	66.6975	69.6167	53.58	56.67	63.7471	54.5761	64.1257	73.3995	80.5027	45.173	61.3146	42.7647	50.188	36.0996	42.4892	58.5434	70.1546	42.9468	50.579	45.4311	39.7208
58968	31.2235	5.18733	3.90707	4.29436	2.98044	8.38635	3.67365	26.0631	1.5789	2.75243	10.8024	13.3425	8.88433	1.68428	2.71474	1.97734	2.66299	11.0469	16.5624	12.5119	7.02408	4.17318	4.84015	3.61805	25.8504
362900	340.686	387.567	400.3365	374.654	391.841	634.4885	519.846	578.997	543.703	602.4905	528.3605	487.289	553.64	559.555	580.4395	612.1385	559.018	513.7775	556.4155	581.1275	596.57	639.073	627.228	572.9315	663.5035
304218	82.62283333	76.94473333	88.21236667	80.36313333	76.98113333	84.34283333	85.81896667	77.32156667	93.94396667	96.8816	75.98393333	81.42753333	80.87103333	89.7061	87.20756667	93.3156	87.7398	80.79203333	80.14163333	77.3541	92.38746667	87.25016667	96.13036667	76.8971	88.11996667
313030	486.702	452.619	452.062	367.321	381.096	396.453	393.935	479.619	348.662	498.607	301.598	344.706	255.918	291.374	258.315	383.619	393.654	361.585	319.253	402.94	422.533	262.725	408.488	367.233	380.201
363137	67.4749	98.2368	98.7925	83.8436	96.0582	124.97	114.58	115.822	138.274	72.3058	82.4353	115.53	93.0008	86.4381	107.528	79.8477	100.681	102.865	96.5967	94.4904	83.9246	76.7222	85.9293	92.9382	78.1532
24571	41.7815	37.2347	41.5633	39.2305	33.6163	41.0431	44.6729	37.321	48.6125	40.579	32.7114	32.3346	25.8736	34.3429	23.3925	44.0113	30.4616	9.5468	48.1986	31.9378	31.9587	47.2668	36.4545	52.0758	37.9489
368044	3.82364	1.48734	1.97753	6.99334	3.7564	1.97378	2.14746	2.66866	2.47107	7.21485	15.7221	4.74358	1.99146	3.32705	16.1489	2.78876	5.61871	2.37192	2.78773	5.98582	3.30828	4.78614	7.63346	9.44619	10.1897
305338	6.15502	15.4558	25.9812	9.00305	20.3405	7.60887	17.3269	20.0729	34.2361	47.8049	38.9344	3.71787	5.22237	24.027	27.3198	8.99134	16.4834	15.7332	25.1707	23.0016	26.5493	17.847	21.3916	2.64265	15.3696
314028	78.7124	79.9711	115.71405	107.3664	122.413	123.29805	95.0361	131.57195	116.227	126.1274	147.9605	133.79825	129.224	125.6412	127.7108	159.98665	109.16295	124.88575	119.1446	117.1433	129.3195	100.1431	116.768	128.3271	123.58195
361879	76.1666	51.5298	50.57043333	53.29666667	54.16256667	54.14833333	47.38296667	60.32403333	56.676	55.08166667	44.983	53.59023333	46.68223333	51.28316667	58.6489	62.552	55.6616	55.9481	49.85376667	50.16883333	62.45813333	57.56403333	73.62466667	55.4614	49.63786667
312052	22.342535	11.76144	11.789895	19.214225	19.440025	3.76581	2.28355	7.99094	10.22769	3.87261	4.16071	4.274315	4.322775	3.137225	10.81122	14.604695	8.655965	11.17159	5.286055	6.47406	5.204205	13.25453	4.65814	9.31417	5.953835
314634	234.389	240.47	197.687	217.675	231.518	204.214	156.191	239.068	245.068	256.607	209.05	214.879	195.249	228.636	183.332	257.986	251.584	223.635	231.555	228.819	213.803	282.505	183.026	205.972	213.779
191595	23.6349	16.5881	23.5994	22.6106	28.0164	7.71622	31.923	23.1872	13.434	26.1953	16.3673	19.3564	34.5616	30.3647	16.9731	20.0778	1.85797	18.1764	11.395	1.36831	33.1977	10.3135	17.8078	20.9049	16.677
652928	58.1157	42.473	50.7685	58.2884	57.2762	68.3453	57.3805	70.5939	63.9679	65.6136	46.4896	59.9504	63.5482	50.3656	32.7514	62.4992	49.2771	66.3998	57.2539	58.1522	60.8613	49.2677	76.7422	51.46	67.7515
294640	22.8074	2.43967	2.3011	3.98878	3.05318	2.04172	9.40936	12.8904	3.7598	5.74456	12.4797	10.0136	22.5371	3.72751	4.89483	2.66332	10.1933	7.58482	5.64865	18.2656	4.39598	6.72934	2.08018	19.9997	10.8186
