"GeneID"	"N4wkWT1"	"N4wkWT2"	"N4wkWT3"	"N4wkWT4"	"N4wkWT5"	"N8wkWT1"	"N8wkWT2"	"N8wkWT3"	"N8wkWT4"	"N8wkWT5"	"N12wkWT1"	"N12wkWT2"	"N12wkWT3"	"N12wkWT4"	"N12wkWT5"	"N16wkWT1"	"N16wkWT2"	"N16wkWT3"	"N16wkWT4"	"N16wkWT5"	"N20wkWT1"	"N20wkWT2"	"N20wkWT3"	"N20wkWT4"	"N20wkWT5"
170913	151.26	97.09075	188.732	167.688	186.9965	35.63325	31.6509	39.79715	47.59385	19.61789	44.5739	13.8811	21.0959	29.63565	38.29435	33.11505	36.259	35.27665	45.33695	32.7766	31.34925	57.82145	35.5718	47.47465	45.84865
29648	792.09	675.018	731.884	666.625	700.503	588.165	641.062	632.621	636.953	605.447	646.123	693.219	721.308	723.33	744.12	571.377	686.468	655.744	733.034	668.782	675.86	745.268	576.759	759.817	706.469
304667	22.4372	39.0071	21.153	25.6721	35.9138	6.56476	48.0731	14.9515	21.8944	47.1009	21.2941	25.6338	18.9094	18.4924	25.4181	21.8813	27.0048	29.1723	3.78501	19.6575	21.4993	6.15925	11.4455	44.717	17.6816
306840	353.377	324.438	343.224	301.513	335.228	303.978	282.125	295.349	277.012	308.749	389.749	411.327	392.012	396.254	312.082	387.927	461.695	491.911	323.292	342.652	295.667	327.982	381.897	385.414	352.059
60350	853.077	1279.84	739.044	665.062	778.064	593.781	508.569	650.13	448.832	293.734	417.236	419.328	561.915	432.936	701.945	473.035	453.584	424.205	540.637	476.364	406.57	788.854	524.799	914.229	609.533
282585	2912.25	2579.46	2374.01	2340.41	2302.13	2042.5	1891.21	2057.3	2774.92	2754.73	2053.91	2325.73	2686	2018.08	1753.58	1940.82	2308.91	2110.86	1774.44	2167.95	1877.54	2359.34	1934.45	2181.94	2668.9
64576	16.2666	5.48901	23.3918	14.1235	7.8604	7.92051	3.71081	25.8826	11.9456	17.3246	24.0558	26.0652	9.2528	19.232	17.9277	8.34708	6.20773	4.15914	4.05748	11.2418	9.40384	11.4404	7.35533	3.94639	36.6026
362506	63.4191	74.434	55.0354	81.0307	56.4586	48.5184	49.4247	58.9326	86.515	75.0166	13.7911	76.2053	62.9295	73.9138	58.897	53.9444	45.1338	80.6261	60.1586	34.5632	54.3032	80.5794	58.4761	17.2006	88.9303
314013	346.249	375.809	323.221	336.713	316.743	392.382	351.924	387.9	351.707	331.605	387.403	417.773	355.961	324.219	334.304	376.024	412.683	360.533	409.591	432.499	355.127	349.667	385.289	409.296	417.71
64023	215.688	206.292	195.833	182.975	115.598	268.336	223.902	70.1249	169.459	98.474	40.2008	10.5133	115.348	102.629	55.0939	46.6385	46.5327	42.4223	82.4832	111.607	139.13	217.784	184.749	96.9294	157.284
315097	100.1418333	89.5968	96.65496667	97.63823333	110.4675667	82.43756667	94.10523333	73.5159	83.77076667	65.97273333	81.446	84.22773333	107.5433	91.24296667	93.61633333	59.35746667	92.85583333	76.06406667	84.45703333	85.85296667	97.14053333	91.33746667	93.43933333	94.20116667	79.05933333
304181	15.4794	26.3809	9.64012	2.83973	13.5535	3.50438	2.76148	1.59752	2.98928	20.5118	3.48181	2.82979	2.02999	2.53342	3.738	2.97446	2.89983	4.87714	7.88445	6.53958	8.03327	3.58451	5.12916	10.9599	7.44778
291840	73.4349	95.4492	91.2844	73.0488	74.2193	84.9995	81.139	57.8258	81.3213	76.9217	65.843	58.2294	72.0585	61.8195	69.908	70.5681	77.9486	66.442	68.7628	53.881	54.49	61.8486	84.1394	60.2315	52.4224
290556	470.527	664.91	656.223	734.325	520.754	448.434	570.565	415.717	463.532	492.422	327.298	312.639	394.844	319.964	319.746	459.313	257.64	374.23	338.052	378.404	465.999	352.99	368.773	294.777	320.508
304966	152.117	77.2174	145.947	159.15	99.6582	142.248	132.12	126.786	124.38	147.019	199.246	141.445	152.572	109.767	166.779	114.001	108.537	98.8847	113.26	129.05	111.799	74.856	119.72	147.538	99.6353
100359484	74.9331	76.7309	71.976	91.0077	62.8692	73.462	75.9716	103.133	94.3074	96.0455	81.7889	103.004	68.5688	79.4909	90.5725	76.8341	69.6514	103.254	85.5833	106.107	93.0489	50.3939	75.142	85.6981	95.5545
114115	3.118712333	1.889919667	4.404453333	5.28696	5.888974333	4.328573667	1.153631667	1.90413	3.63501	2.48882	3.465616667	3.269234667	1.731121	0.889262667	3.191236667	3.78028	2.132712333	3.845083333	3.30294	5.24535	2.179089667	2.001955667	1.632206667	1.810284	5.346986667
300208	250.067	256.849	276.102	248.785	258.716	243.368	274.562	257.782	325.809	241.478	296.898	273.56	262.298	276.788	265.539	234.122	232.517	224.224	288.009	316.715	242.03	237.257	279.832	279.412	207.716
315423	105.339	96.3838	122.074	139.17	131.696	103.011	70.6577	106.745	99.9025	114.536	98.6421	104.806	95.7854	81.9697	107.009	116.66	87.8164	94.0554	101.552	101.452	93.2068	113.232	94.5821	107.948	104.892
367313	27.8963	57.2117	50.1685	51.0112	59.3956	45.6458	39.2991	22.0614	40.841	50.1707	17.2703	29.9995	29.8477	32.8294	23.9693	26.7895	23.7171	50.6685	32.4741	33.9341	32.8593	27.0842	32.392	21.0094	36.3562
499586	20.7685	24.4773	22.636	39.2972	46.6042	20.8335	18.1843	25.3	15.1453	11.1897	19.9999	15.6093	15.1515	15.315	41.3274	16.6579	28.3656	36.5658	20.8763	10.6227	11.6954	9.13402	26.3761	25.6448	30.0972
306338	36.82616667	46.29105	33.14821667	38.7532	33.3081	41.42855667	33.62946667	41.12426667	33.40479667	20.49822333	22.63009	28.56933333	36.54876667	26.60143333	33.19486667	30.22235	22.59683667	34.99266667	35.16083333	28.05583	40.662	32.65693333	32.76404	38.6477	39.95126667
362657	15.4991	15.8545	8.94886	9.06102	32.2327	25.3215	3.55796	9.23235	3.5297	10.1867	3.37193	2.63914	4.41027	6.97836	13.188	6.07115	3.15003	12.5139	15.2735	2.39847	11.5154	4.09691	25.6407	4.92503	17.6426
114596	11.7622	26.8672	4.70615	5.09429	5.64206	4.83404	9.55656	8.52794	34.0624	22.5802	5.50476	2.72316	14.4731	5.54497	6.46095	20.8864	3.0141	5.9007	10.2885	4.75751	31.2337	14.3834	7.77841	10.8022	23.4169
360746	295.207	266.559	307.353	254.194	318.553	259.692	316.071	257.481	249.401	224.543	206.692	247.979	260.124	230.058	242.554	164.564	256.99	225.39	228.754	253.317	260.415	252.054	273.084	281.972	210.055
305311	18.3961	17.3747	14.384	18.4015	22.1072	11.3551	15.5006	25.6433	34.267	21.7357	36.8945	12.5804	14.9375	4.50245	32.5565	28.1657	18.3116	21.8166	17.1196	20.4767	22.7745	3.44676	4.22848	37.0457	35.8198
305835	83.91059	87.30826	102.318095	104.1543	91.86865	68.995915	70.97664	75.18485	96.676895	79.259855	94.486545	38.715935	70.606255	85.97567	84.3086	79.47225	68.02824	56.981165	66.769915	56.56431	82.730925	83.52642	87.46428	74.70737	105.54139
24783	41.2422	13.0649	48.908	34.1679	59.8317	34.3323	27.0146	42.9276	26.6284	46.0578	58.7323	58.6047	33.7255	44.04	59.796	41.2101	30.0325	65.7311	11.6126	44.162	26.9039	22.1071	40.6856	53.7377	40.4219
310982	30.3559	30.4474	25.4735	35.4997	36.6592	33.8812	27.5422	47.0956	54.1777	46.4805	39.15	35.5184	34.3733	35.7587	24.4422	61.8563	37.2922	26.5398	17.3618	27.709	30.2741	26.2726	32.4938	19.3983	30.0054
303637	151.4334	192.0375	230.70785	285.9831	254.9364	147.81395	36.670885	117.030365	120.65475	107.1169	49.09402	111.09445	192.15915	53.65815	100.83753	133.4045	103.59672	154.507945	149.9607	49.6641	139.3292	224.8772	99.70685	48.88839	104.139551
50689	175.988	213.338	169.63	210.321	170.791	156.316	146.635	227.166	174.569	151.664	163.912	165.293	176.212	171.695	210.338	184.43	171.644	143.86	212.253	223.498	203.873	196.057	187.4	176.445	139.8
29393	420.66	598.725	811.745	762.038	421.372	247.016	275.011	125.626	232.467	315.333	131.794	91.7178	132.187	165.08	127.636	125.618	117.088	85.1114	142.811	74.1019	58.7184	76.6578	82.2846	91.2016	120.374
171087	3644.98	3882.57	3120.53	3370	3656.28	3498.63	3574.22	3012.85	3303.86	3047.88	3195.7	2859.55	3252.09	3297.43	3320.34	3113.6	3052.03	2796.7	3267.39	3261.4	3683.55	3737.45	3396.13	3538.06	3616.74
362883	143.6932	149.45705	124.76875	141.6982	124.89365	177.759	158.1752	124.99775	142.328	117.33315	93.79775	110.1755	120.21805	140.0155	127.34825	144.58655	146.1846	130.41315	146.8088	135.47115	125.51825	173.78405	138.25825	139.03005	121.6639
246238	21.9462	3.15367	14.0328	12.2624	11.1293	10.4006	3.23322	21.9679	26.61	32.546	17.3401	22.6827	5.7578	11.0733	25.1833	18.9001	8.4447	23.9994	34.752	8.91188	12.933	4.30907	14.0819	36.0374	40.9624
24616	7443.92	6638.35	6392.89	6626.35	6855.79	6852.55	7521.27	7683.42	6368.73	6569.39	7008.72	5906.44	7022.05	6170.26	7071.1	7279.16	6846.16	6667.31	6649	6526.26	7324.6	7244.5	6637.67	7795.81	8540.17
100363253	276.418	180.131	170.697	208.419	175.451	232.032	196.654	164.803	257.922	176.561	113.546	130.358	125.607	131.16	167.181	103.619	141.614	124.795	106.491	133.455	158.896	147.904	148.022	147.68	118.136
79224	6063.41	6087.19	5469.23	5853.5	5478.57	5416.71	5784.76	5857.19	5213.73	5276.83	4706.76	4558.91	5094.84	4619.06	4656.1	5112.1	5184.66	5768.29	4887.85	5128.69	5021.56	5309.76	5200.1	5895.59	6025.54
50659	2.00778	17.4301	20.6084	21.3303	2.35797	4.44874	2.84228	30.3004	19.8133	11.0996	18.445	4.23078	4.26107	5.13929	14.8487	14.7634	3.80933	3.67633	3.84584	14.1427	8.85086	11.9947	17.6359	4.39897	4.34425
361321	171.096	181.7223333	181.1893333	194.3746667	181.2892	233.435	196.7676667	193.0376667	189.243	243.1526667	214.8756667	189.7713333	190.0450333	174.7791667	193.314	217.8595333	183.6206333	194.3944	152.0272	184.6704333	231.9723333	239.5823333	225.208	180.1960333	227.163
366532	13.8548	75.1625	91.2735	92.4449	104.682	63.8431	67.3537	33.8035	45.7537	39.6029	83.9598	55.8315	64.1943	44.1502	43.2522	27.6862	65.5072	55.6177	56.2078	22.6354	85.4734	72.4379	40.9402	36.8989	75.0563
308069	26.526	35.6206	51.853	14.8307	40.9738	56.1904	44.7171	35.311	63.8883	58.2417	23.5992	34.6012	6.85159	20.3166	8.90655	19.4962	32.4641	43.6023	7.614	9.30697	32.4445	54.4944	28.0121	1.78162	27.8613
679629	68.181	53.8356	49.2305	53.2914	52.2307	32.8129	46.1081	22.8272	37.8527	37.5852	53.3489	19.2301	24.0001	10.359	34.85	8.07133	54.4341	25.8798	28.3127	42.2011	11.1753	22.6478	3.45732	10.8328	21.5148
362599	567.374	503.165	572.265	521.13	472.359	466.816	510.497	492.566	548.97	598.591	527.952	484.779	466.725	464.399	483.26	480.861	504.004	478.244	458.934	521.016	552.398	587.851	527.546	490.451	513.76
311193	121.4271667	136.2897667	145.9932	148.9282333	130.2107667	122.1850333	120.0791333	96.78383333	103.3312	109.5686333	82.76103333	95.896	84.65133333	99.8308	90.44543333	69.16131333	72.92574	95.40233333	74.1495	86.8731	89.50916667	103.0718667	118.1444333	85.04489667	85.37563333
680875	74.5985	131.873	101.865	104.374	163.982	156.859	132.86	169.888	167.132	112.087	178.908	120.317	171.507	137.685	137.353	127.793	166.877	157.379	165.864	157.151	189.462	247.257	202.896	282.435	282.622
192183	5.22224	4.1641	1.84254	10.1217	5.96441	5.31308	3.26511	4.72328	2.07875	5.00656	23.4428	4.27945	5.38743	5.42175	4.80874	14.9707	5.94243	3.48658	2.83719	2.96748	5.22979	10.3328	5.46113	6.91236	9.92747
500036	4.27094	1.16863	18.8021	7.31102	1.38507	10.6545	22.5577	4.79746	15.0635	40.9448	52.3219	27.2208	1.94828	6.86188	3.18674	23.5818	18.0194	1.46508	23.7396	10.6653	1.21793	16.6474	3.67235	25.1052	31.3415
313061	133.921	131.373	122.414	148.794	164.008	106.519	111.066	148.956	129.667	157.411	132.603	134.892	75.3028	88.4505	118.941	177.968	105.213	155.346	129.54	142.024	135.242	128.746	119.694	139.132	141.226
303348	32.0094	13.357	21.8794	33.2952	16.6204	13.6049	8.85337	13.13	15.0338	17.6102	23.9666	15.0477	10.3701	16.9702	7.55137	16.0945	17.429	14.3348	28.4924	12.1398	17.1091	6.07348	6.83173	27.6153	27.6358
305055	69.1176	68.6722	51.1546	49.479175	67.25891	33.54681	63.82735	53.25665	38.55592	46.052515	57.3695745	60.36862	52.09389	44.633075	54.91407	54.18845	47.809015	47.69602	35.982765	42.78083	44.046415	50.07055	56.035045	41.402635	51.810605
56611	312.608	284.009	379.793	383.872	333.139	301.406	276.837	255.229	297.934	428.536	177.842	226.866	277.686	198.201	294.317	288.494	239.938	271.256	206.095	191.451	265.732	282.342	150.213	178.816	230.782
252920	0.983412	0.615955	2.885	3.12349	1.49487	0.746094	0.847181	0.499656	0.398152	5.01957	0.905487	1.25832	0.498988	5.75103	0.552435	3.4758	1.1791	0.565561	1.26313	0.550127	0.52765	0.663813	1.03311	0.278877	0.479448
117044	578.769	671.541	612.732	684.642	600.551	781.811	810.19	870.224	824.403	748.584	737.813	794.104	606.579	733.959	714.861	830.48	715.161	704.328	683.427	799.041	685.82	718.836	892.61	683.978	670.659
360829	3.33893	1.45529	21.0666	14.5829	6.16026	5.55439	2.67206	18.1069	33.4525	4.1469	4.87761	25.591	16.7341	2.79375	32.0045	5.07147	17.068	20.6773	8.40376	21.4803	4.62085	2.98756	12.3116	3.41797	10.219
313183	36.2037	33.6916	23.5322	21.3606	16.6338	11.6287	22.9786	43.5477	18.2362	20.8291	19.1748	33.2777	18.2578	22.9139	10.7935	43.8748	17.5107	14.1443	5.40649	26.1806	24.4002	38.5693	32.6831	28.3461	9.60003
303067	82.1128	87.0266	85.3717	110.343	111.176	77.1944	92.7585	118.005	93.6975	95.5745	102.021	90.3781	82.0561	59.3245	95.3505	76.3113	101.963	104.929	102.719	103.671	85.8702	83.2661	90.4219	93.483	75.4714
85423	46.0934	59.6359	63.6655	44.6004	49.8379	45.1841	72.8984	37.0498	35.4996	32.5625	49.9549	60.4286	61.9114	40.5898	54.8708	51.1673	67.2582	45.0442	29.9045	47.2976	55.6867	53.7299	46.4638	35.0589	40.9164
171064	64.2132	19.5483	87.2822	47.7197	52.6332	57.3692	34.1993	33.2256	46.3714	48.8899	54.4422	58.8376	47.1085	33.3849	47.2591	68.0456	46.4325	25.3915	33.6206	31.6408	57.7295	34.4199	38.5685	52.8569	46.8492
58935	152.405	150.187	170.531	202.806	186.714	196.156	243.741	258.208	311.719	241.484	311.984	257.52	262.494	318.637	379.089	364.394	345.297	270.41	353.456	353.124	287.016	356.977	260.604	426.89	412.422
315863	34.3929	47.9539	54.7311	55.1336	62.3269	54.861	46.507	39.8386	47.5762	18.3148	32.7872	26.7197	31.7214	47.6778	40.9421	45.2309	31.7391	51.7732	35.8515	51.5103	46.2645	14.9005	56.2123	57.8747	39.5219
25747	59.7095	53.1463	65.6988	58.4681	4.72011	53.6205	55.8454	6.51483	36.5649	20.518	5.72529	2.72466	20.1656	19.4836	7.96401	29.6328	28.7708	6.95493	7.04708	18.976	36.7311	32.6582	47.0939	45.3541	41.6062
310643	6.5332	31.2846	26.1996	2.73919	3.55558	4.17937	4.69211	26.7627	33.5847	5.54517	6.83141	15.2201	5.62926	22.6161	7.72876	18.5886	21.8825	4.76871	25.4815	3.2058	5.58109	27.3616	13.6837	26.7608	13.0485
301010	97.4136	88.0121	92.8802	120	120.656	74.6945	48.5941	93.2234	95.7066	107.212	104.982	97.0113	57.9979	87.7473	84.6744	73.7208	96.9575	92.4252	108.709	110.584	117.214	62.6384	98.932	115.201	82.5517
308410	14.0884	3.87548	18.8879	19.3529	2.88844	6.94253	40.3169	6.16895	2.66532	35.008	36.6406	5.91761	14.868	13.1357	3.74645	2.70025	3.64582	3.1486	5.1815	2.72844	4.11317	2.61614	4.1347	4.46599	10.2932
300266	166.78	119.537	104.535	114.1	103.177	88.1749	84.6232	97.6619	118.291	89.2325	94.0328	87.592	115.853	121.03	108.118	83.117	71.695	91.5253	71.6091	79.1002	101.628	85.1022	87.0725	46.2864	49.2049
305549	449.918	427.728	496.281	408.986	421.54	441.155	353.447	478.103	435.44	431.569	524.615	575.871	517.388	589.382	484.363	736.52	674.333	558.422	617.117	652.98	518.33	535.434	569.323	675.332	595.809
306322	287.3685	288.6805	265.163	284.949	272.2855	333.873	376.5355	295.8375	302.7645	318.7615	240.6275	253.103	278.0005	285.5805	256.3905	249.186	257.094	270.752	281.9905	281.3165	362.72	312.1925	323.786	290.0325	272.096
64626	19.93825	19.569045	12.66635	24.4609	4.351155	19.21069	7.749705	6.960565	17.82495	8.122175	18.8726	25.19814	27.3507	31.7665	16.831715	61.34285	19.64125	7.630115	24.48796	32.43785	18.41945	49.5648	37.01465	16.08535	19.9806
292095	538.569	470.285	466.545	466.005	398.062	410.967	503.791	357.293	485.5395	494.372	343.437	531.114	553.3675	494.59	459.178	446.932	480.4235	499.0175	496.874	544.773	312.0165	447.3585	460.377	461.5115	401.9295
29191	2.79511	3.47168	2.70361	16.9384	4.9359	13.8416	2.92619	3.95419	3.85125	4.623	6.51083	8.37986	2.27313	11.7524	3.75055	3.46911	6.4864	4.52937	6.51866	2.31958	4.76825	3.76863	13.6867	2.82318	3.7003
290635	606.385	573.283	602.144	688.413	559.701	574.786	522.918	522.714	572.54	447.566	506.478	541.958	459.998	519.038	473.669	394.601	510.391	466.225	542.095	484.69	499.7	518.138	475.857	512.737	482.779
171302	12.8747	12.6025	1.69733	2.01642	4.02675	36.6502	0.793031	27.7547	1.75677	5.17072	4.00712	3.34855	16.7303	9.24199	11.2707	12.6198	11.5209	12.0961	1.85236	10.5071	26.688	3.30578	2.24697	3.00937	12.2096
305476	37.2059	30.2439	21.7026	41.6226	40.0584	28.477	6.69484	62.708	25.3754	44.0544	40.6092	31.2571	23.8427	29.1621	39.435	36.2824	41.7593	47.0268	42.4387	16.2276	30.1544	21.7866	38.8797	35.817	32.4526
59305	4.27705	14.8388	3.99474	3.7631	2.00982	3.21109	0.874321	17.7174	1.41002	15.2321	1.55577	6.05664	1.8741	1.36366	1.37386	6.95122	1.95469	5.37335	14.8704	6.88998	1.32596	2.42054	3.02314	21.6676	21.831
117539	10.0337	7.48291	12.4267	16.1779	10.4273	20.0283	4.32399	20.6088	7.11976	2.99495	8.80889	21.1434	1.77396	14.0439	26.6922	13.7044	3.21312	14.0108	16.662	9.67981	43.9108	13.4019	25.3203	24.3169	31.2648
362161	15.934945	22.0209	13.17805	12.17608	33.1703	13.58705	20.84195	20.944535	21.288155	28.509	22.43748	20.941525	24.1269	19.1567	17.8104	16.746195	20.6362	24.86965	19.47995	17.82215	16.00942	26.07295	21.20855	18.67445	31.8302
171113	133.0292	179.991	167.8825	226.2265	162.35515	188.9365	214.2485	165.4922	185.9175	192.5245	196.069	242.918	191.73745	145.34975	178.4257	122.1304	172.04845	174.77215	160.1187	162.09325	217.1775	217.959	198.6275	184.676	171.53
291541	74.94	53.7463	50.2261	75.1404	44.1806	71.5096	61.4816	70.773	84.5628	90.419	63.8643	103.721	125.797	103.475	81.6531	98.4352	84.2774	151.895	90.981	80.7528	142.423	200.153	121.115	98.4187	108.427
291355	167.683	153.206	212.896	219.637	148.098	269.747	209.792	242.401	213.866	296.069	260.762	317.966	222.505	238.709	220.774	310.195	219.466	221.232	275.221	240.697	362.643	335.973	221.086	312.758	292.083
287938	9.001595	7.362635	6.059195	8.668815	20.91015	3.229645	7.72108	5.823145	13.39675	21.385255	4.927155	6.1732	7.64792	4.82119	2.219776	5.340485	5.8287	14.0315	3.75949	4.53372	8.34203	10.48382	15.7739	17.66237	11.44935
171562	51.6821	45.7198	48.0974	23.2002	53.3647	58.5336	51.6129	38.1965	56.0272	49.4516	52.7701	61.226	55.6654	89.8444	59.8961	80.8171	61.2591	85.8779	70.6548	73.6132	25.4042	46.4499	61.7945	39.5446	40.1467
691538	88.1563	128.54065	105.556105	117.215	92.8164	117.7439	99.71645	121.9916	86.9833	121.64195	120.54125	96.33045	124.46895	152.73015	111.01165	135.21715	110.9628	104.6212	118.32775	108.388	136.25055	122.5377	140.28845	128.3142	117.7295
310326	102.142	82.3681	95.7539	125.127	88.6207	78.4697	74.8547	90.2666	100.617	79.2105	102.263	110.15	98.1342	86.7103	79.6524	76.8535	105.461	84.7596	45.8456	83.3948	71.4449	81.5171	73.4273	108.37	91.3775
309399	1.79532	1.09887	2.77476	1.49108	3.72388	0.938465	0.814054	3.20266	10.4106	4.86448	2.02106	6.12559	7.59748	0.620741	12.7936	2.54744	2.53328	15.0199	2.97345	16.7768	22.1235	1.20191	1.20665	2.80402	4.12703
301575	303.403	339.32	313.357	336.428	289.879	310.381	325.083	275.032	320.701	300.686	409.139	377.183	297.102	268.885	276.494	280.695	289.332	314.678	338.946	334.103	289.59	303.048	270.928	300.041	321.457
678705	984.712	1002.24	1091.37	864.499	908.54	1106.22	833.718	1061.83	992.981	758.288	872.715	1031.77	833.437	765.12	810.446	830.578	1035.65	800.743	1067.37	1075.32	1001.39	1177.87	944.246	1011.64	889.469
360842	53.44485	46.3693	42.62365	50.06085	58.6091	55.5283	28.47455	80.85245	57.7347	73.4396	64.7683	50.65405	41.9649	51.0211	52.9969	69.94925	72.90145	59.17665	58.7714	54.00195	65.709	56.88325	62.66585	68.1315	73.49525
171100	131.666	135.529	145.03	119.921	97.1262	103.389	97.0527	90.0015	86.1826	69.6914	50.6248	44.7719	90.818	50.7439	49.0907	43.649	47.6662	8.41203	53.6369	38.9525	47.2225	93.7882	70.9369	46.5495	74.6578
361614	22.1871	23.353205	19.8413825	21.5317225	20.48025	39.636975	18.1424475	21.32535	33.07	22.6780825	29.8566	26.864325	17.5421925	14.797565	18.552045	16.5395625	17.201165	19.5901775	18.303515	17.96482	35.679225	26.2446825	43.995575	28.195575	33.9688
64026	169.7959667	154.5552333	172.6904667	215.4293	152.9978	134.4900333	145.6442	156.0160333	170.2401333	162.8418667	154.0174667	167.4843333	146.5356	150.2427333	158.1784667	149.1051	151.8513333	154.4184	158.9335667	134.3512667	160.1741	144.2076667	166.0040667	146.9037333	135.1395333
171442	34.2306	3.48384	6.21314	13.1083	13.5596	4.60671	6.55154	14.8982	32.7158	25.6528	4.82906	21.4653	6.79981	12.5381	13.4653	21.1624	6.28864	38.0104	3.23684	10.3543	21.48	7.63075	4.21156	4.1674	4.8711
363252	253.636	329.455	248.819	266.977	304.889	241.265	302.37	258.239	294.53	277.934	313.859	260.221	270.73	218.343	306.222	301.548	319.161	275.754	324.107	286.904	297.146	297.909	275.809	342.879	353.289
266997	4.61648	3.49108	3.46956	5.71514	5.91968	7.54722	13.4223	6.21945	2.34043	4.58783	14.8078	3.62988	2.15209	10.955	4.60986	7.66625	14.0746	16.0845	2.82669	11.6831	4.61731	11.9403	5.46894	5.16716	3.36664
308060	49.00468667	50.28436667	40.8412	50.7141	29.47192	45.00846333	55.47473333	57.1012	40.86578667	48.97803333	72.69661667	72.68426667	39.30449333	57.03144333	40.98456333	31.13559333	39.54537667	33.84989333	28.86567	32.16007333	41.8507	41.09536667	53.43419333	40.57196333	51.82676667
298074	103.6	101.154	122.278	109.024	131.252	135.116	63.4623	97.8146	100.392	86.7399	109.186	116.771	90.098	96.4159	101.991	103.249	107.028	101.523	103.157	118.15	124.554	67.5818	100.03	100.508	100.434
294103	474.5715	464.1835	410.466	386.5515	408.7295	1995.5	526.068	1157.1675	1517.225	1249.815	1734.87	1728.735	1773.325	1082.147	1712.835	691.768	506.3665	807.706	452.99	462.441	829.799	507.2505	1169.02	881.478	529.281
307799	81.1018	55.4994	46.6348	27.1416	42.3742	67.7221	73.2337	52.8992	78.1904	74.9273	75.8188	55.5491	40.2462	56.8999	72.4123	60.6288	68.8949	71.6732	71.5136	65.6907	81.6592	47.7462	57.107	96.5133	90.7275
362398	11.255035	10.66385	15.086705	26.1072	16.26295	7.161185	3.76462	11.78163	28.815255	18.847925	11.19236	12.5459955	7.1543995	8.160795	5.27679	2.99324	14.69054	17.312355	7.25327	9.515685	15.429135	3.211795	12.339225	20.51065	7.42893
24629	88.8988	69.970485	64.138945	63.36561	80.115935	56.468705	53.8726	50.5117	53.97605	43.6455	58.46698	65.09527	62.70942	42.924575	75.05615	40.49639	55.447425	41.72745	44.22185	58.05478	45.74295	55.22395	49.94408	55.2025	81.1447
100360406	435.852	576.496	561.127	626.291	617.15	731.282	728.302	719.84	683.852	741.68	759.179	736.185	756.984	711.606	810.455	853.581	802.389	779.87	841.302	862.555	784.58	756.356	737.187	853.954	872.769
100190936	35.80684	34.25636	33.290865	39.00594	24.315775	31.25925	29.798055	29.963515	33.4542	31.71958	43.9379	23.64807	17.682145	16.00849	26.9748	14.59829	26.72665	30.93385	23.520295	18.517025	28.26225	8.01691	7.17305	34.24032	31.10565
689988	3.32101	1.09944	6.41617	8.14378	7.57261	4.4203	6.45638	21.5504	4.43816	16.7942	3.88149	12.2323	2.99599	2.62259	7.9479	2.73975	19.7168	4.12433	11.5501	9.31718	22.3165	2.66194	23.4708	7.35013	8.77477
361315	1449.03	1286.97	1138.64	1192.91	1192.04	1646.49	1339.06	1888.4	1486.11	1570.63	1423.28	1502.66	1461.29	1538.26	1388.28	1697.09	1620.19	1661.31	1549.12	1500.5	1239.32	1473.21	1483.95	1391.58	1365.13
296608	24.591125	13.0379	21.154945	36.629695	11.2008	12.912905	4.077815	20.9309	9.576525	24.869715	30.600085	22.86635	17.5687	17.519295	30.13995	16.4374	13.73802	10.92233	22.72981	25.03935	27.4943	18.38065	24.96825	19.56024	34.01132
362326	781.162	1259.21	802.231	714.035	925.68	1389.7	1167.73	1137.77	1043.43	1052.5	1052.48	881.689	829.579	1182.54	928.258	928.31	930.608	1177.42	1160.98	905.345	814.979	868.336	967.226	977.652	874.334
207122	171.08715	203.37075	213.9964	192.3677	193.4159	223.1285	193.3755	232.059	199.6525	222.494	221.1256	229.68665	246.7535	228.5437	258.3115	243.7343	219.45985	233.9335	205.6004	217.138	241.57	229.9005	256.5375	219.9354	221.6976
29187	12.6389	1.74408	3.64866	18.3524	4.09398	13.0763	3.32528	5.20883	6.14852	5.163	8.67627	5.86558	2.23759	4.83492	4.8573	5.68315	12.6209	4.95416	5.32492	5.41201	6.42151	2.51395	6.4041	7.28834	7.00601
680987	234.994	187.351	206.483	198.323	168.107	135.398	184.885	155.718	146.138	149.007	160.006	130.048	145.371	153.115	124.698	159.528	154.971	150.244	154.723	112.506	144.398	166.602	165.027	133.408	127.597
170512	6530.58	4698.11	5401.89	5718.81	2516.04	7269.11	8754.93	6979.79	7067.94	7090.74	6703.63	6480.7	6954.75	6278.19	7260.85	6381.88	7127.98	6115.69	7405.98	7252.58	7777.92	6705.95	7058.05	7958.74	7505.33
309478	97.0923	87.4633	112.433	64.9575	77.6164	127.006	89.1286	151.98	109.344	113.364	94.9595	105.863	98.794	122.555	124.926	191.564	132.278	130.065	96.0812	107.934	96.3396	90.6014	106.553	96.0523	84.5396
29363	27.3618	36.9347	19.7315	45.0326	39.1973	25.9679	30.0594	48.0056	17.3087	40.1195	31.8625	35.1477	25.5978	25.8544	22.0395	29.1146	30.5735	14.6222	21.713	44.6805	40.1891	24.9425	25.2076	36.0505	22.9987
64702	2.4116	5.52151	6.79787	5.9078	10.1821	25.8429	5.65059	7.1516	2.93833	1.92638	2.83661	5.1024	14.4692	4.47162	3.32777	7.92705	20.2023	9.85101	4.98982	3.66658	10.9955	12.7017	4.60431	6.62831	11.2975
