"id"	"X66_D0"	"X68_D0"	"X69_D0"	"X66_D4"	"X68_D4"	"X69_D4"	"X66_D7"	"X68_D7"	"X69_D7"	"X66_D28"	"X68_D28"	"X69_D28"
"ENSMMUG00000005789"	188	152	183	152	194	159	106	90	165	189	237	114
"ENSMMUG00000005790"	476	120	378	2799	1906	3690	4140	4117	5057	373	253	218
"ENSMMUG00000005791"	5	9	8	3	3	9	43	35	28	5	7	5
"ENSMMUG00000005792"	744	250	409	676	478	837	1210	1158	1256	747	371	222
"ENSMMUG00000005793"	1	0	1	0	0	2	0	1	1	0	2	3
"ENSMMUG00000005795"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005797"	8	9	7	2	8	3	2	11	3	8	23	6
"ENSMMUG00000005798"	14	22	60	3	1	1	0	0	0	17	11	4
"ENSMMUG00000005799"	0	0	0	0	0	1	0	1	0	0	0	0
"ENSMMUG00000005800"	1	0	1	0	0	0	0	3	1	0	0	0
"ENSMMUG00000005801"	815	500	575	1125	1119	1236	1580	1320	1135	743	777	387
"ENSMMUG00000005802"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005803"	229	128	161	274	283	370	225	181	226	101	97	65
"ENSMMUG00000005804"	4	3	5	1	3	0	10	10	6	1	10	0
"ENSMMUG00000005805"	28	14	15	17	18	23	115	69	88	50	44	25
"ENSMMUG00000005806"	0	285	10	0	190	4	0	18	2	0	4	1
"ENSMMUG00000005808"	538	300	445	743	824	759	453	309	530	416	598	74
"ENSMMUG00000005809"	0	0	0	0	0	0	0	4	0	0	1	0
"ENSMMUG00000005810"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005811"	4	3	4	1	4	4	8	12	6	0	4	0
"ENSMMUG00000005812"	650	502	1204	1872	1606	2044	2818	2244	3567	646	1224	512
"ENSMMUG00000005813"	717	333	549	889	743	767	493	349	512	743	853	260
"ENSMMUG00000005814"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005815"	29	12	21	12	12	24	27	51	52	25	17	12
"ENSMMUG00000005816"	256	84	165	146	130	203	221	245	419	198	122	115
"ENSMMUG00000005817"	41	26	103	3	11	11	9	4	0	33	25	52
"ENSMMUG00000005818"	1990	645	1297	3119	2201	2549	3095	2197	4379	1429	1133	422
"ENSMMUG00000005819"	79	25	85	92	76	101	124	134	121	46	46	26
"ENSMMUG00000005820"	345	174	282	301	229	370	1028	1022	1202	316	247	146
"ENSMMUG00000005822"	3	2	2	1	3	1	0	1	0	12	0	7
"ENSMMUG00000005825"	705	491	517	881	780	835	502	372	599	457	635	177
"ENSMMUG00000005826"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005827"	1	0	0	0	0	0	2	0	1	0	0	0
"ENSMMUG00000005828"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000005829"	152	97	195	557	391	933	695	694	759	302	194	81
"ENSMMUG00000005830"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005832"	22	19	21	31	74	116	25	27	37	35	23	18
"ENSMMUG00000005833"	31	10	39	8	9	19	15	1	1	12	84	48
"ENSMMUG00000005834"	112	37	63	19	12	12	12	9	7	129	82	33
"ENSMMUG00000005835"	91	29	68	58	88	44	6	3	3	147	128	29
"ENSMMUG00000005836"	3	0	0	0	3	6	3	6	5	0	3	0
"ENSMMUG00000005837"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005838"	2	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005839"	2	1	0	3	3	0	8	0	3	0	1	0
"ENSMMUG00000005840"	16	10	31	48	33	26	56	19	37	55	37	28
"ENSMMUG00000005841"	1149	581	885	2089	2175	2852	923	898	1473	1356	1541	599
"ENSMMUG00000005842"	4	1	10	3	2	9	8	2	5	0	0	11
"ENSMMUG00000005843"	326	211	246	394	373	396	847	743	1061	608	446	202
"ENSMMUG00000005844"	542	251	364	527	551	493	309	281	286	402	427	122
"ENSMMUG00000005845"	317	229	354	419	680	741	341	329	251	293	422	138
"ENSMMUG00000005847"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005848"	2	0	1	0	0	0	0	2	1	0	1	0
"ENSMMUG00000005850"	2	2	2	1	1	0	1	0	1	0	0	0
"ENSMMUG00000005851"	1	3	1	1	2	1	6	9	2	1	4	0
"ENSMMUG00000005853"	24	26	23	15	23	17	32	46	56	10	20	6
"ENSMMUG00000005854"	0	1	4	9	4	6	14	12	27	0	0	0
"ENSMMUG00000005855"	127	170	136	107	155	118	144	134	145	159	146	89
"ENSMMUG00000005856"	262	337	159	253	249	94	77	65	30	272	404	66
"ENSMMUG00000005858"	65	44	82	57	85	70	84	98	74	78	75	20
"ENSMMUG00000005859"	18	26	33	22	45	34	10	35	13	17	54	4
"ENSMMUG00000005860"	11	4	11	11	4	12	11	24	16	9	17	22
"ENSMMUG00000005861"	7008	5908	5617	11695	12124	13134	9326	8137	12992	5295	8561	2194
"ENSMMUG00000005862"	1	0	0	0	0	0	11	22	14	0	0	14
"ENSMMUG00000005863"	41	17	40	40	23	30	24	14	18	45	45	10
"ENSMMUG00000005864"	60	69	62	55	75	54	11	11	18	88	110	42
"ENSMMUG00000005865"	0	0	0	0	0	0	5	6	4	0	0	0
"ENSMMUG00000005866"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005867"	1	0	0	0	0	0	3	3	1	0	0	0
"ENSMMUG00000005869"	1445	1323	1476	1629	2160	2373	2514	1889	1869	1517	2074	645
"ENSMMUG00000005870"	30	110	42	269	164	43	93	88	25	8	13	18
"ENSMMUG00000005871"	1773	890	1190	2749	2630	2717	5347	3167	5061	2466	2326	1317
"ENSMMUG00000005872"	6	2	2	1	1	4	4	3	5	3	6	1
"ENSMMUG00000005873"	192	140	173	65	75	104	28	28	26	142	180	89
"ENSMMUG00000005874"	1	2	1	2	1	0	5	3	2	5	0	4
"ENSMMUG00000005875"	2162	1096	2043	2205	2107	2388	2459	2342	3128	2342	2266	1200
"ENSMMUG00000005876"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005877"	400	274	354	378	521	501	172	245	200	411	457	176
"ENSMMUG00000005878"	1565	1517	1201	1759	1684	1634	2244	1946	2388	1655	2238	837
"ENSMMUG00000005879"	205	141	286	95	92	96	64	61	39	159	232	140
"ENSMMUG00000005880"	1900	1209	1431	2090	2608	2545	2480	2779	2739	2236	2899	932
"ENSMMUG00000005881"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005882"	0	1	0	0	0	0	1	0	0	0	1	0
"ENSMMUG00000005883"	24	16	27	11	11	14	7	9	6	20	6	2
"ENSMMUG00000005884"	1805	1190	1665	1313	1462	1245	988	687	773	1571	2104	848
"ENSMMUG00000005885"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005886"	209	1059	753	613	766	365	223	93	56	359	1395	300
"ENSMMUG00000005887"	0	0	0	1	0	0	6	2	3	0	0	0
"ENSMMUG00000005888"	1028	474	721	731	847	993	537	447	718	920	842	458
"ENSMMUG00000005889"	150	66	70	73	86	73	37	41	14	125	150	58
"ENSMMUG00000005890"	4	1	1	2	0	2	2	2	7	0	2	5
"ENSMMUG00000005891"	20	17	17	2	5	3	4	7	3	20	26	13
"ENSMMUG00000005892"	105	30	91	89	78	118	107	108	118	101	53	13
"ENSMMUG00000005893"	104	62	93	94	80	113	50	55	54	104	72	42
"ENSMMUG00000005894"	46	44	48	24	17	39	13	21	8	29	38	7
"ENSMMUG00000005895"	841	699	899	602	398	500	364	161	243	984	1671	534
"ENSMMUG00000005898"	198	50	234	158	240	316	163	163	163	60	162	63
"ENSMMUG00000005899"	0	0	0	1	1	0	0	0	0	0	1	0
"ENSMMUG00000005900"	102	36	67	53	63	71	40	27	29	95	60	25
"ENSMMUG00000005902"	1	0	1	2	0	0	3	6	0	0	0	0
"ENSMMUG00000005903"	19	16	6	8	10	15	11	9	10	19	9	0
"ENSMMUG00000005904"	222	117	198	93	177	177	55	49	35	216	248	121
"ENSMMUG00000005905"	1007	497	1086	158	154	256	168	236	140	808	859	628
"ENSMMUG00000005906"	0	0	1	0	1	0	0	0	1	0	0	0
"ENSMMUG00000005907"	5	5	4	1	3	4	4	0	2	4	2	0
"ENSMMUG00000005908"	50	28	35	40	41	45	31	26	41	60	43	2
"ENSMMUG00000005909"	2440	1364	1727	2433	1773	1822	3028	2390	3312	3123	3374	1469
"ENSMMUG00000005911"	0	2	0	0	1	0	1	1	1	0	6	0
"ENSMMUG00000005913"	179	252	380	234	142	185	68	66	78	123	194	234
"ENSMMUG00000005914"	370	226	281	693	666	753	819	984	839	289	472	194
"ENSMMUG00000005915"	0	0	0	2	1	0	1	2	1	0	0	0
"ENSMMUG00000005916"	3	0	0	0	0	0	1	2	0	0	0	0
"ENSMMUG00000005917"	0	0	0	1	2	0	0	4	3	0	0	0
"ENSMMUG00000005918"	0	0	0	0	0	0	0	0	1	0	1	0
"ENSMMUG00000005919"	982	319	674	1222	1793	1604	1118	1154	1326	1210	1266	422
"ENSMMUG00000005920"	122	45	73	104	94	132	79	80	120	45	48	20
"ENSMMUG00000005921"	1165	308	747	292	237	354	421	514	439	1119	951	325
"ENSMMUG00000005922"	0	0	0	0	0	0	1	2	0	0	1	0
"ENSMMUG00000005923"	3	0	1	0	0	0	1	0	1	0	0	0
"ENSMMUG00000005924"	37	34	37	33	34	42	35	24	25	36	29	30
"ENSMMUG00000005925"	2406	983	2319	1526	1306	2207	2871	3098	5281	2532	1972	1858
"ENSMMUG00000005927"	7	4	18	3	2	1	3	3	0	3	3	0
"ENSMMUG00000005928"	369	261	249	508	387	348	396	312	490	457	471	169
"ENSMMUG00000005929"	944	561	473	1654	898	914	1196	700	796	497	565	286
"ENSMMUG00000005931"	1	0	0	0	0	0	3	1	0	0	0	0
"ENSMMUG00000005938"	2931	4770	3322	3757	3823	2143	1720	1300	1743	3084	3081	1507
"ENSMMUG00000005939"	167	201	242	119	137	127	97	49	91	166	211	98
"ENSMMUG00000005942"	132	149	130	120	132	96	70	83	78	185	189	88
"ENSMMUG00000005943"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005944"	0	2	1	0	2	0	0	3	0	0	2	0
"ENSMMUG00000005946"	719	165	475	1876	1840	2716	802	405	776	596	2065	275
"ENSMMUG00000005947"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005948"	37	79	87	32	19	18	49	42	10	71	45	10
"ENSMMUG00000005949"	4	0	2	13	14	15	5	3	6	3	3	3
"ENSMMUG00000005950"	0	0	1	0	0	0	3	2	3	0	0	0
"ENSMMUG00000005951"	709	402	235	1165	853	1433	2633	2271	3627	630	773	204
"ENSMMUG00000005955"	16	238	74	8	88	9	182	65	71	8	280	26
"ENSMMUG00000005956"	0	0	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000005957"	0	1	0	0	0	0	2	1	0	0	0	0
"ENSMMUG00000005958"	5565	2853	4117	2441	3386	3209	2786	1733	2119	6248	6260	2427
"ENSMMUG00000005959"	1386	560	280	1800	1323	1357	1722	999	1270	333	253	210
"ENSMMUG00000005960"	3225	3009	2317	4735	3751	3518	4707	3524	3881	4143	3825	1667
"ENSMMUG00000005961"	12	5	9	2	6	4	7	12	5	5	18	4
"ENSMMUG00000005962"	238	103	172	200	233	365	275	211	309	465	292	173
"ENSMMUG00000005963"	468	194	270	403	469	484	557	471	553	342	524	143
"ENSMMUG00000005964"	1273	494	602	499	310	358	629	392	445	887	851	195
"ENSMMUG00000005966"	6	11	7	2	4	1	1	1	0	6	22	0
"ENSMMUG00000005967"	16	31	3	3	20	11	9	68	41	0	2	3
"ENSMMUG00000005968"	0	0	0	0	0	0	0	1	0	2	0	0
"ENSMMUG00000005970"	2313	3104	2784	2970	3015	2318	2423	1667	2074	3061	4371	1613
"ENSMMUG00000005971"	73	30	85	42	62	49	40	37	28	88	103	35
"ENSMMUG00000005975"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005976"	4	1	2	24	12	15	8	2	5	6	6	6
"ENSMMUG00000005977"	2	0	0	3	1	1	0	1	0	0	0	0
"ENSMMUG00000005978"	1	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000005980"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005982"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005983"	2	0	0	0	0	0	1	0	1	0	1	0
"ENSMMUG00000005985"	272	1001	523	794	656	347	386	257	367	253	254	174
"ENSMMUG00000005986"	1	0	1	0	0	0	2	3	0	0	0	0
"ENSMMUG00000005987"	680	432	613	564	589	675	337	362	399	720	879	288
"ENSMMUG00000005988"	4	1	5	0	2	4	5	5	8	12	3	0
"ENSMMUG00000005989"	891	464	807	787	852	1030	544	540	517	993	946	389
"ENSMMUG00000005990"	19	50	40	5	23	9	4	15	0	6	40	19
"ENSMMUG00000005991"	170	82	105	180	175	222	253	213	308	166	151	52
"ENSMMUG00000005992"	882	419	678	2007	1667	1811	1730	1574	2952	707	877	243
"ENSMMUG00000005993"	1	0	0	0	1	0	0	0	0	0	1	2
"ENSMMUG00000005994"	16	19	40	26	21	19	6	11	8	11	10	6
"ENSMMUG00000005997"	315	535	265	223	402	154	149	159	133	411	892	185
"ENSMMUG00000005998"	9	1	2	0	1	1	2	2	1	13	3	0
"ENSMMUG00000005999"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSMMUG00000006000"	437	229	307	267	286	310	110	96	78	462	403	171
"ENSMMUG00000006001"	59	32	51	67	141	134	90	126	67	42	55	19
"ENSMMUG00000006004"	0	0	0	1	0	0	3	0	0	0	0	0
"ENSMMUG00000006005"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006006"	26	13	19	19	19	34	69	99	121	45	21	18
"ENSMMUG00000006007"	151	158	213	362	477	502	149	129	143	156	209	88
"ENSMMUG00000006008"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006009"	2	14	9	6	5	11	2	1	3	1	16	1
"ENSMMUG00000006010"	264	82	225	311	304	507	200	153	220	143	108	64
"ENSMMUG00000006011"	0	0	1	1	0	0	0	0	1	0	2	0
"ENSMMUG00000006012"	31	34	18	37	70	57	152	210	127	11	77	8
"ENSMMUG00000006015"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000006016"	17	9	4	19	21	23	28	17	32	20	11	12
"ENSMMUG00000006017"	121	104	323	39	35	58	41	21	47	266	225	395
"ENSMMUG00000006018"	70	51	97	200	74	110	306	298	396	87	76	47
"ENSMMUG00000006019"	4	0	4	0	0	0	0	1	0	0	3	0
"ENSMMUG00000006020"	0	0	0	0	0	1	0	0	0	1	1	0
"ENSMMUG00000006022"	3	10	11	6	5	5	1	4	4	2	8	4
"ENSMMUG00000006024"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006026"	7	8	0	5	1	4	39	32	43	12	10	3
"ENSMMUG00000006027"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000006028"	6	16	20	7	6	18	40	6	13	1	21	13
"ENSMMUG00000006029"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006030"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006031"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006033"	621	237	297	660	1120	1322	2413	2450	3643	460	470	204
"ENSMMUG00000006034"	5	17	0	4	7	7	18	15	9	1	28	0
"ENSMMUG00000006035"	6011	15244	18346	18871	58487	39763	22241	20812	6693	8892	28105	6948
"ENSMMUG00000006036"	196	72	136	239	246	284	244	243	398	108	93	44
"ENSMMUG00000006037"	8	3	6	6	13	12	8	12	15	4	3	0
"ENSMMUG00000006038"	33	58	36	19	37	14	4	6	2	73	86	27
"ENSMMUG00000006039"	69	43	29	3	21	14	4	8	5	35	80	23
"ENSMMUG00000006040"	98	64	75	85	134	82	35	47	18	113	131	86
"ENSMMUG00000006042"	161	74	178	569	656	1083	597	569	1564	175	165	68
"ENSMMUG00000006045"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006047"	85	42	59	159	113	132	123	111	106	71	74	18
"ENSMMUG00000006048"	2640	2511	2669	3763	4096	5141	4843	3960	5866	2432	4074	1328
"ENSMMUG00000006049"	0	0	2	0	0	1	31	38	3	0	0	0
"ENSMMUG00000006050"	939	429	750	927	1218	1314	1157	1065	1508	1507	1332	569
"ENSMMUG00000006052"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSMMUG00000006053"	0	0	0	0	0	0	1	1	1	0	0	0
"ENSMMUG00000006054"	30	19	44	17	29	58	22	16	13	40	15	18
"ENSMMUG00000006055"	319	248	239	275	308	547	242	308	366	378	480	142
"ENSMMUG00000006056"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006057"	47	50	45	28	24	25	37	34	28	75	45	47
"ENSMMUG00000006058"	119	95	39	268	172	216	85	66	86	101	37	23
"ENSMMUG00000006059"	87	64	57	60	73	61	63	48	34	72	54	20
"ENSMMUG00000006060"	1	0	5	0	0	0	2	0	1	0	0	0
"ENSMMUG00000006061"	7	8	5	2	2	2	0	6	3	8	30	1
"ENSMMUG00000006062"	535	333	397	1106	275	391	1651	1060	3304	521	611	225
"ENSMMUG00000006063"	552	242	369	351	324	304	413	319	390	636	450	289
"ENSMMUG00000006064"	4	3	1	0	3	4	4	4	0	0	0	4
"ENSMMUG00000006065"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006066"	104	60	66	115	130	122	106	84	127	118	107	43
"ENSMMUG00000006067"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006068"	0	0	0	1	0	0	3	3	2	0	0	0
"ENSMMUG00000006069"	3	2	2	1	0	1	0	6	0	8	2	2
"ENSMMUG00000006070"	166	106	183	867	507	1240	1344	1836	1760	103	93	79
"ENSMMUG00000006071"	170	143	205	168	217	373	91	71	46	244	248	133
"ENSMMUG00000006072"	0	0	1	0	1	0	0	0	2	0	0	0
"ENSMMUG00000006073"	497	411	461	432	492	353	247	182	301	366	518	295
"ENSMMUG00000006074"	407	155	283	535	578	712	1143	1075	1606	528	370	160
"ENSMMUG00000006075"	1352	969	959	2164	1149	988	1680	1130	1962	1478	1912	881
"ENSMMUG00000006076"	72	59	127	35	38	64	15	19	13	77	82	36
"ENSMMUG00000006077"	137	40	67	192	181	367	144	172	213	90	54	22
"ENSMMUG00000006079"	3	8	6	3	3	2	4	5	1	14	0	4
"ENSMMUG00000006080"	22	7	28	19	25	67	62	28	68	27	62	16
"ENSMMUG00000006081"	1	0	1	1	2	1	4	3	3	0	0	0
"ENSMMUG00000006086"	3	0	1	1	0	0	2	2	1	0	1	0
"ENSMMUG00000006087"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006088"	412	274	290	594	846	1136	299	152	173	632	693	209
"ENSMMUG00000006089"	0	0	4	0	0	0	0	1	0	0	0	5
"ENSMMUG00000006090"	1	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000006091"	52	9	53	14	31	50	21	23	10	31	30	7
"ENSMMUG00000006092"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006093"	818	488	615	343	409	453	245	149	160	493	493	220
"ENSMMUG00000006095"	2	4	3	0	0	1	0	0	1	4	0	3
"ENSMMUG00000006096"	1	0	3	1	0	0	0	0	0	0	0	6
"ENSMMUG00000006097"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000006099"	222	16	124	226	38	523	71	19	138	109	44	38
"ENSMMUG00000006101"	9793	3940	10368	8574	7370	12260	12745	13870	18236	8909	11051	3801
"ENSMMUG00000006102"	7	2	1	19	4	8	32	9	11	17	2	8
"ENSMMUG00000006103"	390	239	424	504	531	557	139	72	89	300	323	130
"ENSMMUG00000006104"	233	161	197	205	244	225	246	186	260	327	284	163
"ENSMMUG00000006106"	0	2	0	1	0	1	2	2	3	0	3	0
"ENSMMUG00000006107"	545	296	442	353	396	432	273	287	263	439	441	264
"ENSMMUG00000006108"	0	3	0	0	0	0	0	1	2	0	0	0
"ENSMMUG00000006109"	0	0	1	0	2	0	2	1	0	0	0	0
"ENSMMUG00000006111"	725	569	688	1071	1034	1314	998	624	953	578	675	303
"ENSMMUG00000006112"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006113"	1	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006114"	364	181	205	498	401	638	627	581	703	466	408	152
"ENSMMUG00000006115"	1	0	1	1	1	1	5	13	3	0	0	0
"ENSMMUG00000006116"	551	217	412	358	394	429	415	421	382	398	513	223
"ENSMMUG00000006117"	78	45	49	29	34	43	49	66	66	95	74	32
"ENSMMUG00000006118"	7	0	3	1	3	3	1	5	0	15	4	0
"ENSMMUG00000006119"	621	407	597	490	511	546	292	220	273	934	972	504
"ENSMMUG00000006120"	70	26	57	87	140	205	67	78	99	38	59	50
"ENSMMUG00000006121"	275	100	189	138	137	185	74	64	59	219	178	112
"ENSMMUG00000006122"	39	18	51	24	18	38	5	13	6	11	32	4
"ENSMMUG00000006123"	0	0	1	0	2	0	0	0	1	0	0	0
"ENSMMUG00000006124"	2	0	3	0	3	10	4	0	4	0	0	0
"ENSMMUG00000006125"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006126"	0	1	0	0	1	1	0	1	0	0	0	0
"ENSMMUG00000006127"	288	101	241	447	386	480	421	364	300	201	231	120
"ENSMMUG00000006128"	147	91	92	122	166	104	34	26	23	200	185	58
"ENSMMUG00000006130"	72	143	73	74	72	42	30	33	13	44	53	43
"ENSMMUG00000006131"	0	0	0	0	1	0	0	0	0	4	0	0
"ENSMMUG00000006132"	521	427	408	702	603	575	422	427	474	490	591	243
"ENSMMUG00000006133"	1	0	0	0	1	0	0	0	1	0	0	1
"ENSMMUG00000006135"	221	106	203	148	209	196	139	191	137	190	174	57
"ENSMMUG00000006136"	27	20	10	31	15	16	13	8	9	25	43	6
"ENSMMUG00000006137"	0	0	0	1	0	0	1	1	3	0	0	0
"ENSMMUG00000006138"	51	41	31	26	39	43	61	66	63	52	35	14
"ENSMMUG00000006139"	692	236	462	894	957	1159	1027	724	1679	576	468	200
"ENSMMUG00000006141"	666	293	423	829	941	915	1045	863	1140	532	460	317
"ENSMMUG00000006143"	1142	623	1095	573	735	755	133	131	85	791	814	468
"ENSMMUG00000006144"	1249	702	1116	1944	2109	2863	1143	795	1127	1204	973	588
"ENSMMUG00000006145"	122	96	158	62	154	488	127	57	224	69	88	179
"ENSMMUG00000006146"	205	171	122	140	144	135	73	68	65	173	197	51
"ENSMMUG00000006147"	126	57	63	136	179	194	27	16	16	118	148	28
"ENSMMUG00000006148"	272	191	197	155	173	205	159	124	162	253	403	84
"ENSMMUG00000006149"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006151"	85	56	64	2632	1836	3380	2865	1451	5978	1	80	51
"ENSMMUG00000006152"	13	7	9	2	4	10	21	33	22	6	6	2
"ENSMMUG00000006153"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006154"	466	203	469	289	270	437	575	490	1058	672	653	367
"ENSMMUG00000006155"	101	138	122	80	100	88	37	74	33	118	128	35
"ENSMMUG00000006156"	2	2	3	1	1	0	2	7	4	5	3	6
"ENSMMUG00000006158"	639	325	329	686	950	902	2094	1968	3202	677	722	228
"ENSMMUG00000006159"	660	341	578	508	478	447	456	414	810	586	842	398
"ENSMMUG00000006160"	188	119	197	161	221	255	226	313	377	309	318	198
"ENSMMUG00000006161"	84	131	16	75	62	97	61	48	71	56	63	76
"ENSMMUG00000006162"	0	0	0	0	0	0	2	0	0	0	0	0
"ENSMMUG00000006163"	715	687	691	854	941	921	498	480	506	1145	1055	446
"ENSMMUG00000006164"	9	14	23	74	37	173	60	45	215	6	10	4
"ENSMMUG00000006165"	6790	3538	6277	7804	6633	7626	9194	8342	10787	5616	6162	3279
"ENSMMUG00000006166"	0	0	0	0	1	3	0	0	0	0	1	0
"ENSMMUG00000006167"	3	0	0	6	7	1	5	0	1	1	3	0
"ENSMMUG00000006168"	50	31	36	26	35	55	76	77	60	45	45	37
"ENSMMUG00000006169"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006170"	1	0	0	0	1	1	0	2	0	0	2	0
"ENSMMUG00000006171"	427	1662	734	3620	1354	457	1137	248	470	191	142	313
"ENSMMUG00000006172"	2	7	4	5	10	12	15	24	14	10	15	6
"ENSMMUG00000006175"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006179"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006180"	303	265	681	158	332	658	154	129	113	165	256	243
"ENSMMUG00000006181"	362	261	323	360	398	468	364	279	380	382	401	215
"ENSMMUG00000006182"	1138	381	759	3826	2880	4117	2711	1999	3777	680	614	422
"ENSMMUG00000006183"	1	1	0	2	0	1	0	5	0	0	0	0
"ENSMMUG00000006184"	0	0	1	1	0	0	1	1	1	0	0	0
"ENSMMUG00000006185"	0	0	0	0	0	0	2	0	1	0	0	0
"ENSMMUG00000006186"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006187"	19	7	9	5	5	18	32	55	36	32	12	8
"ENSMMUG00000006188"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006189"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006191"	234	93	109	260	359	493	362	289	194	271	248	88
"ENSMMUG00000006192"	0	0	0	1	0	2	0	0	0	0	0	0
"ENSMMUG00000006193"	0	0	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000006194"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006196"	88	39	40	53	50	53	90	79	120	77	72	34
"ENSMMUG00000006197"	328	423	364	360	214	279	593	537	1040	448	612	265
"ENSMMUG00000006198"	1	1	1	1	0	1	2	0	0	3	3	0
"ENSMMUG00000006199"	69	43	44	23	31	31	135	119	68	39	122	30
"ENSMMUG00000006200"	50	36	73	222	300	497	279	275	262	50	73	61
"ENSMMUG00000006202"	0	2	2	7	13	12	75	75	108	0	2	0
"ENSMMUG00000006203"	133	254	326	91	102	91	102	39	57	195	366	103
"ENSMMUG00000006205"	2665	1435	2156	2235	2167	2253	2029	1856	2606	2911	3187	1501
"ENSMMUG00000006206"	488	478	553	622	635	601	710	607	719	678	858	429
"ENSMMUG00000006207"	491	255	387	331	348	511	372	354	406	423	417	160
"ENSMMUG00000006208"	1	0	1	0	2	1	0	3	0	0	0	0
"ENSMMUG00000006209"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000006211"	702	463	638	642	500	577	529	500	600	534	566	259
"ENSMMUG00000006212"	116	65	85	71	72	67	126	86	84	52	88	18
"ENSMMUG00000006213"	1	2	0	0	0	0	0	1	0	4	2	0
"ENSMMUG00000006214"	0	0	5	2	0	0	0	0	0	0	2	0
"ENSMMUG00000006215"	1495	638	762	357	285	219	217	120	82	1597	2044	421
"ENSMMUG00000006216"	5	10	4	4	4	1	5	14	9	0	11	0
"ENSMMUG00000006217"	219	148	229	290	264	362	168	144	242	277	247	96
"ENSMMUG00000006218"	0	0	0	0	1	0	0	0	0	0	0	1
"ENSMMUG00000006221"	896	569	690	1158	828	1001	496	229	199	941	873	469
"ENSMMUG00000006222"	81	82	144	20	30	19	22	20	17	132	111	84
"ENSMMUG00000006223"	0	0	1	1	1	0	0	3	0	0	0	0
"ENSMMUG00000006224"	958	504	870	1548	853	1797	982	1226	1222	429	479	296
"ENSMMUG00000006225"	549	212	476	279	252	378	349	373	249	663	577	256
