"id"	"X70_D0"	"X71_D0"	"X72_D0"	"X70_D4"	"X71_D4"	"X72_D4"	"X70_D7"	"X71_D7"	"X72_D7"	"X70_D28"	"X71_D28"	"X72_D28"
"ENSMMUG00000014069"	1753	1409	1037	1816	1496	1201	1804	1898	999	1070	1416	527
"ENSMMUG00000014071"	167	178	154	245	204	277	153	279	186	124	315	149
"ENSMMUG00000014072"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014073"	247	621	193	869	697	179	948	1376	255	103	262	53
"ENSMMUG00000014074"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014075"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014076"	1830	5843	717	2920	4668	814	3164	6163	925	755	2508	457
"ENSMMUG00000014077"	4	1	0	0	4	0	8	3	2	0	0	6
"ENSMMUG00000014078"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014080"	971	798	490	809	799	547	816	785	326	605	1126	305
"ENSMMUG00000014081"	2	8	3	5	4	0	5	5	0	3	7	0
"ENSMMUG00000014082"	76	62	106	91	85	117	78	93	95	23	57	32
"ENSMMUG00000014083"	168	94	142	98	90	106	107	107	46	38	123	18
"ENSMMUG00000014084"	67	63	98	94	58	104	63	68	109	13	71	33
"ENSMMUG00000014086"	22	21	26	40	9	24	38	9	42	28	32	9
"ENSMMUG00000014087"	1	5	28	6	2	31	4	9	25	4	10	4
"ENSMMUG00000014088"	0	1	0	0	0	0	0	0	0	1	0	0
"ENSMMUG00000014090"	2198	2275	1451	3545	2164	1233	2721	2685	1314	1230	2288	868
"ENSMMUG00000014094"	25	28	6	24	16	5	23	11	0	21	12	4
"ENSMMUG00000014095"	40	28	40	23	15	38	28	18	10	21	23	27
"ENSMMUG00000014098"	5	8	33	5	10	44	3	12	17	22	14	18
"ENSMMUG00000014100"	9	6	67	10	4	93	3	9	44	9	9	5
"ENSMMUG00000014101"	8	4	53	8	11	30	10	8	47	8	12	17
"ENSMMUG00000014102"	60	25	46	46	29	70	36	40	30	31	85	7
"ENSMMUG00000014106"	0	1	0	0	1	2	0	6	14	0	4	0
"ENSMMUG00000014107"	3	2	5	3	4	2	5	9	4	0	2	0
"ENSMMUG00000014110"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014111"	1	2	4	0	13	0	0	5	0	0	0	0
"ENSMMUG00000014112"	0	0	2	0	0	0	2	0	0	0	0	0
"ENSMMUG00000014113"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014114"	0	0	0	3	0	0	1	0	0	0	0	0
"ENSMMUG00000014115"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014116"	0	0	4	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014117"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014118"	1	3	0	0	10	0	1	0	0	0	1	0
"ENSMMUG00000014120"	1	16	1	8	4	0	7	9	0	0	11	0
"ENSMMUG00000014121"	2	0	0	0	3	3	2	1	0	0	4	0
"ENSMMUG00000014122"	4	0	2	2	4	0	1	3	0	6	0	0
"ENSMMUG00000014123"	55	36	54	54	43	49	46	66	59	22	95	23
"ENSMMUG00000014124"	0	0	0	0	0	0	0	0	0	0	1	0
"ENSMMUG00000014126"	934	1348	603	2097	1279	538	1277	1278	450	382	806	166
"ENSMMUG00000014127"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014129"	3	1	10	2	3	6	0	3	2	0	0	3
"ENSMMUG00000014130"	498	1308	252	1226	1336	342	889	1895	407	307	874	188
"ENSMMUG00000014131"	280	437	284	677	520	253	370	402	189	203	327	106
"ENSMMUG00000014132"	61	96	41	134	104	67	71	112	64	29	114	48
"ENSMMUG00000014133"	0	0	0	0	0	0	3	2	0	0	0	0
"ENSMMUG00000014134"	0	4	0	3	1	2	1	4	0	0	0	0
"ENSMMUG00000014135"	45	120	36	202	95	69	66	124	44	9	47	60
"ENSMMUG00000014137"	6	8	13	14	5	16	2	9	6	0	18	0
"ENSMMUG00000014138"	781	1014	574	812	785	646	890	1128	507	482	972	310
"ENSMMUG00000014139"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014140"	115	91	170	54	76	184	74	115	95	45	138	62
"ENSMMUG00000014141"	0	0	0	0	2	0	1	0	0	0	0	0
"ENSMMUG00000014142"	92	63	35	81	37	49	66	71	22	45	52	11
"ENSMMUG00000014143"	2159	2029	1452	2679	1797	1228	1876	1962	1175	2187	3598	1781
"ENSMMUG00000014144"	209	117	152	244	117	156	207	182	158	119	191	96
"ENSMMUG00000014145"	23	10	14	9	2	5	26	7	14	4	12	0
"ENSMMUG00000014146"	65	72	75	50	76	106	64	124	74	27	105	33
"ENSMMUG00000014147"	20	11	44	26	10	47	20	23	28	20	34	27
"ENSMMUG00000014148"	22	16	35	19	12	60	18	34	55	5	45	9
"ENSMMUG00000014149"	2803	3995	1975	5849	4582	2201	4510	4499	2305	1806	3039	1305
"ENSMMUG00000014150"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014151"	3	4	12	8	4	0	7	3	0	1	0	4
"ENSMMUG00000014152"	0	1	0	0	2	0	0	0	0	0	0	0
"ENSMMUG00000014153"	16	3	34	17	11	44	8	24	41	7	22	16
"ENSMMUG00000014155"	21	13	25	43	23	20	14	19	24	18	33	10
"ENSMMUG00000014156"	0	1	11	1	0	6	1	1	13	0	1	0
"ENSMMUG00000014159"	108	84	73	74	77	81	77	110	107	36	158	22
"ENSMMUG00000014160"	0	0	3	0	0	3	1	3	1	0	0	0
"ENSMMUG00000014161"	4	2	0	2	0	0	5	2	0	2	4	0
"ENSMMUG00000014162"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014163"	4	8	14	17	10	6	5	9	2	1	4	0
"ENSMMUG00000014164"	137	105	163	128	101	136	131	160	110	78	148	32
"ENSMMUG00000014165"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014166"	76	65	166	99	68	192	56	125	158	74	98	59
"ENSMMUG00000014167"	0	0	0	0	0	0	2	2	0	0	0	0
"ENSMMUG00000014168"	0	0	3	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014169"	182	157	198	263	107	143	145	262	176	78	152	75
"ENSMMUG00000014171"	0	0	11	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014172"	626	524	439	689	550	537	659	682	361	277	436	145
"ENSMMUG00000014173"	32	23	7	30	30	1	30	54	3	21	58	3
"ENSMMUG00000014174"	7	7	26	15	6	24	14	21	31	8	16	24
"ENSMMUG00000014175"	0	0	3	0	0	0	2	0	1	0	0	0
"ENSMMUG00000014176"	1144	1000	834	1188	809	810	959	1122	745	905	1892	694
"ENSMMUG00000014177"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014178"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014179"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014180"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014181"	879	874	843	1066	874	900	977	920	721	866	1292	499
"ENSMMUG00000014182"	0	2	2	0	1	3	0	2	0	0	0	0
"ENSMMUG00000014183"	892	625	933	793	545	864	742	687	769	767	1030	438
"ENSMMUG00000014184"	437	137	118	197	92	132	257	72	141	173	137	81
"ENSMMUG00000014185"	0	0	7	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014186"	654	456	482	524	376	500	565	511	314	310	431	204
"ENSMMUG00000014187"	45	236	78	352	107	49	109	124	49	70	102	7
"ENSMMUG00000014188"	0	2	0	1	0	0	2	2	0	3	0	1
"ENSMMUG00000014189"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSMMUG00000014190"	0	1	0	1	0	0	0	0	0	0	0	0
"ENSMMUG00000014191"	0	2	6	0	0	0	1	0	0	0	2	0
"ENSMMUG00000014192"	13	14	27	10	12	38	16	27	43	2	30	15
"ENSMMUG00000014193"	768	1889	652	2112	1128	611	1204	1672	737	365	944	317
"ENSMMUG00000014195"	105	91	121	111	75	101	121	145	117	98	137	34
"ENSMMUG00000014197"	431	367	239	282	267	159	446	457	146	167	321	98
"ENSMMUG00000014198"	5	3	0	4	0	0	1	2	0	5	0	0
"ENSMMUG00000014202"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014203"	125	130	258	183	144	327	142	329	285	111	250	92
"ENSMMUG00000014204"	149	160	66	140	139	47	118	79	58	57	134	71
"ENSMMUG00000014205"	0	0	0	0	1	0	1	0	0	0	0	0
"ENSMMUG00000014206"	0	1	0	0	4	0	0	4	0	0	2	0
"ENSMMUG00000014207"	220	184	231	203	186	271	211	284	221	140	308	113
"ENSMMUG00000014208"	2	3	17	2	4	18	0	5	17	2	1	10
"ENSMMUG00000014209"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014210"	2608	2302	1669	2710	2545	2012	3208	3775	1665	1754	3218	802
"ENSMMUG00000014211"	396	266	259	136	199	273	200	130	163	133	302	89
"ENSMMUG00000014212"	0	3	4	3	4	0	0	1	0	3	0	0
"ENSMMUG00000014213"	0	0	2	1	0	0	0	2	4	0	0	0
"ENSMMUG00000014214"	184	156	151	126	97	93	114	96	92	11	143	18
"ENSMMUG00000014216"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014218"	134	116	124	203	111	95	124	133	69	36	49	28
"ENSMMUG00000014219"	0	4	0	1	0	2	1	2	3	0	0	0
"ENSMMUG00000014224"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014225"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014226"	0	0	0	0	0	7	0	0	0	0	0	0
"ENSMMUG00000014227"	13	13	23	4	3	7	7	5	16	0	9	0
"ENSMMUG00000014228"	51	25	53	41	43	37	58	69	63	22	41	33
"ENSMMUG00000014229"	160	96	65	110	100	90	130	109	61	49	100	29
"ENSMMUG00000014230"	25	19	17	22	13	9	28	12	11	2	5	0
"ENSMMUG00000014231"	675	244	500	404	147	527	390	218	399	176	163	100
"ENSMMUG00000014232"	834	825	508	958	1170	582	1157	1784	733	466	833	440
"ENSMMUG00000014233"	1	1	7	1	0	0	1	1	1	3	4	0
"ENSMMUG00000014234"	0	2	0	2	1	0	2	1	0	0	0	0
"ENSMMUG00000014235"	2576	1385	1943	2129	1435	1827	2247	1717	1328	1563	2013	734
"ENSMMUG00000014236"	1610	2058	1575	2099	1896	1750	2141	2505	1499	681	1306	640
"ENSMMUG00000014237"	974	1198	538	1117	783	629	984	946	514	424	655	225
"ENSMMUG00000014239"	593	559	513	776	426	578	454	511	481	319	460	201
"ENSMMUG00000014240"	410	411	288	498	416	253	503	545	264	374	643	320
"ENSMMUG00000014242"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014244"	0	2	3	0	2	0	2	2	0	0	1	0
"ENSMMUG00000014245"	18	24	21	60	39	25	56	50	38	35	20	0
"ENSMMUG00000014246"	1	0	0	2	0	8	0	1	1	0	0	4
"ENSMMUG00000014247"	257	477	287	924	553	350	489	841	408	184	452	119
"ENSMMUG00000014248"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014249"	0	1	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000014250"	0	0	1	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014251"	603	660	419	486	530	440	628	625	341	263	567	177
"ENSMMUG00000014254"	156	60	117	149	60	138	206	201	107	75	44	17
"ENSMMUG00000014255"	925	1720	532	3348	1709	529	2121	2847	752	582	1053	385
"ENSMMUG00000014256"	32605	18767	25547	18886	16427	33545	21885	23637	25237	22233	37513	17980
"ENSMMUG00000014257"	2	2	9	3	1	4	2	6	6	0	3	13
"ENSMMUG00000014258"	0	1	0	0	0	0	2	0	0	0	0	5
"ENSMMUG00000014259"	38	20	13	33	9	7	24	19	17	12	20	6
"ENSMMUG00000014260"	16	98	24	192	101	29	64	100	27	5	6	14
"ENSMMUG00000014261"	896	114	117	433	87	4981	313	123	756	172	112	5072
"ENSMMUG00000014262"	63	56	65	76	41	43	80	44	39	41	43	29
"ENSMMUG00000014263"	255	402	186	619	284	117	358	299	180	115	229	75
"ENSMMUG00000014264"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014265"	161	128	244	203	243	319	111	194	166	170	446	168
"ENSMMUG00000014266"	80	66	113	88	73	148	70	154	148	36	115	89
"ENSMMUG00000014267"	7	2	8	9	1	5	2	5	7	0	12	0
"ENSMMUG00000014270"	1795	1593	938	1775	1320	783	1652	1817	711	722	1308	285
"ENSMMUG00000014271"	3501	2169	2000	4007	2069	2059	3100	2773	1948	1929	2885	1055
"ENSMMUG00000014272"	3	2	3	0	0	11	1	1	2	0	1	0
"ENSMMUG00000014273"	3	3	12	7	1	3	5	9	0	0	4	10
"ENSMMUG00000014274"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014275"	42	43	59	54	53	122	54	98	61	15	69	34
"ENSMMUG00000014276"	355	271	233	238	629	389	359	697	241	195	485	120
"ENSMMUG00000014277"	1510	2356	892	2344	2018	788	1703	2360	785	725	1687	485
"ENSMMUG00000014280"	37	33	34	40	23	29	18	22	9	18	38	14
"ENSMMUG00000014281"	88	61	98	96	50	58	63	56	87	83	168	115
"ENSMMUG00000014282"	185	164	118	174	145	163	186	121	92	121	229	76
"ENSMMUG00000014284"	14	5	38	15	5	23	8	0	10	7	8	9
"ENSMMUG00000014285"	29	20	19	10	15	22	18	17	3	13	25	11
"ENSMMUG00000014286"	27	7	14	16	6	10	20	5	17	4	3	0
"ENSMMUG00000014287"	188	168	82	159	116	113	165	156	78	121	171	114
"ENSMMUG00000014288"	352	636	176	461	489	188	415	533	179	204	360	136
"ENSMMUG00000014289"	204	47	146	83	22	87	97	26	63	78	44	38
"ENSMMUG00000014291"	3280	3057	1577	4751	2617	1473	3840	3343	1410	1436	2111	703
"ENSMMUG00000014292"	0	0	4	0	0	0	0	0	1	0	0	0
"ENSMMUG00000014293"	27	33	39	33	76	45	216	364	66	18	15	43
"ENSMMUG00000014294"	6	9	28	9	8	12	8	5	9	6	5	12
"ENSMMUG00000014295"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014296"	0	1	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014297"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014298"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014299"	2	0	0	0	0	0	1	0	2	0	0	0
"ENSMMUG00000014301"	4	9	8	9	7	5	4	18	8	3	12	0
"ENSMMUG00000014303"	15	16	33	11	12	65	13	19	44	24	27	26
"ENSMMUG00000014304"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014305"	0	0	0	0	0	0	0	0	0	0	2	0
"ENSMMUG00000014306"	2554	1877	2239	2282	1905	2318	2517	2424	2277	1541	2872	1563
"ENSMMUG00000014307"	0	2	2	0	0	0	1	2	0	0	0	0
"ENSMMUG00000014308"	74	38	65	50	37	29	70	43	60	21	41	21
"ENSMMUG00000014309"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014310"	645	489	398	573	453	569	655	569	307	269	467	277
"ENSMMUG00000014311"	0	0	4	1	0	0	1	1	1	0	0	0
"ENSMMUG00000014313"	7	0	14	2	1	6	1	2	8	1	8	0
"ENSMMUG00000014314"	472	275	203	316	246	242	307	161	144	213	319	81
"ENSMMUG00000014315"	174	107	167	157	97	143	174	123	89	124	128	89
"ENSMMUG00000014316"	444	415	328	488	372	418	511	407	256	239	385	128
"ENSMMUG00000014317"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014318"	418	512	293	394	417	206	355	439	169	208	323	164
"ENSMMUG00000014319"	0	0	9	0	0	0	2	3	0	0	0	0
"ENSMMUG00000014321"	1	0	6	0	0	0	1	1	0	0	0	0
"ENSMMUG00000014322"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014323"	101	81	110	95	76	77	76	107	69	54	97	77
"ENSMMUG00000014324"	0	1	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000014325"	27	38	102	25	65	158	30	140	220	28	113	89
"ENSMMUG00000014326"	2	3	35	9	5	32	7	8	32	9	4	22
"ENSMMUG00000014327"	387	303	291	338	255	160	276	242	131	307	393	169
"ENSMMUG00000014328"	192	152	128	213	158	175	193	178	102	168	200	19
"ENSMMUG00000014329"	189	124	277	212	116	304	143	177	159	107	253	170
"ENSMMUG00000014330"	57	134	32	57	65	20	71	121	50	30	75	0
"ENSMMUG00000014331"	7	0	0	0	0	0	0	0	2	6	0	0
"ENSMMUG00000014333"	359	333	278	482	298	191	387	325	211	140	372	122
"ENSMMUG00000014334"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014335"	16	23	43	39	36	53	19	53	42	0	26	25
"ENSMMUG00000014337"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014338"	404	341	287	524	373	214	494	637	151	175	438	135
"ENSMMUG00000014340"	15	49	10	28	39	24	26	71	24	15	29	0
"ENSMMUG00000014341"	43	25	34	18	10	50	24	12	28	18	22	4
"ENSMMUG00000014342"	61	71	37	83	54	52	64	62	27	39	99	2
"ENSMMUG00000014343"	3	1	2	0	0	2	9	4	0	0	0	0
"ENSMMUG00000014345"	3	5	17	5	4	20	7	16	13	10	19	25
"ENSMMUG00000014346"	29	26	67	40	25	113	30	56	67	11	39	50
"ENSMMUG00000014347"	0	2	3	1	2	13	0	4	7	5	1	2
"ENSMMUG00000014348"	43	45	31	48	50	66	54	77	57	23	21	25
"ENSMMUG00000014349"	35	71	64	31	81	66	26	74	65	6	76	39
"ENSMMUG00000014350"	3537	4938	888	2457	2639	856	2722	3095	1089	1223	2256	418
"ENSMMUG00000014351"	153	128	85	150	67	88	100	105	94	92	114	18
"ENSMMUG00000014352"	5	3	2	3	2	12	3	4	1	4	3	0
"ENSMMUG00000014353"	0	0	0	0	0	2	0	0	0	0	0	0
"ENSMMUG00000014356"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014358"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014359"	0	1	0	1	4	0	0	4	2	0	5	0
"ENSMMUG00000014360"	71	35	78	51	27	94	36	54	86	16	27	46
"ENSMMUG00000014361"	3	18	15	14	26	9	21	26	11	7	31	3
"ENSMMUG00000014363"	428	505	381	669	574	249	493	521	209	218	503	223
"ENSMMUG00000014364"	0	2	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014367"	219	182	140	243	158	179	233	309	162	101	118	75
"ENSMMUG00000014368"	89	82	88	110	113	128	143	135	88	124	162	90
"ENSMMUG00000014369"	27	22	69	28	13	49	13	31	48	12	7	9
"ENSMMUG00000014370"	120	150	153	226	143	99	161	250	91	84	199	64
"ENSMMUG00000014372"	3	6	15	14	6	37	7	9	19	3	13	17
"ENSMMUG00000014374"	7	3	11	7	15	12	6	14	13	1	19	0
"ENSMMUG00000014375"	222	127	297	165	122	204	148	97	161	79	83	87
"ENSMMUG00000014376"	677	836	323	592	546	383	747	729	315	347	515	140
"ENSMMUG00000014377"	180	139	108	152	129	113	150	186	123	109	188	57
"ENSMMUG00000014378"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014379"	5	2	12	12	5	5	1	5	3	6	3	0
"ENSMMUG00000014380"	10	1	3	6	5	0	11	16	1	4	18	10
"ENSMMUG00000014381"	917	965	500	955	1743	1394	923	2208	808	1773	5198	694
"ENSMMUG00000014382"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014383"	14945	18085	3737	11297	9397	2236	15922	16460	7957	3289	4978	464
"ENSMMUG00000014384"	1062	943	938	826	812	1048	751	1123	907	542	1171	543
"ENSMMUG00000014385"	3	0	8	1	0	0	1	1	0	0	0	0
"ENSMMUG00000014386"	0	0	4	0	1	0	0	3	0	0	0	0
"ENSMMUG00000014387"	118	67	97	84	50	142	86	81	132	105	143	63
"ENSMMUG00000014388"	0	0	2	0	1	0	2	0	0	0	0	0
"ENSMMUG00000014389"	1856	1272	1176	1936	1077	1250	1699	1555	1023	859	1170	556
"ENSMMUG00000014390"	0	0	0	0	0	4	0	0	0	0	0	0
"ENSMMUG00000014391"	350	468	410	616	422	403	408	592	489	258	409	207
"ENSMMUG00000014393"	18	8	10	14	6	5	8	10	4	8	5	0
"ENSMMUG00000014394"	962	649	959	796	610	941	885	840	843	468	874	410
"ENSMMUG00000014396"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014397"	1477	1005	813	695	871	833	780	660	607	529	1166	427
"ENSMMUG00000014398"	8	13	8	29	22	52	12	65	39	16	42	8
"ENSMMUG00000014399"	0	1	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014400"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014402"	184	1138	1244	342	2389	2203	445	6926	1913	167	2480	874
"ENSMMUG00000014403"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000014404"	0	0	1	0	0	0	0	2	1	0	2	0
"ENSMMUG00000014405"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014406"	1	1	0	3	1	1	3	2	0	1	4	0
"ENSMMUG00000014407"	576	317	288	508	325	336	658	558	306	374	446	165
"ENSMMUG00000014408"	47	26	69	30	52	79	37	39	61	31	60	8
"ENSMMUG00000014409"	1	1	1	1	0	6	3	5	4	0	1	0
"ENSMMUG00000014410"	15	0	37	9	1	14	4	5	11	2	20	0
"ENSMMUG00000014411"	0	2	0	2	3	4	4	0	0	0	3	0
"ENSMMUG00000014412"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014413"	3443	4891	2145	7705	4886	1921	4380	5516	1811	2509	4695	1118
"ENSMMUG00000014414"	640	2123	907	3910	1730	844	1215	1458	831	565	1084	586
"ENSMMUG00000014415"	473	309	238	353	205	274	402	309	205	241	308	133
"ENSMMUG00000014416"	0	0	0	0	2	0	2	0	0	0	1	0
"ENSMMUG00000014418"	147	289	93	507	243	100	172	179	122	70	261	76
"ENSMMUG00000014419"	24	19	18	24	21	18	28	26	24	3	34	3
"ENSMMUG00000014420"	1	9	0	12	5	0	5	3	1	0	0	0
"ENSMMUG00000014421"	19	16	25	23	11	42	14	41	23	10	24	1
"ENSMMUG00000014422"	0	2	1	2	0	2	1	1	0	0	2	0
"ENSMMUG00000014423"	1657	2991	1211	1359	1672	1277	1658	2259	1049	788	1939	631
"ENSMMUG00000014424"	3095	3085	1878	4150	2603	1991	3341	2634	1517	1303	2641	997
"ENSMMUG00000014425"	147	94	100	130	74	110	116	121	79	130	143	78
"ENSMMUG00000014426"	0	0	0	0	0	0	0	0	0	14	0	0
"ENSMMUG00000014427"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014429"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014430"	3	8	10	34	8	10	3	6	20	8	7	4
"ENSMMUG00000014431"	197	104	142	140	92	157	141	90	78	84	173	72
"ENSMMUG00000014432"	2	5	13	3	5	20	3	1	0	0	3	0
"ENSMMUG00000014433"	411	574	509	945	640	506	532	1342	521	403	962	309
"ENSMMUG00000014434"	825	999	795	2034	1501	1097	1766	2642	1338	595	1189	404
"ENSMMUG00000014435"	1	4	12	8	7	17	1	4	14	4	12	2
"ENSMMUG00000014436"	29	73	20	16	42	16	24	73	27	4	23	1
"ENSMMUG00000014438"	0	2	2	1	0	0	2	5	0	0	0	0
"ENSMMUG00000014439"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014440"	0	0	3	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014442"	737	592	524	741	585	640	687	557	509	679	863	301
"ENSMMUG00000014445"	12	11	25	13	17	12	14	38	12	5	41	16
"ENSMMUG00000014446"	2	2	1	2	0	0	4	0	2	1	0	0
"ENSMMUG00000014447"	6	4	2	3	1	1	2	0	7	2	2	0
"ENSMMUG00000014448"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014450"	216	125	149	178	106	200	164	173	130	104	198	38
"ENSMMUG00000014451"	4	6	16	4	3	0	7	5	0	0	0	0
"ENSMMUG00000014452"	136	108	196	188	119	200	138	147	153	64	102	63
"ENSMMUG00000014453"	36	22	18	29	22	19	29	17	21	8	8	3
"ENSMMUG00000014454"	30	28	42	17	10	66	15	28	25	35	70	19
"ENSMMUG00000014455"	36	52	49	62	56	130	56	85	69	45	68	7
"ENSMMUG00000014456"	0	1	3	0	0	0	2	2	0	0	0	0
"ENSMMUG00000014458"	12	27	17	28	35	19	18	30	35	25	30	12
"ENSMMUG00000014460"	452	693	353	412	439	341	497	647	286	221	362	202
"ENSMMUG00000014461"	272	299	119	400	347	229	309	324	189	167	395	66
"ENSMMUG00000014462"	120	62	77	156	63	127	112	93	73	41	99	2
"ENSMMUG00000014463"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014464"	64	117	52	186	154	37	74	169	53	44	157	26
"ENSMMUG00000014465"	2134	2278	1922	3600	1910	2074	2673	3166	2041	1720	3393	1288
"ENSMMUG00000014466"	185	94	119	165	137	122	225	217	113	162	284	68
"ENSMMUG00000014467"	2	0	12	1	0	0	2	2	5	0	2	0
"ENSMMUG00000014468"	0	0	20	0	0	0	1	3	0	0	0	0
"ENSMMUG00000014470"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014471"	7	11	22	8	11	15	6	8	34	3	6	7
"ENSMMUG00000014473"	0	2	5	2	1	0	0	6	5	0	0	0
"ENSMMUG00000014474"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014475"	160	83	57	111	85	121	102	143	84	97	155	32
"ENSMMUG00000014477"	12	21	19	29	21	25	11	15	30	7	23	0
"ENSMMUG00000014478"	0	0	0	0	0	0	0	0	0	0	3	0
"ENSMMUG00000014479"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014481"	93	62	173	104	98	139	96	136	122	112	181	65
"ENSMMUG00000014482"	352	707	208	393	452	219	373	523	193	216	457	185
"ENSMMUG00000014483"	0	0	0	0	0	4	0	0	0	0	0	0
"ENSMMUG00000014484"	172	126	222	240	127	210	174	156	255	99	129	104
"ENSMMUG00000014485"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014486"	5548	13991	652	5829	7744	633	8270	11622	695	1497	3980	359
"ENSMMUG00000014487"	90	82	108	93	55	77	68	87	89	57	134	20
"ENSMMUG00000014488"	4	3	2	5	2	1	3	3	0	4	4	0
"ENSMMUG00000014489"	527	380	373	503	345	278	422	387	270	415	611	289
"ENSMMUG00000014490"	7	1	1	0	1	0	0	2	0	0	0	0
"ENSMMUG00000014493"	470	325	329	377	365	323	492	591	417	304	422	180
"ENSMMUG00000014494"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014496"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014497"	211	214	254	97	122	214	135	170	222	85	197	185
"ENSMMUG00000014498"	5	3	9	1	0	0	2	2	0	0	2	0
"ENSMMUG00000014499"	922	1825	379	837	933	400	911	1242	366	260	653	142
"ENSMMUG00000014501"	304	280	220	324	204	153	274	191	196	121	174	85
"ENSMMUG00000014502"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000014503"	4	7	6	13	7	0	12	5	18	5	1	0
"ENSMMUG00000014506"	1	0	9	0	0	0	1	0	0	0	0	0
"ENSMMUG00000014508"	5308	3284	1886	2854	2517	2100	2947	2530	1592	2162	3501	1031
"ENSMMUG00000014509"	15	25	36	21	38	25	15	42	12	11	64	6
