"id"	"X70_D0"	"X71_D0"	"X72_D0"	"X70_D4"	"X71_D4"	"X72_D4"	"X70_D7"	"X71_D7"	"X72_D7"	"X70_D28"	"X71_D28"	"X72_D28"
"ENSMMUG00000004866"	2306	1626	994	2493	1745	950	2146	2288	883	1254	2362	429
"ENSMMUG00000004867"	3040224	5833048	364496	2293970	3723371	253137	3466489	5279780	988867	732972	2322971	50412
"ENSMMUG00000004868"	15	15	58	14	15	31	12	37	14	20	39	18
"ENSMMUG00000004869"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004870"	4	5	13	4	8	15	5	8	14	0	11	0
"ENSMMUG00000004871"	93	105	166	100	75	169	107	172	173	103	235	85
"ENSMMUG00000004872"	3	10	5	10	5	3	6	2	4	1	10	0
"ENSMMUG00000004873"	138	165	191	231	184	186	220	233	169	163	215	64
"ENSMMUG00000004874"	0	1	6	0	1	7	1	2	5	0	0	2
"ENSMMUG00000004875"	125	100	80	91	89	51	133	133	45	81	123	33
"ENSMMUG00000004876"	1	0	3	0	5	2	2	2	12	0	1	0
"ENSMMUG00000004877"	1597	1149	1092	1535	1089	1255	1368	1913	1332	1050	1839	799
"ENSMMUG00000004878"	0	0	5	0	0	0	1	0	0	0	0	0
"ENSMMUG00000004879"	72	48	4	23	25	0	42	23	3	29	52	0
"ENSMMUG00000004880"	2151	1391	1286	1219	1400	1521	1175	1046	925	899	1668	472
"ENSMMUG00000004881"	2	14	5	2	4	2	1	9	11	0	5	13
"ENSMMUG00000004882"	0	0	3	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004884"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004885"	39	45	73	47	46	63	32	65	91	30	60	37
"ENSMMUG00000004886"	2	10	2	3	0	0	0	4	0	0	0	0
"ENSMMUG00000004890"	7	5	5	2	3	9	5	8	1	7	0	0
"ENSMMUG00000004891"	69	44	34	87	75	11	81	179	24	45	102	11
"ENSMMUG00000004892"	28	29	30	63	44	46	32	77	45	13	35	0
"ENSMMUG00000004893"	91	60	57	157	97	80	256	363	76	60	77	30
"ENSMMUG00000004894"	0	0	0	1	0	0	2	0	0	0	0	0
"ENSMMUG00000004895"	1	2	3	0	0	0	4	2	0	0	2	0
"ENSMMUG00000004896"	124	657	62	105	332	92	150	388	172	57	277	18
"ENSMMUG00000004897"	2112	1789	1435	1534	1511	1506	1524	1738	1212	1135	2042	778
"ENSMMUG00000004898"	0	1	3	0	4	3	1	0	0	0	0	2
"ENSMMUG00000004899"	1511	1171	1351	1492	1528	1698	1695	1957	1587	1303	2272	1081
"ENSMMUG00000004900"	155	123	157	170	153	139	180	273	154	112	133	79
"ENSMMUG00000004901"	183	414	263	820	426	294	370	614	263	144	299	117
"ENSMMUG00000004902"	74	75	46	110	91	79	84	88	85	33	76	22
"ENSMMUG00000004903"	8	32	3	10	54	6	19	52	1	2	36	5
"ENSMMUG00000004904"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004906"	0	0	0	0	0	0	1	1	0	0	0	0
"ENSMMUG00000004907"	11420	16233	3234	9062	9125	1887	9577	7159	3588	5182	9018	1970
"ENSMMUG00000004908"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004909"	2	1	9	1	0	0	3	1	0	0	5	5
"ENSMMUG00000004910"	8	6	16	10	14	4	12	13	5	0	12	2
"ENSMMUG00000004911"	78	93	92	106	149	95	61	94	61	62	147	22
"ENSMMUG00000004912"	9	9	27	16	4	19	4	12	11	4	11	6
"ENSMMUG00000004913"	120	84	175	163	90	123	69	122	145	51	87	89
"ENSMMUG00000004914"	0	0	0	1	0	0	4	0	0	0	0	0
"ENSMMUG00000004915"	178	185	163	190	204	241	184	315	163	162	302	138
"ENSMMUG00000004916"	4	1	0	1	1	0	0	0	0	0	0	0
"ENSMMUG00000004917"	1	0	0	0	0	0	1	5	5	0	0	0
"ENSMMUG00000004918"	133	121	101	126	80	41	110	94	95	58	134	22
"ENSMMUG00000004919"	1	0	3	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004920"	186	103	102	159	125	63	130	125	33	176	392	36
"ENSMMUG00000004921"	2021	1690	1725	2372	1661	1522	1753	1649	1095	1004	1995	635
"ENSMMUG00000004922"	180	214	78	135	160	212	126	188	115	84	250	93
"ENSMMUG00000004923"	0	4	1	1	2	0	1	5	0	0	0	0
"ENSMMUG00000004924"	7	2	3	9	13	10	2	8	2	7	18	0
"ENSMMUG00000004926"	39	47	78	66	66	139	47	106	119	31	98	36
"ENSMMUG00000004927"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004928"	320	324	403	477	325	251	229	278	288	243	477	205
"ENSMMUG00000004930"	159	135	142	204	175	88	128	166	134	93	258	87
"ENSMMUG00000004931"	244	150	305	224	140	294	208	236	272	117	204	75
"ENSMMUG00000004932"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004933"	121	108	68	141	88	77	109	150	59	40	72	21
"ENSMMUG00000004934"	57	135	43	69	85	19	67	156	43	15	46	3
"ENSMMUG00000004935"	211	200	393	186	184	435	142	232	304	62	238	98
"ENSMMUG00000004936"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004937"	21	155	23	27	115	3	33	134	23	3	33	17
"ENSMMUG00000004938"	425	318	348	387	243	303	308	313	247	168	308	152
"ENSMMUG00000004941"	1	2	4	3	3	3	0	3	3	0	1	1
"ENSMMUG00000004942"	17	23	80	37	20	115	23	56	82	30	86	54
"ENSMMUG00000004943"	0	0	1	0	0	1	1	0	0	0	0	0
"ENSMMUG00000004944"	1026	1332	846	1464	1227	823	1083	1297	720	1128	2468	650
"ENSMMUG00000004947"	0	0	9	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004948"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSMMUG00000004949"	1	1	0	2	0	10	2	1	0	1	0	0
"ENSMMUG00000004950"	346	141	86	196	112	161	211	169	83	129	182	19
"ENSMMUG00000004951"	1	3	8	2	0	1	1	4	0	0	2	0
"ENSMMUG00000004952"	1019	585	656	792	574	812	1019	975	580	815	953	423
"ENSMMUG00000004953"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004954"	60	53	40	65	59	43	58	71	37	22	54	31
"ENSMMUG00000004955"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004956"	771	632	538	523	496	609	606	701	463	582	1167	275
"ENSMMUG00000004957"	12	49	16	25	14	6	26	32	13	10	19	0
"ENSMMUG00000004958"	2	1	5	3	2	0	5	1	4	20	11	0
"ENSMMUG00000004959"	0	0	0	0	3	0	1	1	0	4	4	0
"ENSMMUG00000004960"	18	4	0	11	1	2	3	4	0	13	0	0
"ENSMMUG00000004961"	758	599	488	652	636	428	809	923	431	463	669	203
"ENSMMUG00000004963"	55	131	59	49	106	33	71	130	32	66	76	28
"ENSMMUG00000004964"	899	931	490	725	749	729	677	998	643	486	1092	210
"ENSMMUG00000004965"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004966"	81	34	67	78	52	61	81	80	81	43	33	11
"ENSMMUG00000004968"	1	4	23	1	2	6	0	1	1	0	2	0
"ENSMMUG00000004969"	3	4	3	7	0	0	1	1	0	0	3	5
"ENSMMUG00000004970"	11	10	0	8	3	8	8	5	3	1	3	0
"ENSMMUG00000004971"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004973"	0	0	8	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004974"	293	160	151	263	209	154	357	470	144	109	192	71
"ENSMMUG00000004975"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004976"	0	0	2	0	1	0	0	2	0	0	0	0
"ENSMMUG00000004977"	447	499	515	436	455	531	550	657	345	275	471	84
"ENSMMUG00000004978"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004979"	418	300	248	443	291	226	394	321	217	296	386	192
"ENSMMUG00000004980"	0	0	13	0	0	0	1	0	0	0	0	0
"ENSMMUG00000004982"	0	0	5	0	0	0	0	1	0	0	1	0
"ENSMMUG00000004983"	51	71	17	86	66	15	90	122	25	30	83	0
"ENSMMUG00000004984"	1005	1106	606	902	846	620	913	1061	520	960	1537	504
"ENSMMUG00000004985"	0	0	0	0	0	0	2	0	0	0	0	0
"ENSMMUG00000004986"	364	329	257	352	422	307	332	436	251	237	486	122
"ENSMMUG00000004987"	0	0	0	0	0	0	3	0	0	0	0	0
"ENSMMUG00000004988"	0	0	6	0	0	0	1	0	0	0	0	0
"ENSMMUG00000004989"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004990"	0	0	0	0	0	0	3	0	0	0	0	0
"ENSMMUG00000004992"	0	0	7	0	0	0	0	0	0	0	0	0
"ENSMMUG00000004994"	1163	1062	1050	1132	1055	1194	1338	1633	1130	519	723	329
"ENSMMUG00000004995"	22	26	23	22	12	9	29	23	9	18	19	2
"ENSMMUG00000004996"	4	6	19	11	3	31	7	6	16	3	19	0
"ENSMMUG00000004997"	291	114	158	249	136	222	226	173	260	136	180	121
"ENSMMUG00000004998"	0	2	2	0	0	0	0	1	0	0	0	0
"ENSMMUG00000004999"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005000"	354	324	281	389	359	296	330	334	212	145	338	112
"ENSMMUG00000005001"	571	1297	269	2903	4445	341	3899	4194	435	295	330	148
"ENSMMUG00000005002"	252	230	271	377	240	189	197	216	202	103	179	45
"ENSMMUG00000005004"	440	470	295	640	433	288	546	639	252	322	579	156
"ENSMMUG00000005005"	77	54	70	92	78	75	59	66	75	81	171	48
"ENSMMUG00000005006"	1561	883	2451	936	1114	4016	1055	1753	2130	1468	3025	1650
"ENSMMUG00000005007"	92	80	102	145	101	159	130	231	120	110	134	68
"ENSMMUG00000005008"	25	14	10	18	13	27	22	46	22	28	34	22
"ENSMMUG00000005009"	61	14	4	15	15	28	34	12	11	33	35	10
"ENSMMUG00000005010"	509	579	461	468	600	529	623	799	530	477	913	337
"ENSMMUG00000005011"	1	1	6	6	7	15	4	5	1	3	6	0
"ENSMMUG00000005012"	0	0	0	0	0	1	1	0	3	0	0	0
"ENSMMUG00000005014"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005015"	3	1	0	6	2	1	6	3	5	0	6	0
"ENSMMUG00000005016"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005017"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000005018"	420	267	332	388	302	349	435	436	273	275	565	175
"ENSMMUG00000005019"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005021"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005022"	4	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005023"	92	87	62	81	110	95	136	154	83	44	99	8
"ENSMMUG00000005024"	90	220	51	89	140	53	71	147	25	99	136	32
"ENSMMUG00000005025"	4	7	12	9	9	16	8	16	19	1	18	26
"ENSMMUG00000005026"	0	1	6	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005027"	4	2	8	8	4	11	2	5	8	2	6	8
"ENSMMUG00000005028"	0	0	4	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005029"	2930	2532	1724	3880	2075	1528	2671	2265	1537	1400	2157	725
"ENSMMUG00000005031"	83	130	41	66	72	9	67	117	11	63	150	0
"ENSMMUG00000005032"	431	435	285	440	376	311	384	303	217	372	568	109
"ENSMMUG00000005034"	0	1	1	0	4	0	0	2	0	0	6	0
"ENSMMUG00000005035"	4	7	3	0	5	2	3	4	0	0	3	0
"ENSMMUG00000005036"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005038"	0	0	6	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005040"	6	6	21	8	0	41	2	14	9	6	20	14
"ENSMMUG00000005041"	0	1	2	2	0	0	2	0	0	0	0	0
"ENSMMUG00000005042"	43	43	108	54	68	122	26	99	86	33	103	39
"ENSMMUG00000005046"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005047"	5	3	10	3	1	3	1	11	17	7	15	5
"ENSMMUG00000005048"	1	1	8	3	1	10	0	2	5	1	0	0
"ENSMMUG00000005050"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005051"	38	29	123	44	36	119	35	102	135	34	140	125
"ENSMMUG00000005052"	11	10	13	13	11	9	6	5	4	3	6	14
"ENSMMUG00000005053"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005054"	0	1	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005055"	106	9	280	50	4	244	37	12	193	34	27	147
"ENSMMUG00000005056"	0	0	0	0	0	0	0	0	1	0	0	0
"ENSMMUG00000005057"	2	15	5	0	8	0	0	8	1	0	1	0
"ENSMMUG00000005059"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005063"	75	79	52	66	35	26	54	40	59	65	66	7
"ENSMMUG00000005064"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005065"	0	0	6	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005066"	17	17	72	29	15	68	29	10	33	12	19	28
"ENSMMUG00000005067"	441	240	314	346	236	405	374	334	296	166	254	109
"ENSMMUG00000005068"	100	62	59	126	86	59	72	71	35	42	82	48
"ENSMMUG00000005069"	0	1	12	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005070"	846	2226	384	1171	1450	397	1362	2099	575	363	896	228
"ENSMMUG00000005072"	4593	3247	4455	3325	3924	6104	3977	4595	4567	4354	9674	3574
"ENSMMUG00000005073"	337	245	194	267	237	205	261	238	128	208	371	129
"ENSMMUG00000005074"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005075"	3	1	0	3	2	2	2	5	6	1	9	9
"ENSMMUG00000005076"	141	158	45	227	140	79	187	160	70	52	82	55
"ENSMMUG00000005078"	3146	2477	1931	3069	2024	2231	3364	3147	1884	1948	2624	1301
"ENSMMUG00000005079"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005080"	724	749	433	817	927	385	922	1011	386	443	1104	182
"ENSMMUG00000005081"	19	9	13	31	7	21	28	4	1	12	8	3
"ENSMMUG00000005082"	72	35	54	39	33	29	48	50	31	34	62	7
"ENSMMUG00000005084"	53	19	18	30	29	16	35	19	14	21	58	21
"ENSMMUG00000005085"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005086"	525	278	450	348	310	439	364	341	347	299	440	334
"ENSMMUG00000005087"	166	112	81	170	107	98	113	86	50	121	183	58
"ENSMMUG00000005089"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005090"	11	16	27	24	5	30	1	9	11	5	9	14
"ENSMMUG00000005091"	629	480	586	706	522	401	603	676	374	389	621	191
"ENSMMUG00000005092"	1260	1115	1516	1642	908	1518	1172	1674	1459	420	838	360
"ENSMMUG00000005093"	68	50	38	63	36	52	39	25	8	22	48	19
"ENSMMUG00000005095"	4	6	22	1	1	0	3	3	4	5	1	4
"ENSMMUG00000005096"	132	117	147	164	68	96	98	99	90	65	132	48
"ENSMMUG00000005098"	597	466	608	583	496	905	527	784	609	713	1450	546
"ENSMMUG00000005099"	1745	1423	745	1505	1159	876	1234	1330	573	514	1361	298
"ENSMMUG00000005101"	0	0	0	0	0	0	2	1	0	0	0	0
"ENSMMUG00000005102"	0	1	9	0	0	0	1	3	0	0	0	0
"ENSMMUG00000005103"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005105"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005106"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005108"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005109"	517	957	81	321	472	103	410	729	71	208	540	22
"ENSMMUG00000005110"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005111"	0	0	3	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005112"	0	2	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005113"	0	1	12	3	0	4	1	3	10	4	4	7
"ENSMMUG00000005114"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005115"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005116"	0	0	0	1	0	0	0	1	0	0	0	0
"ENSMMUG00000005117"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005118"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005119"	113	121	101	140	167	63	125	191	98	58	148	42
"ENSMMUG00000005120"	1738	1686	1118	1888	1463	1040	1824	1514	847	1135	1775	454
"ENSMMUG00000005122"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005123"	44	62	21	28	54	37	20	40	7	10	43	19
"ENSMMUG00000005124"	230	143	164	266	119	116	201	160	117	100	116	91
"ENSMMUG00000005125"	9	18	5	23	10	1	18	39	5	11	32	6
"ENSMMUG00000005127"	3	3	12	0	6	27	4	1	23	0	1	0
"ENSMMUG00000005129"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005130"	81	52	94	52	65	92	60	98	96	35	85	19
"ENSMMUG00000005131"	0	0	0	0	0	0	2	1	0	0	2	0
"ENSMMUG00000005132"	7	3	15	13	9	7	4	17	10	2	1	0
"ENSMMUG00000005134"	0	1	10	0	0	0	1	0	0	0	0	0
"ENSMMUG00000005136"	12	6	18	25	2	20	12	3	17	13	8	16
"ENSMMUG00000005137"	3658	4397	2297	2531	3423	2405	2845	3451	1930	1732	3770	1301
"ENSMMUG00000005138"	7	3	10	3	7	13	2	4	22	5	5	8
"ENSMMUG00000005139"	4	5	0	1	0	1	3	0	2	0	0	2
"ENSMMUG00000005140"	141	170	120	249	169	84	105	140	121	39	134	5
"ENSMMUG00000005141"	2201	2106	1896	1709	2332	2399	2180	2877	2072	1909	4192	1624
"ENSMMUG00000005142"	152	113	117	155	83	101	144	96	76	84	171	27
"ENSMMUG00000005143"	335	243	165	211	246	185	196	224	215	200	314	85
"ENSMMUG00000005144"	13	12	11	7	10	9	12	4	12	2	22	13
"ENSMMUG00000005145"	278	280	138	262	240	118	210	232	132	155	285	76
"ENSMMUG00000005146"	0	4	0	0	1	0	3	1	0	2	0	0
"ENSMMUG00000005147"	26	21	22	19	7	12	26	35	19	0	34	7
"ENSMMUG00000005148"	593	189	249	331	178	343	425	260	211	188	171	57
"ENSMMUG00000005149"	23	17	33	12	11	12	17	15	14	9	13	7
"ENSMMUG00000005150"	559	1244	613	1063	3135	910	1120	3608	888	386	1537	407
"ENSMMUG00000005151"	0	2	3	0	0	0	3	2	0	0	0	0
"ENSMMUG00000005152"	1	4	3	0	8	0	3	0	0	0	6	0
"ENSMMUG00000005154"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005155"	132	123	48	99	137	72	104	164	86	74	135	60
"ENSMMUG00000005156"	357	413	216	475	318	146	327	309	162	169	345	89
"ENSMMUG00000005157"	158	70	185	145	102	190	144	145	165	108	303	134
"ENSMMUG00000005158"	165	145	119	239	128	149	147	168	123	122	275	98
"ENSMMUG00000005159"	559	367	218	593	382	244	597	467	272	396	706	199
"ENSMMUG00000005160"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005161"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005162"	15	25	25	12	8	15	8	17	18	9	16	18
"ENSMMUG00000005163"	0	1	15	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005164"	2	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005165"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005166"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005167"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000005168"	0	0	3	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005169"	0	0	2	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005170"	4	1	8	2	0	0	4	2	2	0	0	0
"ENSMMUG00000005171"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005173"	0	0	0	0	0	0	1	0	0	0	0	0
"ENSMMUG00000005174"	0	2	11	1	0	0	1	2	0	4	0	0
"ENSMMUG00000005175"	1119	1005	661	1816	770	762	1349	1225	536	700	831	392
"ENSMMUG00000005176"	0	2	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005177"	334	101	77	298	100	92	224	163	40	548	662	168
"ENSMMUG00000005178"	0	2	3	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005179"	13	6	27	8	2	2	7	4	1	1	2	0
"ENSMMUG00000005180"	316	109	290	169	100	319	204	132	386	67	62	93
"ENSMMUG00000005181"	25	17	18	8	8	6	13	9	12	14	16	14
"ENSMMUG00000005182"	345	300	278	388	369	324	396	525	316	266	510	256
"ENSMMUG00000005183"	0	0	6	0	0	0	0	0	0	2	0	0
"ENSMMUG00000005184"	91	89	115	120	75	86	82	100	95	33	82	19
"ENSMMUG00000005185"	0	0	1	1	0	0	0	2	0	0	0	0
"ENSMMUG00000005186"	0	1	7	0	0	2	1	0	0	0	0	0
"ENSMMUG00000005187"	10	7	13	3	3	7	12	4	13	11	7	0
"ENSMMUG00000005188"	1518	1429	1310	1722	1308	1168	1584	1487	929	717	1201	510
"ENSMMUG00000005189"	9	17	45	10	18	48	13	35	48	3	21	23
"ENSMMUG00000005190"	0	2	5	1	1	0	0	0	0	0	0	0
"ENSMMUG00000005191"	5	0	3	0	3	3	6	9	8	5	2	0
"ENSMMUG00000005192"	306	184	414	272	214	420	202	301	347	157	372	127
"ENSMMUG00000005193"	292	246	371	337	288	383	257	447	280	179	301	119
"ENSMMUG00000005194"	374	404	544	506	466	616	427	784	636	327	900	462
"ENSMMUG00000005196"	0	0	2	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005198"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005199"	222	195	497	416	186	411	180	223	443	82	136	135
"ENSMMUG00000005200"	16	12	41	10	4	35	12	13	23	11	11	20
"ENSMMUG00000005204"	252	276	599	432	282	732	306	361	458	209	408	224
"ENSMMUG00000005205"	175	122	143	142	155	172	171	158	153	157	370	135
"ENSMMUG00000005206"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005207"	68	47	56	56	30	57	56	42	62	51	41	14
"ENSMMUG00000005208"	311	240	247	275	208	232	260	253	151	129	217	75
"ENSMMUG00000005209"	1775	1100	1208	1259	950	934	1424	1221	809	915	1127	565
"ENSMMUG00000005210"	964	854	509	937	863	618	1031	1179	428	558	1056	193
"ENSMMUG00000005211"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005212"	32	32	16	29	21	22	28	37	41	15	51	20
"ENSMMUG00000005213"	7	4	8	7	3	8	11	10	16	2	5	7
"ENSMMUG00000005214"	0	10	15	7	8	11	7	13	3	1	3	0
"ENSMMUG00000005215"	44	15	27	22	16	35	23	40	28	13	45	22
"ENSMMUG00000005216"	27	167	4	30	117	32	47	198	14	23	73	0
"ENSMMUG00000005217"	1401	1572	1029	2720	2080	794	2049	2112	1004	1062	2154	687
"ENSMMUG00000005218"	10	7	27	9	9	36	7	25	17	12	6	5
"ENSMMUG00000005219"	62	48	106	52	67	88	43	81	125	31	81	9
"ENSMMUG00000005220"	491	408	60	368	431	60	312	351	61	196	522	25
"ENSMMUG00000005221"	72	32	58	72	57	63	64	87	57	16	60	19
"ENSMMUG00000005222"	0	0	0	1	0	0	0	0	0	0	0	0
"ENSMMUG00000005223"	0	3	0	0	0	0	4	5	0	3	4	0
"ENSMMUG00000005224"	113	73	26	49	79	24	51	75	31	46	80	6
"ENSMMUG00000005225"	639	350	279	250	288	317	305	144	109	294	316	231
"ENSMMUG00000005226"	158	145	159	159	142	121	153	124	87	67	182	107
"ENSMMUG00000005227"	36	21	22	29	21	39	12	35	29	13	21	17
"ENSMMUG00000005228"	563	793	385	687	626	437	647	1024	425	438	777	280
"ENSMMUG00000005229"	101	222	122	197	171	157	123	212	129	68	142	62
"ENSMMUG00000005230"	1322	1354	781	1661	1150	818	1428	1434	826	522	1058	383
"ENSMMUG00000005231"	4	1	9	2	2	17	3	1	15	0	1	0
"ENSMMUG00000005232"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005233"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005235"	31	39	34	19	32	43	26	51	26	8	70	54
"ENSMMUG00000005236"	67	36	21	59	44	41	35	29	8	55	57	13
"ENSMMUG00000005237"	98	68	74	104	54	117	113	85	80	50	115	38
"ENSMMUG00000005238"	13	15	15	11	5	26	12	4	20	19	4	0
"ENSMMUG00000005239"	584	363	413	469	391	400	431	490	356	215	569	143
"ENSMMUG00000005240"	95	123	100	115	111	144	156	160	77	95	171	66
"ENSMMUG00000005241"	33	56	22	68	17	5	34	37	8	28	48	12
"ENSMMUG00000005242"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005243"	455	330	370	511	253	378	407	422	223	280	592	250
"ENSMMUG00000005244"	317	326	181	453	276	356	330	307	188	355	549	237
"ENSMMUG00000005245"	689	365	731	528	391	866	560	762	722	454	653	383
"ENSMMUG00000005246"	122	72	103	115	67	117	94	69	62	54	76	41
"ENSMMUG00000005247"	979	1456	672	1726	999	595	948	948	539	418	755	244
"ENSMMUG00000005250"	88	68	60	73	69	67	107	97	85	39	89	21
"ENSMMUG00000005252"	0	3	2	0	0	0	0	2	0	0	4	3
"ENSMMUG00000005253"	5	9	3	9	2	0	11	3	0	0	1	0
"ENSMMUG00000005255"	963	895	644	1582	1357	830	1575	2288	816	457	789	263
"ENSMMUG00000005256"	3	1	2	0	0	4	1	0	0	0	5	0
"ENSMMUG00000005257"	0	0	1	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005259"	0	0	2	1	1	5	0	1	0	8	0	0
"ENSMMUG00000005260"	220	116	1227	206	144	2170	144	286	1391	209	539	770
"ENSMMUG00000005262"	335	127	214	238	139	170	204	233	173	211	336	143
"ENSMMUG00000005263"	162	175	181	252	133	140	236	231	137	183	262	35
"ENSMMUG00000005264"	1015	1049	577	1251	923	514	1342	1267	544	423	896	235
"ENSMMUG00000005266"	0	1	12	1	0	0	1	5	5	0	5	0
"ENSMMUG00000005267"	1	1	2	0	2	0	0	0	0	0	0	0
"ENSMMUG00000005269"	1225	1242	858	1567	1196	910	1320	1288	608	941	1890	405
"ENSMMUG00000005270"	18	13	37	10	6	2	8	10	11	0	2	0
"ENSMMUG00000005271"	95	121	168	148	148	199	126	184	167	87	149	52
"ENSMMUG00000005272"	16	34	59	20	24	70	21	43	45	34	46	55
"ENSMMUG00000005273"	615	548	456	656	403	324	488	429	206	223	465	65
"ENSMMUG00000005274"	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMMUG00000005275"	0	0	0	0	0	0	0	1	0	0	0	0
"ENSMMUG00000005278"	66	29	58	50	62	49	77	58	41	53	101	58
"ENSMMUG00000005279"	924	883	622	1428	889	703	1110	1140	573	389	621	261
"ENSMMUG00000005280"	82	106	145	139	76	123	93	187	157	63	126	61
"ENSMMUG00000005282"	12	16	7	10	10	14	17	11	9	7	24	26
"ENSMMUG00000005283"	436	356	346	522	335	318	509	456	210	281	497	200
"ENSMMUG00000005284"	367	222	202	266	264	295	335	369	215	148	242	45
"ENSMMUG00000005285"	29	17	17	14	22	22	28	34	22	32	32	5
"ENSMMUG00000005286"	2	3	1	5	2	0	1	0	2	0	0	0
"ENSMMUG00000005287"	0	1	5	0	0	0	1	1	0	0	0	0
